episode,model,reward,length,success,picks,start_time,seed,collisions,rrt_failures,pick_failures,successful_picks,unreachable_cubes,optimal_steps,total_cubes,duration,unattempted_picks,path_efficiency,unique_actions,action_diversity_ratio,action_entropy
71,Duel-DDQN,179.33939984560524,9,1,9,1767743683.6725178,2112,0,0,0,9,0,9,9,4.725282907485962,0,1.0,9,1.0,3.169925000143887
72,Duel-DDQN,150.93533057811686,9,1,9,1767743688.3982904,2113,0,0,0,9,0,9,9,5.0033862590789795,0,1.0,9,1.0,3.169925000143887
73,Duel-DDQN,183.92308618454405,9,1,9,1767743693.4021735,2114,0,0,0,9,0,9,9,5.277730941772461,0,1.0,9,1.0,3.169925000143887
74,Duel-DDQN,156.83557487699994,9,1,9,1767743698.681821,2115,0,0,0,9,0,9,9,2.9425830841064453,0,1.0,9,1.0,3.169925000143887
75,Duel-DDQN,153.3143374525539,9,1,9,1767743701.6329374,2116,0,0,0,9,0,9,9,4.63481068611145,0,1.0,9,1.0,3.169925000143887
76,Duel-DDQN,151.3858448305629,9,1,9,1767743706.2697556,2117,0,0,0,9,0,9,9,6.29617714881897,0,1.0,9,1.0,3.169925000143887
77,Duel-DDQN,126.49222539422777,8,0,8,1767743712.566929,2118,0,0,1,8,1,9,9,62.14728331565857,1,0.8888888888888888,8,1.0,2.9999999988458437
78,Duel-DDQN,182.352557298296,9,1,9,1767743774.7154863,2119,0,0,0,9,0,9,9,2.791067600250244,0,1.0,9,1.0,3.169925000143887
79,Duel-DDQN,164.5467726477081,9,1,9,1767743777.5075536,2120,0,0,0,9,0,9,9,3.4198718070983887,0,1.0,9,1.0,3.169925000143887
80,Duel-DDQN,136.35555026075417,9,1,9,1767743780.928433,2121,0,0,0,9,0,9,9,3.260361671447754,0,1.0,9,1.0,3.169925000143887
81,Duel-DDQN,132.515952512155,8,0,8,1767743784.1897817,2122,0,0,1,8,1,9,9,65.68356418609619,1,0.8888888888888888,8,1.0,2.9999999988458437
82,Duel-DDQN,179.01084856487853,9,1,9,1767743849.8748434,2123,0,0,0,9,0,9,9,2.767263889312744,0,1.0,9,1.0,3.169925000143887
83,Duel-DDQN,140.99062075642118,8,0,8,1767743852.642747,2124,0,0,1,8,1,9,9,64.39331197738647,1,0.8888888888888888,8,1.0,2.9999999988458437
84,Duel-DDQN,137.8159321935636,9,1,9,1767743917.0370567,2125,0,0,0,9,0,9,9,2.7930479049682617,0,1.0,9,1.0,3.169925000143887
85,Duel-DDQN,156.2296858274878,9,1,9,1767743919.831977,2126,0,0,0,9,0,9,9,2.5028083324432373,0,1.0,9,1.0,3.169925000143887
86,Duel-DDQN,134.44414272324832,9,1,9,1767743922.3357856,2127,0,0,0,9,0,9,9,2.850834846496582,0,1.0,9,1.0,3.169925000143887
87,Duel-DDQN,153.46548052156254,9,1,9,1767743925.1871204,2128,0,0,0,9,0,9,9,3.4203779697418213,0,1.0,9,1.0,3.169925000143887
88,Duel-DDQN,139.07357325158156,8,0,8,1767743928.6079996,2129,0,0,1,8,1,9,9,70.82423186302185,1,0.8888888888888888,8,1.0,2.9999999988458437
89,Duel-DDQN,147.99223988725447,8,0,8,1767743999.4342308,2130,0,0,1,8,1,9,9,68.18641448020935,1,0.8888888888888888,8,1.0,2.9999999988458437
90,Duel-DDQN,128.19756129388762,8,0,8,1767744067.6211455,2131,0,0,1,8,1,9,9,81.6682562828064,1,0.8888888888888888,8,1.0,2.9999999988458437
91,Duel-DDQN,189.56420287933446,9,1,9,1767744149.290393,2132,0,0,0,9,0,9,9,2.9537274837493896,0,1.0,9,1.0,3.169925000143887
92,Duel-DDQN,137.78758995927512,9,1,9,1767744152.2456203,2133,0,0,0,9,0,9,9,5.064660549163818,0,1.0,9,1.0,3.169925000143887
93,Duel-DDQN,178.10914049076968,9,1,9,1767744157.3112848,2134,0,0,0,9,0,9,9,2.324352264404297,0,1.0,9,1.0,3.169925000143887
94,Duel-DDQN,152.84835416373127,8,0,8,1767744159.6366405,2135,0,0,1,8,1,9,9,77.39891409873962,1,0.8888888888888888,8,1.0,2.9999999988458437
95,Duel-DDQN,137.08945957212043,7,0,7,1767744237.0375528,2136,0,0,2,7,2,9,9,107.85043382644653,2,0.7777777777777778,7,1.0,2.8073549210477178
96,Duel-DDQN,125.69803067252639,8,0,8,1767744344.8892474,2137,0,0,1,8,1,9,9,59.686999559402466,1,0.8888888888888888,8,1.0,2.9999999988458437
97,Duel-DDQN,143.21113497347088,8,0,8,1767744404.5767574,2138,0,0,1,8,1,9,9,59.45593786239624,1,0.8888888888888888,8,1.0,2.9999999988458437
98,Duel-DDQN,145.22481489487444,8,0,8,1767744464.033731,2139,0,0,1,8,1,9,9,57.38463568687439,1,0.8888888888888888,8,1.0,2.9999999988458437
99,Duel-DDQN,131.41951496952822,8,0,8,1767744521.420499,2140,0,0,1,8,1,9,9,59.965725898742676,1,0.8888888888888888,8,1.0,2.9999999988458437
1,PER-DDQN-Light,153.87403449139424,9,1,9,1767744581.4485638,3042,0,0,0,9,0,9,9,2.5021679401397705,0,1.0,9,1.0,3.169925000143887
2,PER-DDQN-Light,164.92402401173922,9,1,9,1767744583.9522493,3043,0,0,0,9,0,9,9,2.5300962924957275,0,1.0,9,1.0,3.169925000143887
3,PER-DDQN-Light,179.55001129701597,9,1,9,1767744586.4839709,3044,0,0,0,9,0,9,9,2.3695199489593506,0,1.0,9,1.0,3.169925000143887
4,PER-DDQN-Light,170.71434493590868,9,1,9,1767744588.8539884,3045,0,0,0,9,0,9,9,4.74209189414978,0,1.0,9,1.0,3.169925000143887
5,PER-DDQN-Light,161.47587499323384,9,1,9,1767744593.5970848,3046,0,0,0,9,0,9,9,3.7448348999023438,0,1.0,9,1.0,3.169925000143887
6,PER-DDQN-Light,175.82415025402517,9,1,9,1767744597.3454616,3047,0,0,0,9,0,9,9,4.225229978561401,0,1.0,9,1.0,3.169925000143887
7,PER-DDQN-Light,158.2258985505343,9,1,9,1767744601.5717003,3048,0,0,0,9,0,9,9,2.998532772064209,0,1.0,9,1.0,3.169925000143887
8,PER-DDQN-Light,181.6229124341843,9,1,9,1767744604.571733,3049,0,0,0,9,0,9,9,4.6098268032073975,0,1.0,9,1.0,3.169925000143887
9,PER-DDQN-Light,108.71282451558062,7,0,7,1767744609.18306,3050,0,0,2,7,2,9,9,107.80111360549927,2,0.7777777777777778,7,1.0,2.8073549210477178
10,PER-DDQN-Light,127.9491397664959,9,1,9,1767744716.9851665,3051,0,0,0,9,0,9,9,2.5738019943237305,0,1.0,9,1.0,3.169925000143887
11,PER-DDQN-Light,138.0502799482266,8,0,8,1767744719.5594742,3052,0,0,1,8,1,9,9,59.002480268478394,1,0.8888888888888888,8,1.0,2.9999999988458437
12,PER-DDQN-Light,183.85242234659793,9,1,9,1767744778.5633466,3053,0,0,0,9,0,9,9,2.839646577835083,0,1.0,9,1.0,3.169925000143887
13,PER-DDQN-Light,211.59932719946164,9,1,9,1767744781.4034884,3054,0,0,0,9,0,9,9,1.8630247116088867,0,1.0,9,1.0,3.169925000143887
14,PER-DDQN-Light,160.6313814013674,8,0,8,1767744783.2675052,3055,0,0,1,8,1,9,9,55.69385123252869,1,0.8888888888888888,8,1.0,2.9999999988458437
15,PER-DDQN-Light,129.3431579765075,8,0,8,1767744838.9618495,3056,0,0,1,8,1,9,9,59.418869972229004,1,0.8888888888888888,8,1.0,2.9999999988458437
16,PER-DDQN-Light,192.45231273417306,9,1,9,1767744898.3821778,3057,0,0,0,9,0,9,9,2.411905288696289,0,1.0,9,1.0,3.169925000143887
17,PER-DDQN-Light,174.19306557618933,9,1,9,1767744900.795083,3058,0,0,0,9,0,9,9,2.5761942863464355,0,1.0,9,1.0,3.169925000143887
18,PER-DDQN-Light,148.788275571076,9,1,9,1767744903.372577,3059,0,0,0,9,0,9,9,4.054393768310547,0,1.0,9,1.0,3.169925000143887
19,PER-DDQN-Light,137.87874610923365,8,0,8,1767744907.428996,3060,0,0,1,8,1,9,9,61.776936769485474,1,0.8888888888888888,8,1.0,2.9999999988458437
20,PER-DDQN-Light,132.44533704416955,8,0,8,1767744969.2080483,3061,0,0,1,8,1,9,9,66.94378519058228,1,0.8888888888888888,8,1.0,2.9999999988458437
21,PER-DDQN-Light,161.74190242388408,9,1,9,1767745036.1527462,3062,0,0,0,9,0,9,9,2.521836519241333,0,1.0,9,1.0,3.169925000143887
22,PER-DDQN-Light,169.93494479692234,9,1,9,1767745038.675634,3063,0,0,0,9,0,9,9,2.1971051692962646,0,1.0,9,1.0,3.169925000143887
23,PER-DDQN-Light,157.54186176583278,9,1,9,1767745040.8742445,3064,0,0,0,9,0,9,9,2.3376734256744385,0,1.0,9,1.0,3.169925000143887
24,PER-DDQN-Light,170.63819738054823,9,1,9,1767745043.2124228,3065,0,0,0,9,0,9,9,4.392630338668823,0,1.0,9,1.0,3.169925000143887
25,PER-DDQN-Light,138.36198085290573,8,0,8,1767745047.6065621,3066,0,0,1,8,1,9,9,67.44113373756409,1,0.8888888888888888,8,1.0,2.9999999988458437
26,PER-DDQN-Light,153.23818427538976,9,1,9,1767745115.0582225,3067,0,0,0,9,0,9,9,4.60662317276001,0,1.0,9,1.0,3.169925000143887
27,PER-DDQN-Light,146.55541661792432,8,0,8,1767745119.6653447,3068,0,0,1,8,1,9,9,56.07357859611511,1,0.8888888888888888,8,1.0,2.9999999988458437
28,PER-DDQN-Light,126.60103920563253,7,0,7,1767745175.7393718,3069,0,0,2,7,2,9,9,97.90196895599365,2,0.7777777777777778,7,1.0,2.8073549210477178
29,PER-DDQN-Light,191.215421767858,9,1,9,1767745273.643332,3070,0,0,0,9,0,9,9,5.013559818267822,0,1.0,9,1.0,3.169925000143887
30,PER-DDQN-Light,120.72096261806266,9,1,9,1767745278.658395,3071,0,0,0,9,0,9,9,6.739472389221191,0,1.0,9,1.0,3.169925000143887
31,PER-DDQN-Light,171.422845936356,9,1,9,1767745285.3988602,3072,0,0,0,9,0,9,9,3.2252414226531982,0,1.0,9,1.0,3.169925000143887
32,PER-DDQN-Light,151.97881203499324,9,1,9,1767745288.6261003,3073,0,0,0,9,0,9,9,4.287283420562744,0,1.0,9,1.0,3.169925000143887
33,PER-DDQN-Light,158.3777564965958,9,1,9,1767745292.914376,3074,0,0,0,9,0,9,9,2.472938299179077,0,1.0,9,1.0,3.169925000143887
34,PER-DDQN-Light,169.10474315640937,9,1,9,1767745295.3906581,3075,0,0,0,9,0,9,9,3.3180508613586426,0,1.0,9,1.0,3.169925000143887
35,PER-DDQN-Light,170.6468301665634,9,1,9,1767745298.7102153,3076,0,0,0,9,0,9,9,2.514348030090332,0,1.0,9,1.0,3.169925000143887
36,PER-DDQN-Light,157.21931967136362,9,1,9,1767745301.22662,3077,0,0,0,9,0,9,9,2.4427385330200195,0,1.0,9,1.0,3.169925000143887
37,PER-DDQN-Light,131.11760797357277,7,0,7,1767745303.670352,3078,0,0,2,7,2,9,9,102.83394455909729,2,0.7777777777777778,7,1.0,2.8073549210477178
38,PER-DDQN-Light,150.52065833553485,9,1,9,1767745406.5055556,3079,0,0,0,9,0,9,9,2.384158134460449,0,1.0,9,1.0,3.169925000143887
39,PER-DDQN-Light,161.9660548331446,9,1,9,1767745408.8911338,3080,0,0,0,9,0,9,9,2.6787209510803223,0,1.0,9,1.0,3.169925000143887
40,PER-DDQN-Light,160.9003933408922,9,1,9,1767745411.570848,3081,0,0,0,9,0,9,9,1.8240668773651123,0,1.0,9,1.0,3.169925000143887
41,PER-DDQN-Light,156.08854653879683,9,1,9,1767745413.3954072,3082,0,0,0,9,0,9,9,2.4045639038085938,0,1.0,9,1.0,3.169925000143887
42,PER-DDQN-Light,127.46209186806061,8,0,8,1767745415.800971,3083,0,0,1,8,1,9,9,55.4565155506134,1,0.8888888888888888,8,1.0,2.9999999988458437
43,PER-DDQN-Light,110.64890146530584,8,0,8,1767745471.2584877,3084,0,0,1,8,1,9,9,64.06674528121948,1,0.8888888888888888,8,1.0,2.9999999988458437
44,PER-DDQN-Light,158.46955697439816,9,1,9,1767745535.326236,3085,0,0,0,9,0,9,9,3.5808868408203125,0,1.0,9,1.0,3.169925000143887
45,PER-DDQN-Light,151.99263333871045,9,1,9,1767745538.9081213,3086,0,0,0,9,0,9,9,2.899568796157837,0,1.0,9,1.0,3.169925000143887
46,PER-DDQN-Light,165.80570258052487,9,1,9,1767745541.8091896,3087,0,0,0,9,0,9,9,4.39702582359314,0,1.0,9,1.0,3.169925000143887
47,PER-DDQN-Light,108.02426898464131,7,0,7,1767745546.2072203,3088,0,0,2,7,2,9,9,96.40294194221497,2,0.7777777777777778,7,1.0,2.8073549210477178
48,PER-DDQN-Light,144.4929439874126,9,1,9,1767745642.6116228,3089,0,0,0,9,0,9,9,2.292726516723633,0,1.0,9,1.0,3.169925000143887
49,PER-DDQN-Light,136.16308827103575,9,1,9,1767745644.9053538,3090,0,0,0,9,0,9,9,7.881370782852173,0,1.0,9,1.0,3.169925000143887
50,PER-DDQN-Light,142.85437638028884,9,1,9,1767745652.787224,3091,0,0,0,9,0,9,9,4.188633680343628,0,1.0,9,1.0,3.169925000143887
51,PER-DDQN-Light,169.15133974013762,9,1,9,1767745656.9763682,3092,0,0,0,9,0,9,9,2.3960580825805664,0,1.0,9,1.0,3.169925000143887
52,PER-DDQN-Light,193.48826275395538,9,1,9,1767745659.3734288,3093,0,0,0,9,0,9,9,2.0571682453155518,0,1.0,9,1.0,3.169925000143887
53,PER-DDQN-Light,153.17893374926226,9,1,9,1767745661.4316366,3094,0,0,0,9,0,9,9,2.3470332622528076,0,1.0,9,1.0,3.169925000143887
54,PER-DDQN-Light,154.58473495572616,9,1,9,1767745663.7803543,3095,0,0,0,9,0,9,9,4.192206144332886,0,1.0,9,1.0,3.169925000143887
55,PER-DDQN-Light,165.71278863748455,9,1,9,1767745667.9730582,3096,0,0,0,9,0,9,9,3.9669036865234375,0,1.0,9,1.0,3.169925000143887
56,PER-DDQN-Light,122.32744170603999,7,0,7,1767745671.9429917,3097,0,0,2,7,2,9,9,99.57011580467224,2,0.7777777777777778,7,1.0,2.8073549210477178
57,PER-DDQN-Light,155.37864139595692,9,1,9,1767745771.5140178,3098,0,0,0,9,0,9,9,4.116377830505371,0,1.0,9,1.0,3.169925000143887
58,PER-DDQN-Light,158.28991544346286,9,1,9,1767745775.631393,3099,0,0,0,9,0,9,9,2.2806124687194824,0,1.0,9,1.0,3.169925000143887
59,PER-DDQN-Light,167.6481629950195,9,1,9,1767745777.9130058,3100,0,0,0,9,0,9,9,2.383995294570923,0,1.0,9,1.0,3.169925000143887
60,PER-DDQN-Light,167.29921605950676,9,1,9,1767745780.2979956,3101,0,0,0,9,0,9,9,3.7428207397460938,0,1.0,9,1.0,3.169925000143887
61,PER-DDQN-Light,137.91747489109113,9,1,9,1767745784.0418139,3102,0,0,0,9,0,9,9,2.3283498287200928,0,1.0,9,1.0,3.169925000143887
62,PER-DDQN-Light,148.45902030398716,8,0,8,1767745786.3711617,3103,0,0,1,8,1,9,9,51.17283034324646,1,0.8888888888888888,8,1.0,2.9999999988458437
63,PER-DDQN-Light,128.2070909144299,8,0,8,1767745837.5455062,3104,0,0,1,8,1,9,9,60.722835302352905,1,0.8888888888888888,8,1.0,2.9999999988458437
64,PER-DDQN-Light,127.08898634695336,8,0,8,1767745898.2695282,3105,0,0,1,8,1,9,9,56.24843645095825,1,0.8888888888888888,8,1.0,2.9999999988458437
65,PER-DDQN-Light,133.65723080455516,8,0,8,1767745954.5232825,3106,0,0,1,8,1,9,9,60.428433656692505,1,0.8888888888888888,8,1.0,2.9999999988458437
66,PER-DDQN-Light,128.89707894443055,8,0,8,1767746014.9526272,3107,0,0,1,8,1,9,9,61.16205930709839,1,0.8888888888888888,8,1.0,2.9999999988458437
67,PER-DDQN-Light,177.05204282719853,9,1,9,1767746076.1161854,3108,0,0,0,9,0,9,9,2.282999277114868,0,1.0,9,1.0,3.169925000143887
68,PER-DDQN-Light,143.47350406610002,8,0,8,1767746078.3996823,3109,0,0,1,8,1,9,9,57.24220895767212,1,0.8888888888888888,8,1.0,2.9999999988458437
69,PER-DDQN-Light,174.68652579934485,9,1,9,1767746135.6428835,3110,0,0,0,9,0,9,9,2.2269270420074463,0,1.0,9,1.0,3.169925000143887
70,PER-DDQN-Light,175.27924945956408,9,1,9,1767746137.8703098,3111,0,0,0,9,0,9,9,2.290996789932251,0,1.0,9,1.0,3.169925000143887
71,PER-DDQN-Light,153.93611078363966,9,1,9,1767746140.1623135,3112,0,0,0,9,0,9,9,2.0458552837371826,0,1.0,9,1.0,3.169925000143887
72,PER-DDQN-Light,95.02764349077952,6,0,6,1767746142.2089913,3113,0,0,3,6,3,9,9,134.9802532196045,3,0.6666666666666666,6,1.0,2.584962499855539
73,PER-DDQN-Light,137.0580686572048,9,1,9,1767746277.190693,3114,0,0,0,9,0,9,9,4.0916972160339355,0,1.0,9,1.0,3.169925000143887
74,PER-DDQN-Light,134.08575153017836,9,1,9,1767746281.2839036,3115,0,0,0,9,0,9,9,4.861046314239502,0,1.0,9,1.0,3.169925000143887
75,PER-DDQN-Light,164.56812157561168,9,1,9,1767746286.1459484,3116,0,0,0,9,0,9,9,2.254389524459839,0,1.0,9,1.0,3.169925000143887
76,PER-DDQN-Light,157.4247903241802,9,1,9,1767746288.401338,3117,0,0,0,9,0,9,9,2.1909804344177246,0,1.0,9,1.0,3.169925000143887
77,PER-DDQN-Light,162.70426967371324,9,1,9,1767746290.5948427,3118,0,0,0,9,0,9,9,2.05623722076416,0,1.0,9,1.0,3.169925000143887
78,PER-DDQN-Light,176.2767694278735,9,1,9,1767746292.6520734,3119,0,0,0,9,0,9,9,2.1934432983398438,0,1.0,9,1.0,3.169925000143887
79,PER-DDQN-Light,145.19880807496455,9,1,9,1767746294.8465207,3120,0,0,0,9,0,9,9,2.4857888221740723,0,1.0,9,1.0,3.169925000143887
80,PER-DDQN-Light,134.99299566695205,8,0,8,1767746297.333818,3121,0,0,1,8,1,9,9,59.99168348312378,1,0.8888888888888888,8,1.0,2.9999999988458437
81,PER-DDQN-Light,170.0527265534368,9,1,9,1767746357.326501,3122,0,0,0,9,0,9,9,3.966445207595825,0,1.0,9,1.0,3.169925000143887
82,PER-DDQN-Light,164.30772298029876,9,1,9,1767746361.2939513,3123,0,0,0,9,0,9,9,4.498923063278198,0,1.0,9,1.0,3.169925000143887
83,PER-DDQN-Light,147.51260152356744,8,0,8,1767746365.7938788,3124,0,0,1,8,1,9,9,57.70939350128174,1,0.8888888888888888,8,1.0,2.9999999988458437
84,PER-DDQN-Light,116.98320685235373,7,0,7,1767746423.50427,3125,0,0,2,7,2,9,9,85.65471172332764,2,0.7777777777777778,7,1.0,2.8073549210477178
85,PER-DDQN-Light,164.11486445597782,9,1,9,1767746509.1599743,3126,0,0,0,9,0,9,9,2.053135871887207,0,1.0,9,1.0,3.169925000143887
86,PER-DDQN-Light,162.88916967226493,9,1,9,1767746511.2136042,3127,0,0,0,9,0,9,9,2.067667245864868,0,1.0,9,1.0,3.169925000143887
87,PER-DDQN-Light,133.3881874431032,8,0,8,1767746513.2828043,3128,0,0,1,8,1,9,9,51.310749769210815,1,0.8888888888888888,8,1.0,2.9999999988458437
88,PER-DDQN-Light,176.62047126310284,9,1,9,1767746564.5945578,3129,0,0,0,9,0,9,9,2.2574362754821777,0,1.0,9,1.0,3.169925000143887
89,PER-DDQN-Light,84.3094691474925,7,0,7,1767746566.8529994,3130,0,0,2,7,2,9,9,103.89639091491699,2,0.7777777777777778,7,1.0,2.8073549210477178
90,PER-DDQN-Light,171.9564298462904,9,1,9,1767746670.7503834,3131,0,0,0,9,0,9,9,2.205024003982544,0,1.0,9,1.0,3.169925000143887
91,PER-DDQN-Light,100.48431132295538,7,0,7,1767746672.9559073,3132,0,0,2,7,2,9,9,96.80842852592468,2,0.7777777777777778,7,1.0,2.8073549210477178
92,PER-DDQN-Light,113.68327147652698,8,0,8,1767746769.7658396,3133,0,0,1,8,1,9,9,66.68200135231018,1,0.8888888888888888,8,1.0,2.9999999988458437
93,PER-DDQN-Light,88.24236856905557,7,0,7,1767746836.4487646,3134,0,0,2,7,2,9,9,106.02506923675537,2,0.7777777777777778,7,1.0,2.8073549210477178
94,PER-DDQN-Light,147.33287942238582,9,1,9,1767746942.4748342,3135,0,0,0,9,0,9,9,2.660935878753662,0,1.0,9,1.0,3.169925000143887
95,PER-DDQN-Light,147.9281091465128,9,1,9,1767746945.136791,3136,0,0,0,9,0,9,9,3.7971174716949463,0,1.0,9,1.0,3.169925000143887
96,PER-DDQN-Light,174.4939470115881,9,1,9,1767746948.934909,3137,0,0,0,9,0,9,9,3.7445907592773438,0,1.0,9,1.0,3.169925000143887
97,PER-DDQN-Light,173.64938121292212,9,1,9,1767746952.680001,3138,0,0,0,9,0,9,9,2.54945969581604,0,1.0,9,1.0,3.169925000143887
98,PER-DDQN-Light,162.79596871253278,9,1,9,1767746955.2299595,3139,0,0,0,9,0,9,9,2.0624582767486572,0,1.0,9,1.0,3.169925000143887
99,PER-DDQN-Light,107.332122925351,6,0,6,1767746957.2934108,3140,0,0,3,6,3,9,9,126.50591778755188,3,0.6666666666666666,6,1.0,2.584962499855539
1,PER-DDQN-Full,166.8011938922334,9,1,9,1767747083.8586447,4042,0,0,0,9,0,9,9,2.425027370452881,0,1.0,9,1.0,3.169925000143887
2,PER-DDQN-Full,184.05201048177284,9,1,9,1767747086.2866673,4043,0,0,0,9,0,9,9,4.009874582290649,0,1.0,9,1.0,3.169925000143887
3,PER-DDQN-Full,97.35721987804492,6,0,6,1767747090.2975423,4044,0,0,3,6,3,9,9,125.44494915008545,3,0.6666666666666666,6,1.0,2.584962499855539
4,PER-DDQN-Full,161.0939503020423,9,1,9,1767747215.7434843,4045,0,0,0,9,0,9,9,2.6236000061035156,0,1.0,9,1.0,3.169925000143887
5,PER-DDQN-Full,164.94956416019835,8,0,8,1767747218.368077,4046,0,0,1,8,1,9,9,57.101826429367065,1,0.8888888888888888,8,1.0,2.9999999988458437
6,PER-DDQN-Full,145.67819553717902,9,1,9,1767747275.4709122,4047,0,0,0,9,0,9,9,3.889435291290283,0,1.0,9,1.0,3.169925000143887
7,PER-DDQN-Full,157.4010846157985,9,1,9,1767747279.3618386,4048,0,0,0,9,0,9,9,2.2097647190093994,0,1.0,9,1.0,3.169925000143887
8,PER-DDQN-Full,159.75449689246133,9,1,9,1767747281.5731108,4049,0,0,0,9,0,9,9,1.6934621334075928,0,1.0,9,1.0,3.169925000143887
9,PER-DDQN-Full,147.46330271597728,9,1,9,1767747283.267574,4050,0,0,0,9,0,9,9,4.177727460861206,0,1.0,9,1.0,3.169925000143887
10,PER-DDQN-Full,144.09963800901772,9,1,9,1767747287.4463084,4051,0,0,0,9,0,9,9,3.7221035957336426,0,1.0,9,1.0,3.169925000143887
11,PER-DDQN-Full,134.41994489888404,8,0,8,1767747291.1699243,4052,0,0,1,8,1,9,9,57.743441343307495,1,0.8888888888888888,8,1.0,2.9999999988458437
12,PER-DDQN-Full,175.37801432413391,9,1,9,1767747348.9138656,4053,0,0,0,9,0,9,9,2.419966697692871,0,1.0,9,1.0,3.169925000143887
13,PER-DDQN-Full,160.63069172915368,9,1,9,1767747351.3348296,4054,0,0,0,9,0,9,9,2.3810293674468994,0,1.0,9,1.0,3.169925000143887
14,PER-DDQN-Full,132.1864193481231,8,0,8,1767747353.716359,4055,0,0,1,8,1,9,9,55.37758159637451,1,0.8888888888888888,8,1.0,2.9999999988458437
15,PER-DDQN-Full,120.10159500489905,8,0,8,1767747409.0949404,4056,0,0,1,8,1,9,9,55.29007840156555,1,0.8888888888888888,8,1.0,2.9999999988458437
16,PER-DDQN-Full,128.76333042530968,8,0,8,1767747464.3860188,4057,0,0,1,8,1,9,9,55.75473880767822,1,0.8888888888888888,8,1.0,2.9999999988458437
17,PER-DDQN-Full,169.3660619370866,9,1,9,1767747520.1417165,4058,0,0,0,9,0,9,9,2.5716798305511475,0,1.0,9,1.0,3.169925000143887
18,PER-DDQN-Full,118.54811998016167,8,0,8,1767747522.7143877,4059,0,0,1,8,1,9,9,53.872824907302856,1,0.8888888888888888,8,1.0,2.9999999988458437
19,PER-DDQN-Full,108.3457531141038,7,0,7,1767747576.5877137,4060,0,0,2,7,2,9,9,98.10055255889893,2,0.7777777777777778,7,1.0,2.8073549210477178
20,PER-DDQN-Full,169.44848398527475,9,1,9,1767747674.6892729,4061,0,0,0,9,0,9,9,3.612107038497925,0,1.0,9,1.0,3.169925000143887
21,PER-DDQN-Full,177.00990166644533,9,1,9,1767747678.3023798,4062,0,0,0,9,0,9,9,2.401822090148926,0,1.0,9,1.0,3.169925000143887
22,PER-DDQN-Full,174.7698695685225,9,1,9,1767747680.706039,4063,0,0,0,9,0,9,9,1.8333041667938232,0,1.0,9,1.0,3.169925000143887
23,PER-DDQN-Full,150.9930989346013,9,1,9,1767747682.540347,4064,0,0,0,9,0,9,9,2.5730772018432617,0,1.0,9,1.0,3.169925000143887
24,PER-DDQN-Full,176.87626597807827,9,1,9,1767747685.1205654,4065,0,0,0,9,0,9,9,2.0324578285217285,0,1.0,9,1.0,3.169925000143887
25,PER-DDQN-Full,172.38382463297876,9,1,9,1767747687.1540363,4066,0,0,0,9,0,9,9,2.89642071723938,0,1.0,9,1.0,3.169925000143887
26,PER-DDQN-Full,168.41674474016753,9,1,9,1767747690.0514555,4067,0,0,0,9,0,9,9,2.162226915359497,0,1.0,9,1.0,3.169925000143887
27,PER-DDQN-Full,85.25584459116287,6,0,6,1767747692.214182,4068,0,0,3,6,3,9,9,135.87665438652039,3,0.6666666666666666,6,1.0,2.584962499855539
28,PER-DDQN-Full,162.18417325817268,9,1,9,1767747828.0923364,4069,0,0,0,9,0,9,9,3.065469741821289,0,1.0,9,1.0,3.169925000143887
29,PER-DDQN-Full,116.0041694636941,8,0,8,1767747831.158798,4070,0,0,1,8,1,9,9,52.06548714637756,1,0.8888888888888888,8,1.0,2.9999999988458437
30,PER-DDQN-Full,136.54094261286374,8,0,8,1767747883.2247787,4071,0,0,1,8,1,9,9,54.182857513427734,1,0.8888888888888888,8,1.0,2.9999999988458437
31,PER-DDQN-Full,141.91512289271435,8,0,8,1767747937.4086277,4072,0,0,1,8,1,9,9,58.89926218986511,1,0.8888888888888888,8,1.0,2.9999999988458437
32,PER-DDQN-Full,171.45949132425713,9,1,9,1767747996.3091464,4073,0,0,0,9,0,9,9,2.1011037826538086,0,1.0,9,1.0,3.169925000143887
33,PER-DDQN-Full,143.18974317817862,9,1,9,1767747998.4112477,4074,0,0,0,9,0,9,9,2.89654278755188,0,1.0,9,1.0,3.169925000143887
34,PER-DDQN-Full,139.84139781214427,9,1,9,1767748001.3087878,4075,0,0,0,9,0,9,9,5.607341527938843,0,1.0,9,1.0,3.169925000143887
35,PER-DDQN-Full,148.18313628401017,9,1,9,1767748006.9171329,4076,0,0,0,9,0,9,9,1.9707708358764648,0,1.0,9,1.0,3.169925000143887
36,PER-DDQN-Full,148.5513628398126,9,1,9,1767748008.8892558,4077,0,0,0,9,0,9,9,2.290278911590576,0,1.0,9,1.0,3.169925000143887
37,PER-DDQN-Full,106.12229991439597,7,0,7,1767748011.1805346,4078,0,0,2,7,2,9,9,100.670729637146,2,0.7777777777777778,7,1.0,2.8073549210477178
38,PER-DDQN-Full,161.30184152953842,9,1,9,1767748111.8522549,4079,0,0,0,9,0,9,9,4.127125263214111,0,1.0,9,1.0,3.169925000143887
39,PER-DDQN-Full,177.99241348904593,9,1,9,1767748115.9803777,4080,0,0,0,9,0,9,9,3.975271463394165,0,1.0,9,1.0,3.169925000143887
40,PER-DDQN-Full,150.79082755546813,9,1,9,1767748119.9566536,4081,0,0,0,9,0,9,9,2.167654514312744,0,1.0,9,1.0,3.169925000143887
