global_timestep,episode,step_in_episode,model,seed,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked_so_far,done,truncated,timestamp,planner
1,1,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T03:04:32.373106,Isaac Sim RRT
2,1,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T03:04:32.415843,Isaac Sim RRT
3,1,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T03:04:32.460448,Isaac Sim RRT
4,1,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T03:04:32.507128,Isaac Sim RRT
5,1,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T03:04:32.588283,Isaac Sim RRT
6,1,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T03:04:32.613304,Isaac Sim RRT
7,1,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T03:04:32.637839,Isaac Sim RRT
8,1,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T03:04:32.662850,Isaac Sim RRT
9,1,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T03:04:32.700425,Isaac Sim RRT
10,2,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T03:04:32.776499,Isaac Sim RRT
11,2,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T03:04:32.826545,Isaac Sim RRT
12,2,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T03:04:32.893107,Isaac Sim RRT
13,2,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T03:04:32.938190,Isaac Sim RRT
14,2,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T03:04:32.977658,Isaac Sim RRT
15,2,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T03:04:33.015618,Isaac Sim RRT
16,2,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T03:04:33.042561,Isaac Sim RRT
17,2,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T03:04:33.069077,Isaac Sim RRT
18,2,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T03:04:33.101608,Isaac Sim RRT
19,3,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T03:04:33.165752,Isaac Sim RRT
20,3,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T03:04:33.211926,Isaac Sim RRT
21,3,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T03:04:33.259824,Isaac Sim RRT
22,3,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T03:04:33.328248,Isaac Sim RRT
23,3,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T03:04:33.367671,Isaac Sim RRT
24,3,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T03:04:33.501584,Isaac Sim RRT
25,3,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T03:04:33.522805,Isaac Sim RRT
26,3,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T03:04:33.589470,Isaac Sim RRT
27,3,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T03:04:33.664654,Isaac Sim RRT
28,1,1,Duel-DDQN+MASAC,42,45.959446976034144,45.959446976034144,True,0.0,0.0,1,False,False,2026-01-19T03:05:22.613498,Isaac Sim RRT
29,1,2,Duel-DDQN+MASAC,42,10.190219589388992,56.14966656542313,False,0.0,0.0,2,False,False,2026-01-19T03:05:22.655461,Isaac Sim RRT
30,1,3,Duel-DDQN+MASAC,42,45.8372372495176,101.98690381494073,True,0.0,0.0,3,False,False,2026-01-19T03:05:22.730259,Isaac Sim RRT
31,1,4,Duel-DDQN+MASAC,42,52.018744262537965,154.0056480774787,True,0.0,0.0,4,False,False,2026-01-19T03:05:22.886734,Isaac Sim RRT
32,1,5,Duel-DDQN+MASAC,42,48.298516513223404,202.3041645907021,True,0.0,0.0,5,False,False,2026-01-19T03:05:22.993594,Isaac Sim RRT
33,1,6,Duel-DDQN+MASAC,42,46.75691505593247,249.06107964663457,True,0.0,0.0,6,False,False,2026-01-19T03:05:23.129242,Isaac Sim RRT
34,1,7,Duel-DDQN+MASAC,42,7.006627136771245,256.0677067834058,False,0.0,0.0,7,False,False,2026-01-19T03:05:23.286362,Isaac Sim RRT
35,1,8,Duel-DDQN+MASAC,42,16.325318305150923,272.3930250885567,False,0.0,0.0,8,False,False,2026-01-19T03:05:23.435496,Isaac Sim RRT
36,1,9,Duel-DDQN+MASAC,42,59.50662713677124,331.89965222532794,False,0.0,0.0,9,True,False,2026-01-19T03:05:23.614446,Isaac Sim RRT
37,2,1,Duel-DDQN+MASAC,42,49.71877374513599,49.71877374513599,True,0.0,0.0,1,False,False,2026-01-19T03:05:23.672107,Isaac Sim RRT
38,2,2,Duel-DDQN+MASAC,42,45.360511565646895,95.0792853107829,True,0.0,0.0,2,False,False,2026-01-19T03:05:23.708709,Isaac Sim RRT
39,2,3,Duel-DDQN+MASAC,42,48.68317257420024,143.76245788498312,True,0.0,0.0,3,False,False,2026-01-19T03:05:23.781030,Isaac Sim RRT
40,2,4,Duel-DDQN+MASAC,42,46.527281788593264,190.28973967357638,True,0.0,0.0,4,False,False,2026-01-19T03:05:23.836843,Isaac Sim RRT
