global_timestep,episode,step_in_episode,model,seed,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked_so_far,done,truncated,timestamp,planner
90,10,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:46.235642,Isaac Sim RRT
91,11,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:46.317115,Isaac Sim RRT
92,11,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:46.366740,Isaac Sim RRT
93,11,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:46.463945,Isaac Sim RRT
94,11,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:46.525163,Isaac Sim RRT
95,11,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:46.576410,Isaac Sim RRT
96,11,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:46.610305,Isaac Sim RRT
97,11,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:46.664408,Isaac Sim RRT
98,11,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:46.695436,Isaac Sim RRT
99,11,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:46.724476,Isaac Sim RRT
100,12,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:46.827086,Isaac Sim RRT
101,12,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:46.884180,Isaac Sim RRT
102,12,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:46.926832,Isaac Sim RRT
103,12,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:47.010473,Isaac Sim RRT
104,12,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:47.066830,Isaac Sim RRT
105,12,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:47.118561,Isaac Sim RRT
106,12,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:47.136860,Isaac Sim RRT
107,12,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:47.160382,Isaac Sim RRT
108,12,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:47.186420,Isaac Sim RRT
109,13,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:47.274411,Isaac Sim RRT
110,13,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:47.324138,Isaac Sim RRT
111,13,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:47.381204,Isaac Sim RRT
112,13,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:47.438372,Isaac Sim RRT
113,13,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:47.497287,Isaac Sim RRT
114,13,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:47.533807,Isaac Sim RRT
115,13,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:47.558382,Isaac Sim RRT
116,13,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:47.614246,Isaac Sim RRT
117,13,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:47.636261,Isaac Sim RRT
118,14,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:47.717019,Isaac Sim RRT
119,14,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:47.768752,Isaac Sim RRT
120,14,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:47.806201,Isaac Sim RRT
121,14,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:47.844123,Isaac Sim RRT
122,14,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:47.900362,Isaac Sim RRT
123,14,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:47.971117,Isaac Sim RRT
124,14,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:48.025799,Isaac Sim RRT
125,14,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:48.055440,Isaac Sim RRT
126,14,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:48.134223,Isaac Sim RRT
127,15,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:48.217330,Isaac Sim RRT
128,15,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:48.264169,Isaac Sim RRT
129,15,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:48.320501,Isaac Sim RRT
130,15,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:48.396838,Isaac Sim RRT
131,15,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:48.449947,Isaac Sim RRT
132,15,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:48.496334,Isaac Sim RRT
133,15,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:48.528030,Isaac Sim RRT
134,15,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:48.563522,Isaac Sim RRT
135,15,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:48.617371,Isaac Sim RRT
136,16,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:48.699793,Isaac Sim RRT
137,16,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:48.755694,Isaac Sim RRT
138,16,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:48.802674,Isaac Sim RRT
139,16,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:48.890786,Isaac Sim RRT
140,16,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:48.922106,Isaac Sim RRT
141,16,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:48.962259,Isaac Sim RRT
142,16,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:48.984195,Isaac Sim RRT
143,16,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:49.006474,Isaac Sim RRT
144,16,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:49.035862,Isaac Sim RRT
145,17,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:49.107020,Isaac Sim RRT
146,17,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:49.151198,Isaac Sim RRT
147,17,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:49.194337,Isaac Sim RRT
148,17,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:49.241283,Isaac Sim RRT
149,17,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:49.283952,Isaac Sim RRT
150,17,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:49.323376,Isaac Sim RRT
151,17,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:49.363274,Isaac Sim RRT
152,17,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:49.388399,Isaac Sim RRT
153,17,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:49.411433,Isaac Sim RRT
154,18,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:49.477968,Isaac Sim RRT
155,18,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:49.516144,Isaac Sim RRT
156,18,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:49.560309,Isaac Sim RRT
157,18,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:49.622657,Isaac Sim RRT
158,18,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:49.694329,Isaac Sim RRT
159,18,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:49.722411,Isaac Sim RRT
160,18,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:49.753006,Isaac Sim RRT
161,18,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:49.805879,Isaac Sim RRT
162,18,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:49.851323,Isaac Sim RRT
163,19,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:49.927677,Isaac Sim RRT
164,19,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:49.972213,Isaac Sim RRT
165,19,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:50.024337,Isaac Sim RRT
166,19,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:50.085377,Isaac Sim RRT
167,19,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:50.143358,Isaac Sim RRT
168,19,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:50.186871,Isaac Sim RRT
169,19,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:50.213312,Isaac Sim RRT
170,19,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:50.232466,Isaac Sim RRT
171,19,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:50.257768,Isaac Sim RRT
172,20,1,Heuristic,42,,,True,0.0,0.0,1,False,False,2026-01-19T04:51:50.336510,Isaac Sim RRT
173,20,2,Heuristic,42,,,True,0.0,0.0,2,False,False,2026-01-19T04:51:50.371602,Isaac Sim RRT
174,20,3,Heuristic,42,,,True,0.0,0.0,3,False,False,2026-01-19T04:51:50.411856,Isaac Sim RRT
175,20,4,Heuristic,42,,,True,0.0,0.0,4,False,False,2026-01-19T04:51:50.464230,Isaac Sim RRT
176,20,5,Heuristic,42,,,True,0.0,0.0,5,False,False,2026-01-19T04:51:50.511051,Isaac Sim RRT
177,20,6,Heuristic,42,,,False,0.0,0.0,6,False,False,2026-01-19T04:51:50.529715,Isaac Sim RRT
178,20,7,Heuristic,42,,,False,0.0,0.0,7,False,False,2026-01-19T04:51:50.554410,Isaac Sim RRT
179,20,8,Heuristic,42,,,False,0.0,0.0,8,False,False,2026-01-19T04:51:50.595504,Isaac Sim RRT
180,20,9,Heuristic,42,,,False,0.0,0.0,9,True,False,2026-01-19T04:51:50.622030,Isaac Sim RRT
181,1,1,Duel-DDQN+MASAC,42,53.618994005150086,53.618994005150086,True,0.0,0.0,1,False,False,2026-01-19T04:52:24.998792,Isaac Sim RRT
182,1,2,Duel-DDQN+MASAC,42,46.28365407650734,99.90264808165742,True,0.0,0.0,2,False,False,2026-01-19T04:52:25.031798,Isaac Sim RRT
183,1,3,Duel-DDQN+MASAC,42,2.163022705953134,102.06567078761056,True,0.0,0.0,3,False,False,2026-01-19T04:52:25.117574,Isaac Sim RRT
184,1,4,Duel-DDQN+MASAC,42,47.99560447853989,150.06127526615046,True,0.0,0.0,4,False,False,2026-01-19T04:52:25.226105,Isaac Sim RRT
185,1,5,Duel-DDQN+MASAC,42,47.87745544943925,197.9387307155897,True,0.0,0.0,5,False,False,2026-01-19T04:52:25.366719,Isaac Sim RRT
186,1,6,Duel-DDQN+MASAC,42,17.729657379655816,215.66838809524552,False,0.0,0.0,6,False,False,2026-01-19T04:52:25.405788,Isaac Sim RRT
187,1,7,Duel-DDQN+MASAC,42,7.006627136771245,222.67501523201676,False,0.0,0.0,7,False,False,2026-01-19T04:52:25.578571,Isaac Sim RRT
188,1,8,Duel-DDQN+MASAC,42,19.006627136771243,241.681642368788,False,0.0,0.0,8,False,False,2026-01-19T04:52:25.760782,Isaac Sim RRT
189,1,9,Duel-DDQN+MASAC,42,60.28062007456448,301.9622624433525,False,0.0,0.0,9,True,False,2026-01-19T04:52:25.796417,Isaac Sim RRT
190,2,1,Duel-DDQN+MASAC,42,43.49304023838952,43.49304023838952,True,0.0,0.0,1,False,False,2026-01-19T04:52:25.873277,Isaac Sim RRT
191,2,2,Duel-DDQN+MASAC,42,3.864783094680421,47.35782333306994,False,0.0,0.0,2,False,False,2026-01-19T04:52:25.903817,Isaac Sim RRT
192,2,3,Duel-DDQN+MASAC,42,47.66847924269305,95.026302575763,True,0.0,0.0,3,False,False,2026-01-19T04:52:25.955867,Isaac Sim RRT
193,2,4,Duel-DDQN+MASAC,42,47.841426173224804,142.86772874898782,True,0.0,0.0,4,False,False,2026-01-19T04:52:26.227122,Isaac Sim RRT
194,2,5,Duel-DDQN+MASAC,42,47.37940814417786,190.24713689316567,True,0.0,0.0,5,False,False,2026-01-19T04:52:26.419917,Isaac Sim RRT
195,2,6,Duel-DDQN+MASAC,42,16.415510436442787,206.66264732960846,True,0.0,0.0,6,False,False,2026-01-19T04:52:26.579504,Isaac Sim RRT
196,2,7,Duel-DDQN+MASAC,42,7.069965853246817,213.7326131828553,False,0.0,0.0,7,False,False,2026-01-19T04:52:26.789891,Isaac Sim RRT
197,2,8,Duel-DDQN+MASAC,42,15.950273909883393,229.68288709273867,False,0.0,0.0,8,False,False,2026-01-19T04:52:26.911116,Isaac Sim RRT
198,2,9,Duel-DDQN+MASAC,42,60.18818227356621,289.8710693663049,False,0.0,0.0,9,True,False,2026-01-19T04:52:27.050653,Isaac Sim RRT
199,3,1,Duel-DDQN+MASAC,42,47.71380123983221,47.71380123983221,True,0.0,0.0,1,False,False,2026-01-19T04:52:27.147521,Isaac Sim RRT
200,3,2,Duel-DDQN+MASAC,42,14.14652110783684,61.86032234766905,True,0.0,0.0,1,False,False,2026-01-19T04:52:29.349101,Isaac Sim RRT
201,3,3,Duel-DDQN+MASAC,42,47.489574033116774,109.34989638078582,True,0.0,0.0,2,False,False,2026-01-19T04:52:29.505318,Isaac Sim RRT
202,3,4,Duel-DDQN+MASAC,42,42.38103990651968,151.7309362873055,True,0.0,0.0,3,False,False,2026-01-19T04:52:29.595492,Isaac Sim RRT
203,3,5,Duel-DDQN+MASAC,42,14.768078355905914,166.4990146432114,True,0.0,0.0,3,False,False,2026-01-19T04:52:31.845683,Isaac Sim RRT
204,3,6,Duel-DDQN+MASAC,42,-25.0,141.4990146432114,False,0.0,0.0,3,False,False,2026-01-19T04:52:34.098403,Isaac Sim RRT
205,3,7,Duel-DDQN+MASAC,42,-25.0,116.49901464321141,False,0.0,0.0,3,False,False,2026-01-19T04:52:36.216993,Isaac Sim RRT
206,3,8,Duel-DDQN+MASAC,42,-25.0,91.49901464321141,False,0.0,0.0,3,False,False,2026-01-19T04:52:38.348896,Isaac Sim RRT
207,3,9,Duel-DDQN+MASAC,42,-25.0,66.49901464321141,False,0.0,0.0,3,False,False,2026-01-19T04:52:40.444294,Isaac Sim RRT
208,3,10,Duel-DDQN+MASAC,42,-25.0,41.49901464321141,False,0.0,0.0,3,False,False,2026-01-19T04:52:42.495357,Isaac Sim RRT
209,3,11,Duel-DDQN+MASAC,42,-25.0,16.49901464321141,False,0.0,0.0,3,False,False,2026-01-19T04:52:44.670534,Isaac Sim RRT
210,3,12,Duel-DDQN+MASAC,42,-25.0,-8.50098535678859,False,0.0,0.0,3,False,False,2026-01-19T04:52:46.816599,Isaac Sim RRT
211,3,13,Duel-DDQN+MASAC,42,-25.0,-33.50098535678859,False,0.0,0.0,3,False,False,2026-01-19T04:52:48.901893,Isaac Sim RRT
212,3,14,Duel-DDQN+MASAC,42,-25.0,-58.50098535678859,False,0.0,0.0,3,False,False,2026-01-19T04:52:51.038768,Isaac Sim RRT
213,3,15,Duel-DDQN+MASAC,42,-25.0,-83.50098535678859,False,0.0,0.0,3,False,False,2026-01-19T04:52:53.243378,Isaac Sim RRT
214,3,16,Duel-DDQN+MASAC,42,-25.0,-108.50098535678859,False,0.0,0.0,3,False,False,2026-01-19T04:52:55.258501,Isaac Sim RRT
215,3,17,Duel-DDQN+MASAC,42,-25.0,-133.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:52:57.360181,Isaac Sim RRT
216,3,18,Duel-DDQN+MASAC,42,-25.0,-158.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:52:59.520101,Isaac Sim RRT
217,3,19,Duel-DDQN+MASAC,42,-25.0,-183.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:53:01.588705,Isaac Sim RRT
218,3,20,Duel-DDQN+MASAC,42,-25.0,-208.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:53:03.911113,Isaac Sim RRT
219,3,21,Duel-DDQN+MASAC,42,-25.0,-233.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:53:06.020451,Isaac Sim RRT
220,3,22,Duel-DDQN+MASAC,42,-25.0,-258.5009853567886,False,0.0,0.0,3,False,False,2026-01-19T04:53:08.118936,Isaac Sim RRT
