global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,30.905558728560067,30.905558728560067,True,0.02579596712333676,0.05159193424667352,1,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
2,1,2,41.16621776054338,72.07177648910346,True,0.025795997662200865,0.05159199532440173,2,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
3,1,3,43.74041892420308,115.81219541330654,True,0.34819880348869314,0.6963976069773863,3,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
4,1,4,43.803092254510084,159.61528766781663,True,0.7019382744686888,1.4038765489373777,4,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
5,1,5,20.540728864615023,180.15601653243166,True,0.7019382744686888,1.4038765489373777,5,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
6,1,6,26.684188059597183,206.84020459202884,False,0.7019382744686888,1.4038765489373777,6,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
7,1,7,14.455509801171402,221.29571439320023,False,0.7019382744686888,1.4038765489373777,7,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
8,1,8,19.095613312550093,240.3913277057503,False,0.7019382744686888,1.4038765489373777,8,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
9,1,9,59.03355803898029,299.4248857447306,False,0.7019382744686888,1.4038765489373777,9,True,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
10,2,1,28.240743307987763,28.240743307987763,True,0.6596018813499052,1.3192037626998103,1,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
11,2,2,7.524551616120833,35.765294924108595,False,0.6596018813499052,1.3192037626998103,2,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
12,2,3,40.46795630108539,76.23325122519398,True,0.8341410010916501,1.6682820021833002,3,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
13,2,4,40.09561337362782,116.32886459882181,True,0.8341410316305142,1.6682820632610285,4,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
14,2,5,38.687053382755224,155.01591798157705,True,0.7944739326527768,1.5889478653055535,5,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
15,2,6,26.818063277702734,181.83398125927977,True,0.7944739326527768,1.5889478653055535,6,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
16,2,7,19.16678636875053,201.0007676280303,False,0.7944739326527768,1.5889478653055535,7,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
17,2,8,-0.9043866874499091,200.0963809405804,False,0.7944739326527768,1.5889478653055535,8,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
18,2,9,71.59561331255009,271.6919942531305,False,0.7944739326527768,1.5889478653055535,9,True,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
19,3,1,28.161385341291194,28.161385341291194,True,0.6313151858695585,1.262630371739117,1,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
20,3,2,40.118878122679625,68.28026346397081,True,0.6313152164084226,1.2626304328168452,2,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
21,3,3,-0.4074039028714953,67.87285956109932,True,0.6313152164084226,1.2626304328168452,3,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
22,3,4,12.012634205724332,79.88549376682366,True,0.6313152164084226,1.2626304328168452,4,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
23,3,5,58.386057183796595,138.27155095062025,True,0.49918918408476143,0.9983783681695229,5,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
24,3,6,8.502709348911857,146.7742602995321,False,0.49918918408476143,0.9983783681695229,6,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
25,3,7,28.815809333879763,175.59006963341187,False,0.49918918408476143,0.9983783681695229,7,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
26,3,8,24.419122213326496,200.00919184673836,False,0.49918918408476143,0.9983783681695229,8,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
27,3,9,53.936625349431594,253.94581719616997,False,0.49918918408476143,0.9983783681695229,9,True,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
28,4,1,75.61093290173127,75.61093290173127,True,-0.0158103056538752,-0.0316206113077504,1,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
29,4,2,58.11459644251198,133.72552934424326,True,0.05488899942493641,0.10977799884987283,2,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
30,4,3,21.47751388678397,155.20304323102724,True,0.05488899942493641,0.10977799884987283,3,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
31,4,4,42.74813477287012,197.95117800389735,True,0.09635341833431443,0.19270683666862887,4,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
32,4,5,40.48357368837849,238.43475169227585,True,0.29033360624851423,0.5806672124970285,5,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
33,4,6,-0.9043866874499091,237.53036500482594,False,0.29033360624851423,0.5806672124970285,6,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
34,4,7,14.423374760685633,251.95373976551156,False,0.29033360624851423,0.5806672124970285,7,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
35,4,8,14.518543476076239,266.4722832415878,False,0.29033360624851423,0.5806672124970285,8,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
36,4,9,57.92894664588342,324.4012298874712,False,0.29033360624851423,0.5806672124970285,9,True,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
37,5,1,47.1850866788775,47.1850866788775,True,0.45817036851726356,0.9163407370345271,1,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
38,5,2,40.53034155253862,87.71542823141613,True,0.5879041403395444,1.1758082806790888,2,False,False,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
