global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,39.68328091084551,39.68328091084551,True,0.9500589723688156,1.9001179447376313,1,False,False,MASAC,grid4_cubes9_astar,A*,123,2
2,1,2,40.055134734293325,79.73841564513884,True,1.1047664574805172,2.2095329149610343,2,False,False,MASAC,grid4_cubes9_astar,A*,123,2
3,1,3,39.617183058515415,119.35559870365427,True,1.1047664511943611,2.2095329023887222,3,False,False,MASAC,grid4_cubes9_astar,A*,123,2
4,1,4,0.11624956808322473,119.47184827173749,True,1.1047664511943611,2.2095329023887222,4,False,False,MASAC,grid4_cubes9_astar,A*,123,2
5,1,5,12.121702228619945,131.59355050035742,True,1.1047664511943611,2.2095329023887222,5,False,False,MASAC,grid4_cubes9_astar,A*,123,2
6,1,6,12.342485216721872,143.9360357170793,False,1.1047664511943611,2.2095329023887222,6,False,False,MASAC,grid4_cubes9_astar,A*,123,2
7,1,7,18.10404264557702,162.04007836265632,False,1.1047664511943611,2.2095329023887222,7,False,False,MASAC,grid4_cubes9_astar,A*,123,2
8,1,8,17.089121218591334,179.12919958124766,False,1.1047664511943611,2.2095329023887222,8,False,False,MASAC,grid4_cubes9_astar,A*,123,2
9,2,1,39.64003003671307,39.64003003671307,True,0.7769414006253392,1.5538828012506785,1,False,False,MASAC,grid4_cubes9_astar,A*,123,2
10,2,2,48.48264016847464,88.12267020518772,True,0.7108990903001816,1.4217981806003632,2,False,False,MASAC,grid4_cubes9_astar,A*,123,2
11,2,3,13.134621544255939,101.25729174944365,True,0.7108990903001816,1.4217981806003632,3,False,False,MASAC,grid4_cubes9_astar,A*,123,2
12,2,4,9.142359538954274,110.39965128839793,True,0.7108990903001816,1.4217981806003632,4,False,False,MASAC,grid4_cubes9_astar,A*,123,2
13,2,5,49.28331943042951,159.68297071882745,True,0.694000153941241,1.388000307882482,5,False,False,MASAC,grid4_cubes9_astar,A*,123,2
14,2,6,-0.9464505360090634,158.7365201828184,False,0.694000153941241,1.388000307882482,6,False,False,MASAC,grid4_cubes9_astar,A*,123,2
