global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,56.35216430798562,56.35216430798562,True,0.0571654524318157,0.1143309048636314,1,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
2,1,2,47.25923241826938,103.611396726255,True,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
3,1,3,-25.0,78.611396726255,True,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
4,1,4,-25.0,53.611396726254995,True,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
5,1,5,-25.0,28.611396726254995,True,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
6,1,6,-25.0,3.611396726254995,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
7,1,7,-25.0,-21.388603273745005,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
8,1,8,-25.0,-46.388603273745005,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
9,1,9,-25.0,-71.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
10,1,10,-25.0,-96.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
11,1,11,-25.0,-121.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
12,1,12,-25.0,-146.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
13,1,13,-25.0,-171.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
14,1,14,-25.0,-196.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
15,1,15,-25.0,-221.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
16,1,16,-25.0,-246.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
17,1,17,-25.0,-271.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
18,1,18,-25.0,-296.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
19,1,19,-25.0,-321.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
20,1,20,-25.0,-346.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
21,1,21,-25.0,-371.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
22,1,22,-25.0,-396.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
23,1,23,-25.0,-421.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
24,1,24,-25.0,-446.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
25,1,25,-25.0,-471.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
26,1,26,-25.0,-496.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
27,1,27,-25.0,-521.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
28,1,28,-25.0,-546.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
29,1,29,-25.0,-571.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
30,1,30,-25.0,-596.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
31,1,31,-25.0,-621.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
32,1,32,-25.0,-646.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
33,1,33,-25.0,-671.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
34,1,34,-25.0,-696.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
35,1,35,-25.0,-721.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
36,1,36,-25.0,-746.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
37,1,37,-25.0,-771.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
38,1,38,-25.0,-796.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
39,1,39,-25.0,-821.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
40,1,40,-25.0,-846.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
41,1,41,-25.0,-871.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
42,1,42,-25.0,-896.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
43,1,43,-25.0,-921.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
44,1,44,-25.0,-946.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
45,1,45,-25.0,-971.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
46,1,46,-25.0,-996.388603273745,False,0.1658179334624168,0.3316358669248336,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,42,1
