episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,299.4248857447306,9,5,0.7019382744686888,1.4038765489373777,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
2,271.6919942531305,9,5,0.7944739326527768,1.5889478653055535,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
3,253.94581719616997,9,5,0.49918918408476143,0.9983783681695229,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
4,324.4012298874712,9,5,0.29033360624851423,0.5806672124970285,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
5,249.1343874343251,9,5,0.5879041708784085,1.175808341756817,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
6,247.99600746776372,9,5,0.5138423003034573,1.0276846006069147,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
7,304.48212680065376,9,5,1.020341837227422,2.040683674454844,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
8,247.70232962645161,9,5,1.1517150333311665,2.303430066662333,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
9,350.6924781919429,9,5,1.4023014529840507,2.8046029059681015,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
10,305.6406243376416,9,5,0.5106847020122,1.0213694040244,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
11,276.5140933740613,9,5,0.46420739212006024,0.9284147842401205,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
12,267.648343819833,9,5,0.5568482423767883,1.1136964847535766,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
13,315.27527892582975,9,5,-0.24800582627076562,-0.49601165254153123,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
14,231.27288301759637,9,5,0.954031102934133,1.908062205868266,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
15,236.70775320522984,9,5,0.4686338066682836,0.9372676133365672,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
16,324.0357948073028,9,5,0.7366784165865237,1.4733568331730473,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
17,261.8339950796368,9,5,1.0310595272184193,2.0621190544368386,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
18,227.48583322334795,8,5,1.2208470324037064,2.441694064807413,8,0.8888888888888888,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
19,271.9994624410153,9,5,-0.07966673226867682,-0.15933346453735364,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
20,248.97402342809096,9,5,0.8930292060759176,1.7860584121518353,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
21,179.37229594664785,9,5,0.9894248469046987,1.9788496938093973,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
22,365.1383904716554,9,5,0.9392730882179866,1.8785461764359732,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
23,305.0555768548656,9,5,0.9268270739607071,1.8536541479214141,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
24,351.94790335405423,9,5,0.6438477664845275,1.287695532969055,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
25,294.59358303429076,9,5,0.7329528651876067,1.4659057303752134,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
26,300.13791708887766,9,5,-0.28344776231563473,-0.5668955246312695,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
27,176.7299917519025,9,5,0.7442088864692289,1.4884177729384578,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
28,242.322827995526,9,5,1.0014191797163594,2.002838359432719,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
29,313.95776741916274,9,5,0.6716518343166791,1.3433036686333581,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
30,253.52732215178594,9,5,0.8284391626408749,1.6568783252817498,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
31,312.92211246222223,9,5,0.989294940791036,1.978589881582072,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
32,250.80875400693657,9,5,0.32635210551344185,0.6527042110268837,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
33,270.40438139106305,9,5,1.2012558257166133,2.4025116514332265,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
34,236.11756186098762,9,5,0.753158306428704,1.506316612857408,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
35,244.00021621136472,8,5,0.46154756019909104,0.9230951203981821,8,0.8888888888888888,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
36,248.616635913168,9,5,0.23982272144413197,0.47964544288826394,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
37,327.11781674066214,9,5,0.06769869099769577,0.13539738199539153,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
38,251.45378502511159,9,5,0.8355249486608123,1.6710498973216246,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
39,303.0690354890391,9,5,0.7236874565175229,1.4473749130350457,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
40,313.1003774585484,9,5,1.487911757736746,2.975823515473492,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
41,357.8538183688663,9,5,0.8069077157498001,1.6138154314996003,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
42,279.1404965640865,9,5,1.2881426451803029,2.5762852903606057,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
43,306.7665237390861,9,5,1.0342591045499623,2.0685182090999246,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
44,294.84289457790527,9,5,0.0900972209615325,0.180194441923065,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,42,1
