episode,model,reward,length,success,picks,start_time,seed,collisions,rrt_failures,pick_failures,successful_picks,unreachable_cubes,optimal_steps,total_cubes,duration,unattempted_picks,path_efficiency,unique_actions,action_diversity_ratio,action_entropy
17,Custom-DDQN,143.3304497289388,9,1,9,1767758899.34741,1058,0,0,0,9,0,9,9,5.359061002731323,0,1.0,9,1.0,3.169925000143887
18,Custom-DDQN,149.77564555765758,8,0,8,1767758904.7069771,1059,0,0,1,8,1,9,9,46.26141834259033,1,0.8888888888888888,8,1.0,2.9999999988458437
19,Custom-DDQN,144.42455878188807,8,0,8,1767758950.9705133,1060,0,0,1,8,1,9,9,56.737852573394775,1,0.8888888888888888,8,1.0,2.9999999988458437
20,Custom-DDQN,171.14969387661574,9,1,9,1767759007.7093682,1061,0,0,0,9,0,9,9,1.6442205905914307,0,1.0,9,1.0,3.169925000143887
21,Custom-DDQN,76.65179539314335,6,0,6,1767759009.3545868,1062,0,0,3,6,3,9,9,130.53360223770142,3,0.6666666666666666,6,1.0,2.584962499855539
22,Custom-DDQN,195.2758417035928,9,1,9,1767759139.8891478,1063,0,0,0,9,0,9,9,2.539580821990967,0,1.0,9,1.0,3.169925000143887
23,Custom-DDQN,201.57317742865433,9,1,9,1767759142.4297318,1064,0,0,0,9,0,9,9,1.8529164791107178,0,1.0,9,1.0,3.169925000143887
24,Custom-DDQN,165.49985361585442,9,1,9,1767759144.2831461,1065,0,0,0,9,0,9,9,3.629810333251953,0,1.0,9,1.0,3.169925000143887
25,Custom-DDQN,140.39378437265245,8,0,8,1767759147.9144487,1066,0,0,1,8,1,9,9,52.817896366119385,1,0.8888888888888888,8,1.0,2.9999999988458437
26,Custom-DDQN,175.8032591416645,9,1,9,1767759200.7328472,1067,0,0,0,9,0,9,9,4.0922558307647705,0,1.0,9,1.0,3.169925000143887
27,Custom-DDQN,133.80280482613318,7,0,7,1767759204.8261034,1068,0,0,2,7,2,9,9,87.0779676437378,2,0.7777777777777778,7,1.0,2.8073549210477178
28,Custom-DDQN,185.07394080969542,9,1,9,1767759291.9045634,1069,0,0,0,9,0,9,9,2.2359416484832764,0,1.0,9,1.0,3.169925000143887
29,Custom-DDQN,125.75674181057522,7,0,7,1767759294.1415014,1070,0,0,2,7,2,9,9,94.08667302131653,2,0.7777777777777778,7,1.0,2.8073549210477178
30,Custom-DDQN,153.07745121868862,8,0,8,1767759388.2291677,1071,0,0,1,8,1,9,9,52.84583306312561,1,0.8888888888888888,8,1.0,2.9999999988458437
31,Custom-DDQN,152.39591517548996,9,1,9,1767759441.0780225,1072,0,0,0,9,0,9,9,3.755429744720459,0,1.0,9,1.0,3.169925000143887
32,Custom-DDQN,180.10178935450293,9,1,9,1767759444.8344498,1073,0,0,0,9,0,9,9,3.7575299739837646,0,1.0,9,1.0,3.169925000143887
33,Custom-DDQN,187.31099090200956,9,1,9,1767759448.5929732,1074,0,0,0,9,0,9,9,1.7121706008911133,0,1.0,9,1.0,3.169925000143887
34,Custom-DDQN,164.84191738275385,9,1,9,1767759450.3061476,1075,0,0,0,9,0,9,9,2.1087594032287598,0,1.0,9,1.0,3.169925000143887
35,Custom-DDQN,195.69257312896656,9,1,9,1767759452.4159105,1076,0,0,0,9,0,9,9,1.7955379486083984,0,1.0,9,1.0,3.169925000143887
36,Custom-DDQN,147.88444053241827,9,1,9,1767759454.2124465,1077,0,0,0,9,0,9,9,2.287792921066284,0,1.0,9,1.0,3.169925000143887
37,Custom-DDQN,112.7817682861972,7,0,7,1767759456.5007367,1078,0,0,2,7,2,9,9,97.51611542701721,2,0.7777777777777778,7,1.0,2.8073549210477178
38,Custom-DDQN,156.60453775575013,8,0,8,1767759554.017853,1079,0,0,1,8,1,9,9,56.56852436065674,1,0.8888888888888888,8,1.0,2.9999999988458437
39,Custom-DDQN,162.3226979502361,9,1,9,1767759610.5873768,1080,0,0,0,9,0,9,9,3.6469058990478516,0,1.0,9,1.0,3.169925000143887
40,Custom-DDQN,136.25114628333523,8,0,8,1767759614.2358067,1081,0,0,1,8,1,9,9,51.568482637405396,1,0.8888888888888888,8,1.0,2.9999999988458437
41,Custom-DDQN,190.64084883476644,9,1,9,1767759665.805294,1082,0,0,0,9,0,9,9,2.230583667755127,0,1.0,9,1.0,3.169925000143887
42,Custom-DDQN,152.8711668723863,9,1,9,1767759668.0368705,1083,0,0,0,9,0,9,9,1.9055914878845215,0,1.0,9,1.0,3.169925000143887
43,Custom-DDQN,152.41199637393282,8,0,8,1767759669.9434624,1084,0,0,1,8,1,9,9,44.50912928581238,1,0.8888888888888888,8,1.0,2.9999999988458437
44,Custom-DDQN,180.33366239897038,9,1,9,1767759714.4535844,1085,0,0,0,9,0,9,9,2.328826427459717,0,1.0,9,1.0,3.169925000143887
45,Custom-DDQN,194.162853785638,9,1,9,1767759716.7834082,1086,0,0,0,9,0,9,9,1.844041109085083,0,1.0,9,1.0,3.169925000143887
46,Custom-DDQN,181.93725871060622,9,1,9,1767759718.6283364,1087,0,0,0,9,0,9,9,1.9855973720550537,0,1.0,9,1.0,3.169925000143887
47,Custom-DDQN,145.73014219154857,7,0,7,1767759720.6154459,1088,0,0,2,7,2,9,9,83.62856554985046,2,0.7777777777777778,7,1.0,2.8073549210477178
48,Custom-DDQN,146.07799260316733,8,0,8,1767759804.2460241,1089,0,0,1,8,1,9,9,56.28381872177124,1,0.8888888888888888,8,1.0,2.9999999988458437
49,Custom-DDQN,150.21002609194295,7,0,7,1767759860.5308478,1090,0,0,2,7,2,9,9,84.1680121421814,2,0.7777777777777778,7,1.0,2.8073549210477178
50,Custom-DDQN,173.69739543069744,8,0,8,1767759944.699771,1091,0,0,1,8,1,9,9,55.62066960334778,1,0.8888888888888888,8,1.0,2.9999999988458437
51,Custom-DDQN,178.85291860415546,9,1,9,1767760000.3219454,1092,0,0,0,9,0,9,9,2.4411120414733887,0,1.0,9,1.0,3.169925000143887
52,Custom-DDQN,147.64698015399432,8,0,8,1767760002.7645655,1093,0,0,1,8,1,9,9,51.12132143974304,1,0.8888888888888888,8,1.0,2.9999999988458437
53,Custom-DDQN,138.13427117704254,8,0,8,1767760053.8870494,1094,0,0,1,8,1,9,9,60.53199648857117,1,0.8888888888888888,8,1.0,2.9999999988458437
54,Custom-DDQN,146.67440767710846,7,0,7,1767760114.4200466,1095,0,0,2,7,2,9,9,94.2534499168396,2,0.7777777777777778,7,1.0,2.8073549210477178
55,Custom-DDQN,125.48966250159395,7,0,7,1767760208.674511,1096,0,0,2,7,2,9,9,96.12852621078491,2,0.7777777777777778,7,1.0,2.8073549210477178
56,Custom-DDQN,119.98065626812632,8,0,8,1767760304.8045533,1097,0,0,1,8,1,9,9,50.57437515258789,1,0.8888888888888888,8,1.0,2.9999999988458437
57,Custom-DDQN,159.1361460827526,9,1,9,1767760355.3798811,1098,0,0,0,9,0,9,9,1.9990763664245605,0,1.0,9,1.0,3.169925000143887
58,Custom-DDQN,149.77907996617017,9,1,9,1767760357.3799553,1099,0,0,0,9,0,9,9,4.041490077972412,0,1.0,9,1.0,3.169925000143887
59,Custom-DDQN,136.75232811802158,9,1,9,1767760361.4232707,1100,0,0,0,9,0,9,9,3.925018548965454,0,1.0,9,1.0,3.169925000143887
60,Custom-DDQN,151.44439641673642,9,1,9,1767760365.3498971,1101,0,0,0,9,0,9,9,3.641003131866455,0,1.0,9,1.0,3.169925000143887
61,Custom-DDQN,136.70751834145548,8,0,8,1767760368.9918985,1102,0,0,1,8,1,9,9,61.42878842353821,1,0.8888888888888888,8,1.0,2.9999999988458437
62,Custom-DDQN,92.85758557692789,6,0,6,1767760430.4211838,1103,0,0,3,6,3,9,9,131.95843124389648,3,0.6666666666666666,6,1.0,2.584962499855539
63,Custom-DDQN,194.4637943385777,9,1,9,1767760562.3801074,1104,0,0,0,9,0,9,9,2.0604288578033447,0,1.0,9,1.0,3.169925000143887
64,Custom-DDQN,161.03413869399267,9,1,9,1767760564.4420552,1105,0,0,0,9,0,9,9,2.1463804244995117,0,1.0,9,1.0,3.169925000143887
65,Custom-DDQN,123.0517469364074,8,0,8,1767760566.5894282,1106,0,0,1,8,1,9,9,52.42040228843689,1,0.8888888888888888,8,1.0,2.9999999988458437
66,Custom-DDQN,97.7919455208531,8,0,8,1767760619.0108304,1107,0,0,1,8,1,9,9,52.39971399307251,1,0.8888888888888888,8,1.0,2.9999999988458437
67,Custom-DDQN,114.34186072847089,7,0,7,1767760671.41155,1108,0,0,2,7,2,9,9,94.93227910995483,2,0.7777777777777778,7,1.0,2.8073549210477178
68,Custom-DDQN,176.55577139903957,9,1,9,1767760766.344831,1109,0,0,0,9,0,9,9,4.035346984863281,0,1.0,9,1.0,3.169925000143887
69,Custom-DDQN,158.5225045884625,8,0,8,1767760770.3816855,1110,0,0,1,8,1,9,9,55.86031985282898,1,0.8888888888888888,8,1.0,2.9999999988458437
70,Custom-DDQN,179.39858869431254,9,1,9,1767760826.2429137,1111,0,0,0,9,0,9,9,2.0179319381713867,0,1.0,9,1.0,3.169925000143887
71,Custom-DDQN,145.94758583037145,9,1,9,1767760828.261851,1112,0,0,0,9,0,9,9,2.328467845916748,0,1.0,9,1.0,3.169925000143887
72,Custom-DDQN,130.37245331267155,7,0,7,1767760830.591324,1113,0,0,2,7,2,9,9,87.43848276138306,2,0.7777777777777778,7,1.0,2.8073549210477178
73,Custom-DDQN,134.6970048086178,8,0,8,1767760918.0318322,1114,0,0,1,8,1,9,9,55.062591552734375,1,0.8888888888888888,8,1.0,2.9999999988458437
74,Custom-DDQN,137.3371144835241,8,0,8,1767760973.0954165,1115,0,0,1,8,1,9,9,52.33368515968323,1,0.8888888888888888,8,1.0,2.9999999988458437
75,Custom-DDQN,152.2926012159166,9,1,9,1767761025.4306226,1116,0,0,0,9,0,9,9,2.2425248622894287,0,1.0,9,1.0,3.169925000143887
76,Custom-DDQN,134.15534942737682,9,1,9,1767761027.6741447,1117,0,0,0,9,0,9,9,3.954047203063965,0,1.0,9,1.0,3.169925000143887
77,Custom-DDQN,134.09660610872663,8,0,8,1767761031.6292777,1118,0,0,1,8,1,9,9,57.82413291931152,1,0.8888888888888888,8,1.0,2.9999999988458437
78,Custom-DDQN,117.46479264748092,7,0,7,1767761089.4539106,1119,0,0,2,7,2,9,9,96.71994304656982,2,0.7777777777777778,7,1.0,2.8073549210477178
79,Custom-DDQN,159.17059122039913,9,1,9,1767761186.174854,1120,0,0,0,9,0,9,9,4.0887672901153564,0,1.0,9,1.0,3.169925000143887
80,Custom-DDQN,160.18229645424174,8,0,8,1767761190.2646205,1121,0,0,1,8,1,9,9,52.26802921295166,1,0.8888888888888888,8,1.0,2.9999999988458437
81,Custom-DDQN,160.45946300808677,9,1,9,1767761242.5341494,1122,0,0,0,9,0,9,9,3.840252161026001,0,1.0,9,1.0,3.169925000143887
82,Custom-DDQN,141.70986944536423,9,1,9,1767761246.3758998,1123,0,0,0,9,0,9,9,2.870457649230957,0,1.0,9,1.0,3.169925000143887
83,Custom-DDQN,134.17826173359754,8,0,8,1767761249.2475336,1124,0,0,1,8,1,9,9,60.53871726989746,1,0.8888888888888888,8,1.0,2.9999999988458437
84,Custom-DDQN,103.017842127911,6,0,6,1767761309.7872384,1125,0,0,3,6,3,9,9,111.40830969810486,3,0.6666666666666666,6,1.0,2.584962499855539
85,Custom-DDQN,137.772766930628,8,0,8,1767761421.19705,1126,0,0,1,8,1,9,9,59.244627237319946,1,0.8888888888888888,8,1.0,2.9999999988458437
86,Custom-DDQN,169.13488625954872,9,1,9,1767761480.4431698,1127,0,0,0,9,0,9,9,1.8140881061553955,0,1.0,9,1.0,3.169925000143887
87,Custom-DDQN,176.67911242705978,9,1,9,1767761482.2587745,1128,0,0,0,9,0,9,9,1.969527244567871,0,1.0,9,1.0,3.169925000143887
88,Custom-DDQN,147.91571617641273,8,0,8,1767761484.2288063,1129,0,0,1,8,1,9,9,66.60075044631958,1,0.8888888888888888,8,1.0,2.9999999988458437
89,Custom-DDQN,166.175393095644,9,1,9,1767761550.8305552,1130,0,0,0,9,0,9,9,2.15132474899292,0,1.0,9,1.0,3.169925000143887
90,Custom-DDQN,133.1035374334707,8,0,8,1767761552.9823725,1131,0,0,1,8,1,9,9,60.45257878303528,1,0.8888888888888888,8,1.0,2.9999999988458437
91,Custom-DDQN,158.26560866252976,8,0,8,1767761613.4354312,1132,0,0,1,8,1,9,9,48.99139952659607,1,0.8888888888888888,8,1.0,2.9999999988458437
92,Custom-DDQN,173.38021480430132,9,1,9,1767761662.4278367,1133,0,0,0,9,0,9,9,3.513218402862549,0,1.0,9,1.0,3.169925000143887
93,Custom-DDQN,163.02728930339418,9,1,9,1767761665.9420512,1134,0,0,0,9,0,9,9,1.9959897994995117,0,1.0,9,1.0,3.169925000143887
94,Custom-DDQN,151.21791174568204,8,0,8,1767761667.9390397,1135,0,0,1,8,1,9,9,47.10203838348389,1,0.8888888888888888,8,1.0,2.9999999988458437
95,Custom-DDQN,100.00803210171698,7,0,7,1767761715.0420809,1136,0,0,2,7,2,9,9,94.8790545463562,2,0.7777777777777778,7,1.0,2.8073549210477178
96,Custom-DDQN,160.92484015007994,9,1,9,1767761809.9221365,1137,0,0,0,9,0,9,9,1.9293558597564697,0,1.0,9,1.0,3.169925000143887
97,Custom-DDQN,156.75391937735063,9,1,9,1767761811.8524923,1138,0,0,0,9,0,9,9,2.260507106781006,0,1.0,9,1.0,3.169925000143887
98,Custom-DDQN,143.94953961373608,8,0,8,1767761814.1140008,1139,0,0,1,8,1,9,9,44.47326445579529,1,0.8888888888888888,8,1.0,2.9999999988458437
99,Custom-DDQN,155.09885267662673,9,1,9,1767761858.5881798,1140,0,0,0,9,0,9,9,2.203278064727783,0,1.0,9,1.0,3.169925000143887
1,DDPG,150.01594404674532,9,1,9,1767761860.8291433,2042,0,0,0,9,0,9,9,3.8864524364471436,0,1.0,9,1.0,3.169925000143887
2,DDPG,155.01785992747205,9,1,9,1767761864.7160938,2043,0,0,0,9,0,9,9,2.6541731357574463,0,1.0,9,1.0,3.169925000143887
3,DDPG,136.20916239394418,8,0,8,1767761867.3712664,2044,0,0,1,8,1,9,9,62.022176027297974,1,0.8888888888888888,8,1.0,2.9999999988458437
4,DDPG,156.3605454403924,9,1,9,1767761929.3944423,2045,0,0,0,9,0,9,9,3.969862937927246,0,1.0,9,1.0,3.169925000143887
5,DDPG,145.93375619922676,9,1,9,1767761933.3648038,2046,0,0,0,9,0,9,9,2.399972915649414,0,1.0,9,1.0,3.169925000143887
6,DDPG,143.85984842327304,9,1,9,1767761935.7657757,2047,0,0,0,9,0,9,9,2.82430100440979,0,1.0,9,1.0,3.169925000143887
7,DDPG,176.2126575078156,8,0,8,1767761938.5905762,2048,0,0,1,8,1,9,9,58.407455921173096,1,0.8888888888888888,8,1.0,2.9999999988458437
8,DDPG,120.52801569759282,8,0,8,1767761996.999029,2049,0,0,1,8,1,9,9,56.510396242141724,1,0.8888888888888888,8,1.0,2.9999999988458437
9,DDPG,152.45613022890743,9,1,9,1767762053.510918,2050,0,0,0,9,0,9,9,2.159050941467285,0,1.0,9,1.0,3.169925000143887
10,DDPG,157.6778138085426,9,1,9,1767762055.6709614,2051,0,0,0,9,0,9,9,2.6761653423309326,0,1.0,9,1.0,3.169925000143887
11,DDPG,151.18402320661085,9,1,9,1767762058.348118,2052,0,0,0,9,0,9,9,3.0992486476898193,0,1.0,9,1.0,3.169925000143887
12,DDPG,169.0576147792305,9,1,9,1767762061.4483702,2053,0,0,0,9,0,9,9,1.864544153213501,0,1.0,9,1.0,3.169925000143887
13,DDPG,155.1105727156697,9,1,9,1767762063.3144143,2054,0,0,0,9,0,9,9,2.5292277336120605,0,1.0,9,1.0,3.169925000143887
14,DDPG,180.36978307106898,9,1,9,1767762065.8441408,2055,0,0,0,9,0,9,9,2.789499282836914,0,1.0,9,1.0,3.169925000143887
15,DDPG,128.62095459312923,8,0,8,1767762068.6351838,2056,0,0,1,8,1,9,9,57.30111622810364,1,0.8888888888888888,8,1.0,2.9999999988458437
16,DDPG,164.26111426255682,9,1,9,1767762125.9374166,2057,0,0,0,9,0,9,9,4.144832611083984,0,1.0,9,1.0,3.169925000143887
17,DDPG,157.08974168382434,9,1,9,1767762130.0827494,2058,0,0,0,9,0,9,9,2.251617908477783,0,1.0,9,1.0,3.169925000143887
18,DDPG,153.28404376031483,9,1,9,1767762132.3363695,2059,0,0,0,9,0,9,9,2.2519216537475586,0,1.0,9,1.0,3.169925000143887
19,DDPG,116.83813548083565,7,0,7,1767762134.589295,2060,0,0,2,7,2,9,9,117.37854504585266,2,0.7777777777777778,7,1.0,2.8073549210477178
20,DDPG,161.39106528877932,9,1,9,1767762251.96884,2061,0,0,0,9,0,9,9,3.595594644546509,0,1.0,9,1.0,3.169925000143887
21,DDPG,175.5255613645232,9,1,9,1767762255.5649345,2062,0,0,0,9,0,9,9,2.3642971515655518,0,1.0,9,1.0,3.169925000143887
22,DDPG,166.74378815090859,9,1,9,1767762257.9302447,2063,0,0,0,9,0,9,9,1.7822513580322266,0,1.0,9,1.0,3.169925000143887
23,DDPG,154.80671124980708,8,0,8,1767762259.712989,2064,0,0,1,8,1,9,9,52.720563650131226,1,0.8888888888888888,8,1.0,2.9999999988458437
24,DDPG,94.17510472741007,7,0,7,1767762312.434463,2065,0,0,2,7,2,9,9,102.0920341014862,2,0.7777777777777778,7,1.0,2.8073549210477178
25,DDPG,143.70085884236607,9,1,9,1767762414.5275,2066,0,0,0,9,0,9,9,2.473522901535034,0,1.0,9,1.0,3.169925000143887
26,DDPG,155.3439271388745,9,1,9,1767762417.0015213,2067,0,0,0,9,0,9,9,2.1208813190460205,0,1.0,9,1.0,3.169925000143887
27,DDPG,139.0370727421191,9,1,9,1767762419.1233962,2068,0,0,0,9,0,9,9,1.671266794204712,0,1.0,9,1.0,3.169925000143887
28,DDPG,161.55662556791785,9,1,9,1767762420.7956748,2069,0,0,0,9,0,9,9,2.4683258533477783,0,1.0,9,1.0,3.169925000143887
29,DDPG,172.17529344967733,9,1,9,1767762423.265006,2070,0,0,0,9,0,9,9,2.285749673843384,0,1.0,9,1.0,3.169925000143887
30,DDPG,126.04092634143328,8,0,8,1767762425.5512621,2071,0,0,1,8,1,9,9,55.7904007434845,1,0.8888888888888888,8,1.0,2.9999999988458437
31,DDPG,112.65384429528729,8,0,8,1767762481.3426626,2072,0,0,1,8,1,9,9,55.82390785217285,1,0.8888888888888888,8,1.0,2.9999999988458437
32,DDPG,169.914272292003,9,1,9,1767762537.167136,2073,0,0,0,9,0,9,9,1.9371633529663086,0,1.0,9,1.0,3.169925000143887
33,DDPG,177.54731189600304,9,1,9,1767762539.1053069,2074,0,0,0,9,0,9,9,2.0901360511779785,0,1.0,9,1.0,3.169925000143887
34,DDPG,158.5226890906339,9,1,9,1767762541.1964428,2075,0,0,0,9,0,9,9,3.9072272777557373,0,1.0,9,1.0,3.169925000143887
35,DDPG,98.20818179704924,7,0,7,1767762545.1046762,2076,0,0,2,7,2,9,9,101.74617052078247,2,0.7777777777777778,7,1.0,2.8073549210477178
36,DDPG,152.35179824274482,9,1,9,1767762646.8525567,2077,0,0,0,9,0,9,9,2.0848114490509033,0,1.0,9,1.0,3.169925000143887
37,DDPG,143.22691601794816,9,1,9,1767762648.938366,2078,0,0,0,9,0,9,9,3.8236823081970215,0,1.0,9,1.0,3.169925000143887
38,DDPG,158.0685247828858,9,1,9,1767762652.763041,2079,0,0,0,9,0,9,9,2.1547892093658447,0,1.0,9,1.0,3.169925000143887
39,DDPG,113.37895241956173,8,0,8,1767762654.9188278,2080,0,0,1,8,1,9,9,70.78254175186157,1,0.8888888888888888,8,1.0,2.9999999988458437
40,DDPG,129.4362153760214,9,1,9,1767762725.702355,2081,0,0,0,9,0,9,9,2.349311590194702,0,1.0,9,1.0,3.169925000143887
41,DDPG,139.8757422198446,8,0,8,1767762728.052166,2082,0,0,1,8,1,9,9,77.05804467201233,1,0.8888888888888888,8,1.0,2.9999999988458437
42,DDPG,154.62729130261425,8,0,8,1767762805.110703,2083,0,0,1,8,1,9,9,59.426244497299194,1,0.8888888888888888,8,1.0,2.9999999988458437
43,DDPG,165.300471080936,9,1,9,1767762864.5379465,2084,0,0,0,9,0,9,9,3.4892632961273193,0,1.0,9,1.0,3.169925000143887
44,DDPG,144.46298727047053,9,1,9,1767762868.028202,2085,0,0,0,9,0,9,9,4.201926946640015,0,1.0,9,1.0,3.169925000143887
45,DDPG,153.32947366991016,9,1,9,1767762872.2306297,2086,0,0,0,9,0,9,9,1.9506442546844482,0,1.0,9,1.0,3.169925000143887
46,DDPG,156.5308191167841,9,1,9,1767762874.1822762,2087,0,0,0,9,0,9,9,2.602872610092163,0,1.0,9,1.0,3.169925000143887
47,DDPG,127.35613720031026,8,0,8,1767762876.7856488,2088,0,0,1,8,1,9,9,58.285415172576904,1,0.8888888888888888,8,1.0,2.9999999988458437
48,DDPG,131.52057810820347,8,0,8,1767762935.0720632,2089,0,0,1,8,1,9,9,50.827069997787476,1,0.8888888888888888,8,1.0,2.9999999988458437
49,DDPG,165.2145694211093,8,0,8,1767762985.9000542,2090,0,0,1,8,1,9,9,57.00916647911072,1,0.8888888888888888,8,1.0,2.9999999988458437
50,DDPG,96.55470734163862,7,0,7,1767763042.909714,2091,0,0,2,7,2,9,9,111.92825770378113,2,0.7777777777777778,7,1.0,2.8073549210477178
51,DDPG,159.88443131310007,9,1,9,1767763154.8384292,2092,0,0,0,9,0,9,9,3.8927319049835205,0,1.0,9,1.0,3.169925000143887
52,DDPG,151.68372991613796,9,1,9,1767763158.7321649,2093,0,0,0,9,0,9,9,2.04648756980896,0,1.0,9,1.0,3.169925000143887
53,DDPG,107.03648161201811,8,0,8,1767763160.7796512,2094,0,0,1,8,1,9,9,56.894471645355225,1,0.8888888888888888,8,1.0,2.9999999988458437
54,DDPG,147.6426790407114,8,0,8,1767763217.6751344,2095,0,0,1,8,1,9,9,54.3955717086792,1,0.8888888888888888,8,1.0,2.9999999988458437
55,DDPG,159.6418155457274,9,1,9,1767763272.0722146,2096,0,0,0,9,0,9,9,3.8468735218048096,0,1.0,9,1.0,3.169925000143887
56,DDPG,152.7082458923386,9,1,9,1767763275.9200869,2097,0,0,0,9,0,9,9,2.346142292022705,0,1.0,9,1.0,3.169925000143887
57,DDPG,137.74801875642353,8,0,8,1767763278.2677271,2098,0,0,1,8,1,9,9,58.58860683441162,1,0.8888888888888888,8,1.0,2.9999999988458437
58,DDPG,120.94181792512599,8,0,8,1767763336.8573787,2099,0,0,1,8,1,9,9,52.437659740448,1,0.8888888888888888,8,1.0,2.9999999988458437
59,DDPG,144.66631505404365,9,1,9,1767763389.296546,2100,0,0,0,9,0,9,9,2.8782782554626465,0,1.0,9,1.0,3.169925000143887
60,DDPG,107.5751495348961,8,0,8,1767763392.1758208,2101,0,0,1,8,1,9,9,56.12695550918579,1,0.8888888888888888,8,1.0,2.9999999988458437
61,DDPG,152.78460442599908,8,0,8,1767763448.303772,2102,0,0,1,8,1,9,9,54.35721230506897,1,0.8888888888888888,8,1.0,2.9999999988458437
62,DDPG,125.44360434669491,8,0,8,1767763502.662036,2103,0,0,1,8,1,9,9,53.787734508514404,1,0.8888888888888888,8,1.0,2.9999999988458437
63,DDPG,144.01660615436734,9,1,9,1767763556.4507747,2104,0,0,0,9,0,9,9,2.4235761165618896,0,1.0,9,1.0,3.169925000143887
64,DDPG,137.6940984153984,9,1,9,1767763558.8753493,2105,0,0,0,9,0,9,9,2.1524837017059326,0,1.0,9,1.0,3.169925000143887
65,DDPG,171.3363485276513,9,1,9,1767763561.0293286,2106,0,0,0,9,0,9,9,2.8153767585754395,0,1.0,9,1.0,3.169925000143887
66,DDPG,117.02137984267941,6,0,6,1767763563.845698,2107,0,0,3,6,3,9,9,117.05699801445007,3,0.6666666666666666,6,1.0,2.584962499855539
67,DDPG,165.94944499422422,9,1,9,1767763680.9042053,2108,0,0,0,9,0,9,9,3.957737684249878,0,1.0,9,1.0,3.169925000143887
68,DDPG,144.26222321375758,9,1,9,1767763684.8624487,2109,0,0,0,9,0,9,9,3.7123725414276123,0,1.0,9,1.0,3.169925000143887
69,DDPG,171.45522429342788,9,1,9,1767763688.576322,2110,0,0,0,9,0,9,9,2.2521300315856934,0,1.0,9,1.0,3.169925000143887
70,DDPG,158.8949533765781,9,1,9,1767763690.8289547,2111,0,0,0,9,0,9,9,2.291508197784424,0,1.0,9,1.0,3.169925000143887
71,DDPG,173.3230175032837,9,1,9,1767763693.1219695,2112,0,0,0,9,0,9,9,3.757392406463623,0,1.0,9,1.0,3.169925000143887
72,DDPG,143.86075022248917,9,1,9,1767763696.8803658,2113,0,0,0,9,0,9,9,4.007575750350952,0,1.0,9,1.0,3.169925000143887
73,DDPG,163.86184255333072,9,1,9,1767763700.8889399,2114,0,0,0,9,0,9,9,3.933915376663208,0,1.0,9,1.0,3.169925000143887
