model,model_type,avg_reward,std_reward,success_rate,avg_length,avg_picks,avg_duration,avg_collisions,avg_rrt_failures,avg_pick_failures,avg_successful_picks,avg_unreachable_cubes,avg_path_efficiency,avg_action_entropy,avg_unique_actions,avg_action_diversity,episodes
Custom-DDQN,ddqn,166.6342108248954,24.129446256291228,0.9777777777777779,8.8,8.8,15.190770483016967,0.0,0.0,0.2,8.8,0.2,0.9777777777777779,3.135939999884278,8.8,1.0,5
DDPG,continuous,148.68819643634862,7.290346778039026,0.9777777777777779,8.8,8.8,17.111770725250246,0.0,0.0,0.2,8.8,0.2,0.9777777777777779,3.135939999884278,8.8,1.0,5
TD3,continuous,151.23426307988638,11.534681150825445,1.0,9.0,9.0,4.40651421546936,0.0,0.0,0.0,9.0,0.0,1.0,3.169925000143887,9.0,1.0,5
PPO-Continuous,continuous,153.83334069947287,26.58857612759105,0.9333333333333332,8.4,8.4,43.323370361328124,0.0,0.0,0.6,8.4,0.6,0.9333333333333332,3.063425984065044,8.4,1.0,5
SAC-Continuous,continuous,177.08291744453308,16.371342253393365,1.0,9.0,9.0,3.5869933128356934,0.0,0.0,0.0,9.0,0.0,1.0,3.169925000143887,9.0,1.0,5
