step,episode,loss,step_reward,epsilon,q_value,episode_reward,episode_length,avg_reward_100,success_rate
1,0,,7.210456,1.000000,0.079161,7.210456,1,0.000000,0.000000
2,0,,7.207119,1.000000,0.102136,14.417575,2,0.000000,0.000000
3,0,,8.399604,1.000000,0.236949,22.817179,3,0.000000,0.000000
4,0,,62.595591,1.000000,-0.176042,85.412770,4,0.000000,0.000000
5,1,,13.399604,1.000000,0.246504,13.399604,1,85.412770,1.000000
6,1,,7.210456,1.000000,0.074462,20.610060,2,85.412770,1.000000
7,1,,7.207119,1.000000,0.104272,27.817179,3,85.412770,1.000000
8,1,,62.595591,1.000000,-0.176042,90.412770,4,85.412770,1.000000
9,2,,7.595591,1.000000,-0.121945,7.595591,1,87.912770,1.000000
10,2,,8.582791,1.000000,0.089234,16.178383,2,87.912770,1.000000
11,2,,18.167325,1.000000,0.211503,34.345707,3,87.912770,1.000000
12,2,,60.834783,1.000000,0.124712,95.180491,4,87.912770,1.000000
13,3,,13.399604,1.000000,0.246504,13.399604,1,90.335344,1.000000
14,3,,7.210456,1.000000,0.074462,20.610060,2,90.335344,1.000000
15,3,,7.595591,1.000000,-0.135691,28.205652,3,90.335344,1.000000
16,3,,62.207119,1.000000,0.072516,90.412770,4,90.335344,1.000000
17,4,,7.207119,1.000000,0.107437,7.207119,1,90.354700,1.000000
18,4,,15.602504,1.000000,0.091681,22.809623,2,90.354700,1.000000
19,4,,7.595591,1.000000,-0.177021,30.405214,3,90.354700,1.000000
20,4,,63.399604,1.000000,0.209966,93.804818,4,90.354700,1.000000
21,5,,13.399604,1.000000,0.246504,13.399604,1,91.044724,1.000000
22,5,,7.207119,1.000000,0.101019,20.606723,2,91.044724,1.000000
23,5,,18.426037,1.000000,-0.166051,39.032760,3,91.044724,1.000000
24,5,,60.834783,1.000000,0.124712,99.867544,4,91.044724,1.000000
25,6,,7.210456,1.000000,0.079161,7.210456,1,92.515194,1.000000
26,6,,8.399604,1.000000,0.273985,15.610060,2,92.515194,1.000000
27,6,,7.207119,1.000000,0.104272,22.817179,3,92.515194,1.000000
28,6,,62.595591,1.000000,-0.176042,85.412770,4,92.515194,1.000000
29,7,,13.399604,1.000000,0.246504,13.399604,1,91.500562,1.000000
30,7,,7.207119,1.000000,0.101019,20.606723,2,91.500562,1.000000
31,7,,18.426037,1.000000,-0.166051,39.032760,3,91.500562,1.000000
32,7,,60.834783,1.000000,0.124712,99.867544,4,91.500562,1.000000
33,8,,7.210456,1.000000,0.079161,7.210456,1,92.546435,1.000000
34,8,,7.595591,1.000000,-0.153032,14.806047,2,92.546435,1.000000
35,8,,9.005312,1.000000,0.054229,23.811360,3,92.546435,1.000000
36,8,,63.399604,1.000000,0.209966,87.210964,4,92.546435,1.000000
37,9,,13.399604,1.000000,0.246504,13.399604,1,91.953605,1.000000
38,9,,7.207119,1.000000,0.101019,20.606723,2,91.953605,1.000000
39,9,,16.665229,1.000000,0.095564,37.271953,3,91.953605,1.000000
40,9,,62.595591,1.000000,-0.176042,99.867544,4,91.953605,1.000000
41,10,,7.210456,1.000000,0.079161,7.210456,1,92.744999,1.000000
42,10,,7.595591,1.000000,-0.153032,14.806047,2,92.744999,1.000000
43,10,,10.197798,1.000000,0.243371,25.003845,3,92.744999,1.000000
44,10,,62.207119,1.000000,0.072516,87.210964,4,92.744999,1.000000
45,11,,7.207119,1.000000,0.107437,7.207119,1,92.241904,1.000000
46,11,,7.595591,1.000000,-0.166383,14.802710,2,92.241904,1.000000
47,11,,15.602504,1.000000,0.092794,30.405214,3,92.241904,1.000000
48,11,,63.399604,1.000000,0.209966,93.804818,4,92.241904,1.000000
49,12,,7.207119,1.000000,0.107437,7.207119,1,92.372147,1.000000
50,12,,8.399604,1.000000,0.232291,15.606723,2,92.372147,1.000000
51,12,,16.665229,1.000000,0.095564,32.271953,3,92.372147,1.000000
52,12,,62.595591,1.000000,-0.176042,94.867544,4,92.372147,1.000000
53,13,,7.207119,1.000000,0.107437,7.207119,1,92.564101,1.000000
54,13,,15.602504,1.000000,0.091681,22.809623,2,92.564101,1.000000
55,13,,7.595591,1.000000,-0.177021,30.405214,3,92.564101,1.000000
56,13,,63.399604,1.000000,0.209966,93.804818,4,92.564101,1.000000
57,14,,7.207119,1.000000,0.107437,7.207119,1,92.652723,1.000000
58,14,,8.399604,1.000000,0.232291,15.606723,2,92.652723,1.000000
59,14,,18.426037,1.000000,-0.166051,34.032760,3,92.652723,1.000000
60,14,,60.834783,1.000000,0.124712,94.867544,4,92.652723,1.000000
61,15,,7.595591,1.000000,-0.121945,7.595591,1,92.800378,1.000000
62,15,,7.210456,1.000000,0.086041,14.806047,2,92.800378,1.000000
63,15,,10.197798,1.000000,0.243371,25.003845,3,92.800378,1.000000
64,15,,62.207119,1.000000,0.072516,87.210964,4,92.800378,1.000000
65,16,,7.207119,1.000000,0.107437,7.207119,1,92.451040,1.000000
66,16,,15.602504,1.000000,0.091681,22.809623,2,92.451040,1.000000
67,16,,7.595591,1.000000,-0.177021,30.405214,3,92.451040,1.000000
68,16,,63.399604,1.000000,0.209966,93.804818,4,92.451040,1.000000
69,17,,7.595591,1.000000,-0.121945,7.595591,1,92.530674,1.000000
70,17,,10.197798,1.000000,0.265455,17.793389,2,92.530674,1.000000
71,17,,7.210456,1.000000,0.057242,25.003845,3,92.530674,1.000000
72,17,,62.207119,1.000000,0.072516,87.210964,4,92.530674,1.000000
73,18,,13.399604,1.000000,0.246504,13.399604,1,92.235134,1.000000
74,18,,7.595591,1.000000,-0.139584,20.995195,2,92.235134,1.000000
75,18,,8.582791,1.000000,0.087461,29.577987,3,92.235134,1.000000
76,18,,60.834783,1.000000,0.124712,90.412770,4,92.235134,1.000000
77,19,,7.210456,1.000000,0.079161,7.210456,1,92.139220,1.000000
78,19,,7.595591,1.000000,-0.153032,14.806047,2,92.139220,1.000000
79,19,,9.005312,1.000000,0.054229,23.811360,3,92.139220,1.000000
80,19,,63.399604,1.000000,0.209966,87.210964,4,92.139220,1.000000
81,20,,7.207119,1.000000,0.107437,7.207119,1,91.892808,1.000000
82,20,,7.595591,1.000000,-0.166383,14.802710,2,91.892808,1.000000
83,20,,15.602504,1.000000,0.092794,30.405214,3,91.892808,1.000000
84,20,,63.399604,1.000000,0.209966,93.804818,4,91.892808,1.000000
85,21,,7.207119,1.000000,0.107437,7.207119,1,91.983856,1.000000
86,21,,15.602504,1.000000,0.091681,22.809623,2,91.983856,1.000000
87,21,,8.399604,1.000000,0.236949,31.209227,3,91.983856,1.000000
88,21,,62.595591,1.000000,-0.176042,93.804818,4,91.983856,1.000000
89,22,,7.595591,1.000000,-0.121945,7.595591,1,92.066627,1.000000
90,22,,10.197798,1.000000,0.265455,17.793389,2,92.066627,1.000000
91,22,,7.210456,1.000000,0.057242,25.003845,3,92.066627,1.000000
92,22,,62.207119,1.000000,0.072516,87.210964,4,92.066627,1.000000
93,23,,7.595591,1.000000,-0.121945,7.595591,1,91.855511,1.000000
94,23,,8.582791,1.000000,0.089234,16.178383,2,91.855511,1.000000
95,23,,18.167325,1.000000,0.211503,34.345707,3,91.855511,1.000000
96,23,,60.834783,1.000000,0.124712,95.180491,4,91.855511,1.000000
97,24,,7.210456,1.000000,0.079161,7.210456,1,91.994052,1.000000
98,24,,7.595591,1.000000,-0.153032,14.806047,2,91.994052,1.000000
99,24,,9.005312,1.000000,0.054229,23.811360,3,91.994052,1.000000
100,24,,63.399604,1.000000,0.209966,87.210964,4,91.994052,1.000000
101,25,,7.210456,1.000000,0.079161,7.210456,1,91.802728,1.000000
102,25,,7.207119,1.000000,0.102136,14.417575,2,91.802728,1.000000
103,25,,7.595591,1.000000,-0.177021,22.013166,3,91.802728,1.000000
104,25,,63.399604,1.000000,0.209966,85.412770,4,91.802728,1.000000
105,26,,7.210456,1.000000,0.079161,7.210456,1,91.556961,1.000000
106,26,,8.399604,1.000000,0.273985,15.610060,2,91.556961,1.000000
107,26,,7.595591,1.000000,-0.135691,23.205652,3,91.556961,1.000000
108,26,,62.207119,1.000000,0.072516,85.412770,4,91.556961,1.000000
109,27,,13.399604,1.000000,0.246504,13.399604,1,91.329398,1.000000
110,27,,7.595591,1.000000,-0.139584,20.995195,2,91.329398,1.000000
111,27,,8.582791,1.000000,0.087461,29.577987,3,91.329398,1.000000
112,27,,60.834783,1.000000,0.124712,90.412770,4,91.329398,1.000000
113,28,,7.595591,1.000000,-0.121945,7.595591,1,91.296661,1.000000
114,28,,7.210456,1.000000,0.086041,14.806047,2,91.296661,1.000000
115,28,,9.005312,1.000000,0.054229,23.811360,3,91.296661,1.000000
116,28,,63.399604,1.000000,0.209966,87.210964,4,91.296661,1.000000
117,29,,7.210456,1.000000,0.079161,7.210456,1,91.155775,1.000000
118,29,,8.399604,1.000000,0.273985,15.610060,2,91.155775,1.000000
119,29,,7.595591,1.000000,-0.135691,23.205652,3,91.155775,1.000000
120,29,,62.207119,1.000000,0.072516,85.412770,4,91.155775,1.000000
121,30,,7.210456,1.000000,0.079161,7.210456,1,90.964342,1.000000
122,30,,7.595591,1.000000,-0.153032,14.806047,2,90.964342,1.000000
123,30,,10.197798,1.000000,0.243371,25.003845,3,90.964342,1.000000
124,30,,62.207119,1.000000,0.072516,87.210964,4,90.964342,1.000000
125,31,,7.210456,1.000000,0.079161,7.210456,1,90.843265,1.000000
126,31,,7.595591,1.000000,-0.153032,14.806047,2,90.843265,1.000000
127,31,,9.005312,1.000000,0.054229,23.811360,3,90.843265,1.000000
128,31,,63.399604,1.000000,0.209966,87.210964,4,90.843265,1.000000
129,32,,7.207119,1.000000,0.107437,7.207119,1,90.729756,1.000000
130,32,,8.399604,1.000000,0.232291,15.606723,2,90.729756,1.000000
