step,episode,loss,step_reward,epsilon,q_value,episode_reward,episode_length,avg_reward_100,success_rate
1,0,,16.693126,1.000000,-0.041905,16.693126,1,0.000000,0.000000
2,0,,23.555361,1.000000,-0.182679,40.248487,2,0.000000,0.000000
3,0,,9.557783,1.000000,0.192309,49.806270,3,0.000000,0.000000
4,0,,4.740942,1.000000,0.133954,54.547212,4,0.000000,0.000000
5,0,,19.972068,1.000000,-0.057680,74.519280,5,0.000000,0.000000
6,0,,59.070301,1.000000,-0.292152,133.589580,6,0.000000,0.000000
7,1,,16.693126,1.000000,-0.041905,16.693126,1,133.589580,1.000000
8,1,,23.555361,1.000000,-0.182679,40.248487,2,133.589580,1.000000
9,1,,16.402081,1.000000,-0.061857,56.650567,3,133.589580,1.000000
10,1,,6.476389,1.000000,-0.220355,63.126957,4,133.589580,1.000000
11,1,,18.793612,1.000000,0.239328,81.920569,5,133.589580,1.000000
12,1,,57.334854,1.000000,0.132492,139.255422,6,133.589580,1.000000
13,2,,15.107173,1.000000,-0.160187,15.107173,1,136.422501,1.000000
14,2,,24.991755,1.000000,-0.063397,40.098928,2,136.422501,1.000000
15,2,,16.402081,1.000000,-0.061857,56.501008,3,136.422501,1.000000
16,2,,6.476389,1.000000,-0.220355,62.977397,4,136.422501,1.000000
17,2,,18.793612,1.000000,0.239328,81.771010,5,136.422501,1.000000
18,2,,57.334854,1.000000,0.132492,139.105863,6,136.422501,1.000000
19,3,,16.693126,1.000000,-0.041905,16.693126,1,137.316955,1.000000
20,3,,23.555361,1.000000,-0.182679,40.248487,2,137.316955,1.000000
21,3,,4.740942,1.000000,0.105489,44.989429,3,137.316955,1.000000
22,3,,16.402081,1.000000,-0.073459,61.391509,4,137.316955,1.000000
23,3,,9.557783,1.000000,0.196630,70.949292,5,137.316955,1.000000
24,3,,59.070301,1.000000,-0.292152,130.019593,6,137.316955,1.000000
25,4,,15.107173,1.000000,-0.160187,15.107173,1,135.492615,1.000000
26,4,,24.991755,1.000000,-0.063397,40.098928,2,135.492615,1.000000
27,4,,9.557783,1.000000,0.192309,49.656711,3,135.492615,1.000000
28,4,,19.972068,1.000000,-0.065414,69.628779,4,135.492615,1.000000
29,4,,6.476389,1.000000,-0.279374,76.105168,5,135.492615,1.000000
30,4,,57.334854,1.000000,0.132492,133.440021,6,135.492615,1.000000
31,5,,16.693126,1.000000,-0.041905,16.693126,1,135.082096,1.000000
32,5,,23.555361,1.000000,-0.182679,40.248487,2,135.082096,1.000000
33,5,,4.740942,1.000000,0.105489,44.989429,3,135.082096,1.000000
34,5,,9.557783,1.000000,0.187678,54.547212,4,135.082096,1.000000
35,5,,19.972068,1.000000,-0.057680,74.519280,5,135.082096,1.000000
36,5,,59.070301,1.000000,-0.292152,133.589580,6,135.082096,1.000000
37,6,,16.693126,1.000000,-0.041905,16.693126,1,134.833343,1.000000
38,6,,23.555361,1.000000,-0.182679,40.248487,2,134.833343,1.000000
39,6,,9.557783,1.000000,0.192309,49.806270,3,134.833343,1.000000
40,6,,19.972068,1.000000,-0.065414,69.778338,4,134.833343,1.000000
41,6,,4.740942,1.000000,0.084764,74.519280,5,134.833343,1.000000
42,6,,59.070301,1.000000,-0.292152,133.589580,6,134.833343,1.000000
43,7,,15.107173,1.000000,-0.160187,15.107173,1,134.655663,1.000000
44,7,,24.991755,1.000000,-0.063397,40.098928,2,134.655663,1.000000
45,7,,9.557783,1.000000,0.192309,49.656711,3,134.655663,1.000000
46,7,,6.476389,1.000000,-0.258338,56.133100,4,134.655663,1.000000
47,7,,20.072982,1.000000,-0.055058,76.206082,5,134.655663,1.000000
48,7,,57.334854,1.000000,0.132492,133.540936,6,134.655663,1.000000
49,8,,15.107173,1.000000,-0.160187,15.107173,1,134.516322,1.000000
50,8,,24.991755,1.000000,-0.063397,40.098928,2,134.516322,1.000000
51,8,,6.476389,1.000000,-0.229960,46.575317,3,134.516322,1.000000
52,8,,15.334854,1.000000,0.131708,61.910170,4,134.516322,1.000000
53,8,,16.402081,1.000000,-0.073744,78.312251,5,134.516322,1.000000
54,8,,60.793612,1.000000,0.213604,139.105863,6,134.516322,1.000000
55,9,,16.693126,1.000000,-0.041905,16.693126,1,135.026271,1.000000
56,9,,23.555361,1.000000,-0.182679,40.248487,2,135.026271,1.000000
57,9,,6.476389,1.000000,-0.229960,46.724876,3,135.026271,1.000000
58,9,,15.122710,1.000000,0.217719,61.847586,4,135.026271,1.000000
59,9,,15.334854,1.000000,0.183890,77.182440,5,135.026271,1.000000
60,9,,62.072982,1.000000,-0.058836,139.255422,6,135.026271,1.000000
61,10,,16.693126,1.000000,-0.041905,16.693126,1,135.449186,1.000000
62,10,,23.555361,1.000000,-0.182679,40.248487,2,135.449186,1.000000
63,10,,4.740942,1.000000,0.105489,44.989429,3,135.449186,1.000000
64,10,,16.402081,1.000000,-0.073459,61.391509,4,135.449186,1.000000
65,10,,9.557783,1.000000,0.196630,70.949292,5,135.449186,1.000000
66,10,,59.070301,1.000000,-0.292152,130.019593,6,135.449186,1.000000
67,11,,15.107173,1.000000,-0.160187,15.107173,1,134.955587,1.000000
68,11,,24.991755,1.000000,-0.063397,40.098928,2,134.955587,1.000000
69,11,,6.476389,1.000000,-0.229960,46.575317,3,134.955587,1.000000
70,11,,15.334854,1.000000,0.131708,61.910170,4,134.955587,1.000000
71,11,,15.122710,1.000000,0.183046,77.032881,5,134.955587,1.000000
72,11,,62.072982,1.000000,-0.058836,139.105863,6,134.955587,1.000000
73,12,,15.107173,1.000000,-0.160187,15.107173,1,135.301443,1.000000
74,12,,24.991755,1.000000,-0.063397,40.098928,2,135.301443,1.000000
75,12,,9.557783,1.000000,0.192309,49.656711,3,135.301443,1.000000
76,12,,19.972068,1.000000,-0.065414,69.628779,4,135.301443,1.000000
77,12,,6.476389,1.000000,-0.279374,76.105168,5,135.301443,1.000000
78,12,,57.334854,1.000000,0.132492,133.440021,6,135.301443,1.000000
79,13,,15.107173,1.000000,-0.160187,15.107173,1,135.158257,1.000000
80,13,,24.991755,1.000000,-0.063397,40.098928,2,135.158257,1.000000
81,13,,16.402081,1.000000,-0.061857,56.501008,3,135.158257,1.000000
82,13,,9.557783,1.000000,0.215894,66.058791,4,135.158257,1.000000
83,13,,4.740942,1.000000,0.084764,70.799733,5,135.158257,1.000000
84,13,,59.070301,1.000000,-0.292152,129.870034,6,135.158257,1.000000
85,14,,16.693126,1.000000,-0.041905,16.693126,1,134.780527,1.000000
86,14,,23.555361,1.000000,-0.182679,40.248487,2,134.780527,1.000000
87,14,,6.476389,1.000000,-0.229960,46.724876,3,134.780527,1.000000
88,14,,15.122710,1.000000,0.217719,61.847586,4,134.780527,1.000000
89,14,,20.072982,1.000000,-0.055058,81.920569,5,134.780527,1.000000
90,14,,57.334854,1.000000,0.132492,139.255422,6,134.780527,1.000000
91,15,,16.693126,1.000000,-0.041905,16.693126,1,135.078853,1.000000
92,15,,23.555361,1.000000,-0.182679,40.248487,2,135.078853,1.000000
93,15,,9.557783,1.000000,0.192309,49.806270,3,135.078853,1.000000
94,15,,6.476389,1.000000,-0.258338,56.282659,4,135.078853,1.000000
95,15,,15.334854,1.000000,0.183890,71.617512,5,135.078853,1.000000
96,15,,62.072982,1.000000,-0.058836,133.690495,6,135.078853,1.000000
97,16,,16.693126,1.000000,-0.041905,16.693126,1,134.992081,1.000000
98,16,,23.555361,1.000000,-0.182679,40.248487,2,134.992081,1.000000
99,16,,6.476389,1.000000,-0.229960,46.724876,3,134.992081,1.000000
100,16,,15.334854,1.000000,0.131708,62.059730,4,134.992081,1.000000
101,16,,16.402081,1.000000,-0.073744,78.461810,5,134.992081,1.000000
102,16,,60.793612,1.000000,0.213604,139.255422,6,134.992081,1.000000
103,17,,15.107173,1.000000,-0.160187,15.107173,1,135.242865,1.000000
104,17,,24.991755,1.000000,-0.063397,40.098928,2,135.242865,1.000000
105,17,,9.557783,1.000000,0.192309,49.656711,3,135.242865,1.000000
106,17,,6.476389,1.000000,-0.258338,56.133100,4,135.242865,1.000000
107,17,,20.072982,1.000000,-0.055058,76.206082,5,135.242865,1.000000
108,17,,57.334854,1.000000,0.132492,133.540936,6,135.242865,1.000000
109,18,,15.107173,1.000000,-0.160187,15.107173,1,135.148314,1.000000
110,18,,24.991755,1.000000,-0.063397,40.098928,2,135.148314,1.000000
111,18,,6.476389,1.000000,-0.229960,46.575317,3,135.148314,1.000000
112,18,,15.122710,1.000000,0.217719,61.698027,4,135.148314,1.000000
113,18,,15.334854,1.000000,0.183890,77.032881,5,135.148314,1.000000
114,18,,62.072982,1.000000,-0.058836,139.105863,6,135.148314,1.000000
115,19,,15.107173,1.000000,-0.160187,15.107173,1,135.356606,1.000000
116,19,,24.991755,1.000000,-0.063397,40.098928,2,135.356606,1.000000
117,19,,9.557783,1.000000,0.192309,49.656711,3,135.356606,1.000000
118,19,,4.740942,1.000000,0.133954,54.397653,4,135.356606,1.000000
119,19,,16.969387,1.000000,-0.272718,71.367039,5,135.356606,1.000000
120,19,,62.072982,1.000000,-0.058836,133.440021,6,135.356606,1.000000
121,20,,15.107173,1.000000,-0.160187,15.107173,1,135.260777,1.000000
122,20,,24.991755,1.000000,-0.063397,40.098928,2,135.260777,1.000000
123,20,,6.476389,1.000000,-0.229960,46.575317,3,135.260777,1.000000
124,20,,16.402081,1.000000,-0.065652,62.977397,4,135.260777,1.000000
125,20,,18.793612,1.000000,0.239328,81.771010,5,135.260777,1.000000
126,20,,57.334854,1.000000,0.132492,139.105863,6,135.260777,1.000000
127,21,,15.107173,1.000000,-0.160187,15.107173,1,135.443876,1.000000
128,21,,24.991755,1.000000,-0.063397,40.098928,2,135.443876,1.000000
129,21,,4.740942,1.000000,0.105489,44.839870,3,135.443876,1.000000
130,21,,7.834471,1.000000,-0.202157,52.674341,4,135.443876,1.000000
131,21,,15.122710,1.000000,0.183046,67.797052,5,135.443876,1.000000
132,21,,62.072982,1.000000,-0.058836,129.870034,6,135.443876,1.000000
133,22,,16.693126,1.000000,-0.041905,16.693126,1,135.190520,1.000000
134,22,,23.555361,1.000000,-0.182679,40.248487,2,135.190520,1.000000
135,22,,16.402081,1.000000,-0.061857,56.650567,3,135.190520,1.000000
136,22,,6.476389,1.000000,-0.220355,63.126957,4,135.190520,1.000000
137,22,,15.334854,1.000000,0.101267,78.461810,5,135.190520,1.000000
138,22,,60.793612,1.000000,0.213604,139.255422,6,135.190520,1.000000
139,23,,16.693126,1.000000,-0.041905,16.693126,1,135.367254,1.000000
140,23,,23.555361,1.000000,-0.182679,40.248487,2,135.367254,1.000000
141,23,,4.740942,1.000000,0.105489,44.989429,3,135.367254,1.000000
142,23,,7.834471,1.000000,-0.202157,52.823900,4,135.367254,1.000000
143,23,,15.122710,1.000000,0.183046,67.946611,5,135.367254,1.000000
144,23,,62.072982,1.000000,-0.058836,130.019593,6,135.367254,1.000000
145,24,,15.107173,1.000000,-0.160187,15.107173,1,135.144435,1.000000
146,24,,24.991755,1.000000,-0.063397,40.098928,2,135.144435,1.000000
147,24,,9.557783,1.000000,0.192309,49.656711,3,135.144435,1.000000
148,24,,19.972068,1.000000,-0.065414,69.628779,4,135.144435,1.000000
149,24,,4.740942,1.000000,0.084764,74.369721,5,135.144435,1.000000
150,24,,59.070301,1.000000,-0.292152,133.440021,6,135.144435,1.000000
151,25,,15.107173,1.000000,-0.160187,15.107173,1,135.076259,1.000000
152,25,,24.991755,1.000000,-0.063397,40.098928,2,135.076259,1.000000
153,25,,16.402081,1.000000,-0.061857,56.501008,3,135.076259,1.000000
154,25,,4.740942,1.000000,0.081912,61.241950,4,135.076259,1.000000
155,25,,7.834471,1.000000,-0.208753,69.076422,5,135.076259,1.000000
156,25,,60.793612,1.000000,0.213604,129.870034,6,135.076259,1.000000
157,26,,15.107173,1.000000,-0.160187,15.107173,1,134.876019,1.000000
158,26,,24.991755,1.000000,-0.063397,40.098928,2,134.876019,1.000000
159,26,,4.740942,1.000000,0.105489,44.839870,3,134.876019,1.000000
160,26,,9.557783,1.000000,0.187678,54.397653,4,134.876019,1.000000
161,26,,19.972068,1.000000,-0.057680,74.369721,5,134.876019,1.000000
162,26,,59.070301,1.000000,-0.292152,133.440021,6,134.876019,1.000000
163,27,,15.107173,1.000000,-0.160187,15.107173,1,134.822834,1.000000
164,27,,24.991755,1.000000,-0.063397,40.098928,2,134.822834,1.000000
165,27,,6.476389,1.000000,-0.229960,46.575317,3,134.822834,1.000000
166,27,,15.334854,1.000000,0.131708,61.910170,4,134.822834,1.000000
167,27,,15.122710,1.000000,0.183046,77.032881,5,134.822834,1.000000
168,27,,62.072982,1.000000,-0.058836,139.105863,6,134.822834,1.000000
169,28,,15.107173,1.000000,-0.160187,15.107173,1,134.975799,1.000000
170,28,,24.991755,1.000000,-0.063397,40.098928,2,134.975799,1.000000
