step,episode,loss,step_reward,epsilon,q_value,episode_reward,episode_length,avg_reward_100,success_rate
1,0,,10.984305,1.000000,-0.098447,10.984305,1,0.000000,0.000000
2,0,,25.282812,1.000000,0.057235,36.267118,2,0.000000,0.000000
3,0,,0.800116,1.000000,0.046547,37.067233,3,0.000000,0.000000
4,0,,56.584817,1.000000,0.059925,93.652051,4,0.000000,0.000000
5,1,,28.938464,1.000000,0.022629,28.938464,1,93.652051,1.000000
6,1,,15.652434,1.000000,-0.006778,44.590898,2,93.652051,1.000000
7,1,,12.759798,1.000000,-0.138929,57.350696,3,93.652051,1.000000
8,1,,50.252694,1.000000,0.022369,107.603390,4,93.652051,1.000000
9,2,,19.746051,1.000000,0.020293,19.746051,1,100.627720,1.000000
10,2,,7.795575,1.000000,-0.053169,27.541626,2,100.627720,1.000000
11,2,,15.367804,1.000000,0.010147,42.909430,3,100.627720,1.000000
12,2,,64.206595,1.000000,0.046389,107.116025,4,100.627720,1.000000
13,3,,30.165754,1.000000,0.034034,30.165754,1,102.790488,1.000000
14,3,,13.636451,1.000000,-0.086986,43.802205,2,102.790488,1.000000
15,3,,24.702866,1.000000,0.018736,68.505071,3,102.790488,1.000000
16,3,,54.593459,1.000000,0.019091,123.098530,4,102.790488,1.000000
17,4,,29.888288,1.000000,-0.013038,29.888288,1,107.867499,1.000000
18,4,,19.503435,1.000000,-0.121653,49.391724,2,107.867499,1.000000
19,4,,7.731653,1.000000,0.035324,57.123377,3,107.867499,1.000000
20,4,,53.688736,1.000000,0.045335,110.812113,4,107.867499,1.000000
21,5,,25.158275,1.000000,-0.008595,25.158275,1,108.456422,1.000000
22,5,,24.758310,1.000000,-0.115037,49.916585,2,108.456422,1.000000
23,5,,6.519770,1.000000,0.046875,56.436355,3,108.456422,1.000000
24,5,,50.029583,1.000000,0.028264,106.465938,4,108.456422,1.000000
25,6,,7.915583,1.000000,-0.004753,7.915583,1,108.124674,1.000000
26,6,,21.330710,1.000000,-0.026780,29.246294,2,108.124674,1.000000
27,6,,11.163415,1.000000,0.033469,40.409709,3,108.124674,1.000000
28,6,,55.224776,1.000000,-0.122695,95.634485,4,108.124674,1.000000
29,7,,30.217862,1.000000,-0.017867,30.217862,1,106.340362,1.000000
30,7,,12.151232,1.000000,-0.110426,42.369094,2,106.340362,1.000000
31,7,,6.589544,1.000000,0.048349,48.958638,3,106.340362,1.000000
32,7,,57.542645,1.000000,0.009462,106.501283,4,106.340362,1.000000
33,8,,12.412932,1.000000,0.019124,12.412932,1,106.360477,1.000000
34,8,,22.380234,1.000000,0.007041,34.793166,2,106.360477,1.000000
35,8,,11.025263,1.000000,0.013470,45.818429,3,106.360477,1.000000
36,8,,55.218710,1.000000,-0.118743,101.037139,4,106.360477,1.000000
37,9,,27.069036,1.000000,0.027184,27.069036,1,105.768995,1.000000
38,9,,13.845127,1.000000,0.028055,40.914163,2,105.768995,1.000000
39,9,,20.373943,1.000000,0.003039,61.288107,3,105.768995,1.000000
40,9,,65.665958,1.000000,-0.164141,126.954065,4,105.768995,1.000000
41,10,,26.659341,1.000000,0.030618,26.659341,1,107.887502,1.000000
42,10,,18.037487,1.000000,-0.109507,44.696828,2,107.887502,1.000000
43,10,,7.432634,1.000000,0.018669,52.129462,3,107.887502,1.000000
44,10,,66.209703,1.000000,0.031629,118.339164,4,107.887502,1.000000
45,11,,27.726740,1.000000,0.020973,27.726740,1,108.837653,1.000000
46,11,,14.646443,1.000000,-0.072807,42.373183,2,108.837653,1.000000
47,11,,13.500823,1.000000,0.024767,55.874006,3,108.837653,1.000000
48,11,,44.684991,1.000000,0.043717,100.558997,4,108.837653,1.000000
49,12,,8.114855,1.000000,0.023751,8.114855,1,108.147765,1.000000
50,12,,24.856976,1.000000,-0.026053,32.971831,2,108.147765,1.000000
51,12,,20.815546,1.000000,-0.011294,53.787377,3,108.147765,1.000000
52,12,,49.627432,1.000000,-0.071878,103.414808,4,108.147765,1.000000
53,13,,24.684955,1.000000,0.044628,24.684955,1,107.783691,1.000000
54,13,,13.365297,1.000000,-0.088650,38.050252,2,107.783691,1.000000
55,13,,20.661342,1.000000,0.022468,58.711594,3,107.783691,1.000000
56,13,,57.837166,1.000000,0.004788,116.548760,4,107.783691,1.000000
57,14,,24.699642,1.000000,-0.087221,24.699642,1,108.409768,1.000000
58,14,,20.424382,1.000000,0.078150,45.124024,2,108.409768,1.000000
59,14,,25.288963,1.000000,0.013437,70.412988,3,108.409768,1.000000
