episode,total_reward,length,success,avg_reward_100,success_rate_100
0,208.736884,9,1,208.736884,1.000000
1,147.235801,9,1,177.986342,1.000000
2,209.082358,9,1,188.351681,1.000000
3,186.926836,9,1,187.995470,1.000000
4,199.013971,9,1,190.199170,1.000000
5,174.145270,9,1,187.523520,1.000000
6,190.484780,9,1,187.946557,1.000000
7,201.582886,9,1,189.651098,1.000000
8,188.921340,9,1,189.570014,1.000000
9,203.461751,9,1,190.959188,1.000000
10,240.574209,9,1,195.469644,1.000000
11,194.886812,9,1,195.421075,1.000000
12,203.655738,9,1,196.054511,1.000000
13,224.304968,9,1,198.072400,1.000000
14,202.809571,9,1,198.388212,1.000000
15,212.619439,9,1,199.277663,1.000000
16,190.511631,9,1,198.762015,1.000000
17,200.089562,9,1,198.835767,1.000000
18,178.077869,9,1,197.743246,1.000000
19,209.949636,9,1,198.353566,1.000000
20,215.229202,9,1,199.157167,1.000000
21,177.328558,9,1,198.164958,1.000000
22,207.518531,9,1,198.571635,1.000000
23,226.734314,9,1,199.745080,1.000000
24,214.569284,9,1,200.338048,1.000000
25,208.918098,9,1,200.668050,1.000000
26,187.920521,9,1,200.195919,1.000000
27,197.414719,9,1,200.096591,1.000000
28,215.543071,9,1,200.629228,1.000000
29,181.083554,9,1,199.977706,1.000000
30,201.443282,9,1,200.024982,1.000000
31,215.429879,9,1,200.506385,1.000000
32,199.336561,9,1,200.470936,1.000000
33,182.315996,9,1,199.936967,1.000000
34,204.572570,9,1,200.069413,1.000000
35,170.870365,9,1,199.258328,1.000000
36,195.742039,9,1,199.163293,1.000000
37,157.104651,9,1,198.056487,1.000000
38,176.268903,9,1,197.497831,1.000000
39,190.913534,9,1,197.333224,1.000000
40,172.000662,9,1,196.715356,1.000000
41,163.751976,9,1,195.930514,1.000000
42,194.863815,9,1,195.905707,1.000000
43,199.433392,9,1,195.985882,1.000000
44,190.193842,9,1,195.857170,1.000000
45,175.224510,9,1,195.408634,1.000000
46,157.170045,9,1,194.595047,1.000000
47,230.883718,9,1,195.351061,1.000000
48,211.399926,9,1,195.678588,1.000000
49,218.902741,9,1,196.143071,1.000000
50,157.107374,9,1,195.377666,1.000000
51,172.831800,9,1,194.944091,1.000000
