episode,total_reward,length,success,avg_reward_100,success_rate_100
0,145.336888,9,1,145.336888,1.000000
1,136.319401,9,1,140.828145,1.000000
2,136.096062,9,1,139.250784,1.000000
3,137.239784,9,1,138.748034,1.000000
4,147.525171,9,1,140.503461,1.000000
5,139.476216,9,1,140.332254,1.000000
6,135.620154,9,1,139.659097,1.000000
7,148.237141,9,1,140.731352,1.000000
8,145.633806,9,1,141.276069,1.000000
9,137.067566,9,1,140.855219,1.000000
10,147.522920,9,1,141.461374,1.000000
11,138.958931,9,1,141.252837,1.000000
12,147.525171,9,1,141.735324,1.000000
13,135.976882,9,1,141.324007,1.000000
14,139.557977,9,1,141.206272,1.000000
15,128.049615,9,1,140.383980,1.000000
16,137.409621,9,1,140.209018,1.000000
17,147.525171,9,1,140.615471,1.000000
18,127.503607,9,1,139.925373,1.000000
19,144.543122,9,1,140.156260,1.000000
20,148.836188,9,1,140.569590,1.000000
21,147.525171,9,1,140.885753,1.000000
22,126.958931,9,1,140.280239,1.000000
23,138.958931,9,1,140.225185,1.000000
24,135.976882,9,1,140.055252,1.000000
25,135.522920,9,1,139.880932,1.000000
26,145.319390,9,1,140.082356,1.000000
27,149.898247,9,1,140.432924,1.000000
28,139.237153,9,1,140.391690,1.000000
29,137.158280,9,1,140.283910,1.000000
30,137.239784,9,1,140.185712,1.000000
31,127.557977,9,1,139.791096,1.000000
32,145.319390,9,1,139.958620,1.000000
33,146.427573,9,1,140.148883,1.000000
34,144.882926,9,1,140.284141,1.000000
35,145.204726,9,1,140.420824,1.000000
36,148.237141,9,1,140.632076,1.000000
37,144.660050,9,1,140.738075,1.000000
38,147.525171,9,1,140.912104,1.000000
39,136.604231,9,1,140.804407,1.000000
40,136.096062,9,1,140.689569,1.000000
41,136.318937,9,1,140.585506,1.000000
42,144.543122,9,1,140.677544,1.000000
43,138.958931,9,1,140.638485,1.000000
44,136.042457,9,1,140.536351,1.000000
45,135.522920,9,1,140.427363,1.000000
46,138.958931,9,1,140.396120,1.000000
47,127.476216,9,1,140.126955,1.000000
48,128.566900,9,1,139.891036,1.000000
49,127.503607,9,1,139.643287,1.000000
50,136.164830,9,1,139.575082,1.000000
51,139.506217,9,1,139.573758,1.000000
52,146.427573,9,1,139.703075,1.000000
53,135.021108,9,1,139.616372,1.000000
54,135.620154,9,1,139.543713,1.000000
55,139.533607,9,1,139.543533,1.000000
56,137.067566,9,1,139.500095,1.000000
57,135.021108,9,1,139.422871,1.000000
58,136.318937,9,1,139.370262,1.000000
59,139.237153,9,1,139.368043,1.000000
60,143.585097,9,1,139.437175,1.000000
61,138.415532,9,1,139.420697,1.000000
62,149.898247,9,1,139.587008,1.000000
63,137.896872,9,1,139.560599,1.000000
64,127.753161,9,1,139.378946,1.000000
65,145.170471,9,1,139.466697,1.000000
66,128.566900,9,1,139.304013,1.000000
67,144.660050,9,1,139.382779,1.000000
68,143.585097,9,1,139.443682,1.000000
69,136.318937,9,1,139.399042,1.000000
70,128.594291,9,1,139.246863,1.000000
71,149.898247,9,1,139.394799,1.000000
72,139.291524,9,1,139.393384,1.000000
73,137.067566,9,1,139.361954,1.000000
74,145.170471,9,1,139.439401,1.000000
75,147.525171,9,1,139.545793,1.000000
76,138.958931,9,1,139.538171,1.000000
77,135.976882,9,1,139.492514,1.000000
78,127.503607,9,1,139.340755,1.000000
79,148.836188,9,1,139.459448,1.000000
80,151.041969,9,1,139.602442,1.000000
81,137.133141,9,1,139.572329,1.000000
82,126.958931,9,1,139.420360,1.000000
83,138.958931,9,1,139.414867,1.000000
84,126.958931,9,1,139.268326,1.000000
85,136.604231,9,1,139.237349,1.000000
86,138.958931,9,1,139.234148,1.000000
87,138.958931,9,1,139.231021,1.000000
88,127.476216,9,1,139.098945,1.000000
89,136.319401,9,1,139.068061,1.000000
90,136.604231,9,1,139.040986,1.000000
91,136.613604,9,1,139.014601,1.000000
92,128.049615,9,1,138.896698,1.000000
93,140.102653,9,1,138.909527,1.000000
94,144.129773,9,1,138.964477,1.000000
95,136.096062,9,1,138.934598,1.000000
96,138.692477,9,1,138.932102,1.000000
97,143.585097,9,1,138.979581,1.000000
98,148.069847,9,1,139.071402,1.000000
99,128.049615,9,1,138.961184,1.000000
100,128.566900,9,1,138.793484,1.000000
101,136.096062,9,1,138.791251,1.000000
102,136.318937,9,1,138.793480,1.000000
103,147.692466,9,1,138.898007,1.000000
104,146.916198,9,1,138.891917,1.000000
105,135.021108,9,1,138.847366,1.000000
106,135.976882,9,1,138.850933,1.000000
107,139.557977,9,1,138.764141,1.000000
108,137.067566,9,1,138.678479,1.000000
109,139.836200,9,1,138.706165,1.000000
110,136.318937,9,1,138.594126,1.000000
111,146.427573,9,1,138.668812,1.000000
112,146.916198,9,1,138.662722,1.000000
113,135.976882,9,1,138.662722,1.000000
114,144.660050,9,1,138.713743,1.000000
115,137.239784,9,1,138.805645,1.000000
116,136.604231,9,1,138.797591,1.000000
117,145.170471,9,1,138.774044,1.000000
118,135.021108,9,1,138.849219,1.000000
119,137.239784,9,1,138.776185,1.000000
120,137.297825,9,1,138.660802,1.000000
121,145.170471,9,1,138.637255,1.000000
122,144.129773,9,1,138.808963,1.000000
123,138.958931,9,1,138.808963,1.000000
124,149.898247,9,1,138.948177,1.000000
125,136.604231,9,1,138.958990,1.000000
126,145.319390,9,1,138.958990,1.000000
127,128.297837,9,1,138.742986,1.000000
128,151.041969,9,1,138.861034,1.000000
129,138.958931,9,1,138.879041,1.000000
130,149.898247,9,1,139.005625,1.000000
131,144.662302,9,1,139.176668,1.000000
132,138.692477,9,1,139.110399,1.000000
133,138.958931,9,1,139.035713,1.000000
134,147.525171,9,1,139.062135,1.000000
135,135.021108,9,1,138.960299,1.000000
136,138.958931,9,1,138.867517,1.000000
137,145.170471,9,1,138.872621,1.000000
138,137.657843,9,1,138.773948,1.000000
139,136.604231,9,1,138.773948,1.000000
140,139.503607,9,1,138.808023,1.000000
141,136.604231,9,1,138.810876,1.000000
142,138.958931,9,1,138.755034,1.000000
143,135.021108,9,1,138.715656,1.000000
144,145.319390,9,1,138.808426,1.000000
145,144.129773,9,1,138.894494,1.000000
146,128.896884,9,1,138.793874,1.000000
147,147.525171,9,1,138.994363,1.000000
148,127.753161,9,1,138.986226,1.000000
149,138.958931,9,1,139.100779,1.000000
150,147.525171,9,1,139.214382,1.000000
151,136.319401,9,1,139.182514,1.000000
152,149.898247,9,1,139.217221,1.000000
153,135.620154,9,1,139.223211,1.000000
154,147.525171,9,1,139.342262,1.000000
155,137.113168,9,1,139.318057,1.000000
156,147.525171,9,1,139.422633,1.000000
157,143.585097,9,1,139.508273,1.000000
158,140.102653,9,1,139.546110,1.000000
159,143.585097,9,1,139.589590,1.000000
160,136.319401,9,1,139.516933,1.000000
161,145.170471,9,1,139.584482,1.000000
162,148.069847,9,1,139.566198,1.000000
163,145.319390,9,1,139.640423,1.000000
164,145.319390,9,1,139.816086,1.000000
165,145.170471,9,1,139.816086,1.000000
166,127.753161,9,1,139.807948,1.000000
167,147.525171,9,1,139.836599,1.000000
168,147.525171,9,1,139.876000,1.000000
169,127.503607,9,1,139.787847,1.000000
170,145.864066,9,1,139.960545,1.000000
171,148.237141,9,1,139.943934,1.000000
172,138.958931,9,1,139.940608,1.000000
173,136.318937,9,1,139.933121,1.000000
174,145.319390,9,1,139.934611,1.000000
175,148.069847,9,1,139.940057,1.000000
176,147.525171,9,1,140.025720,1.000000
177,136.096062,9,1,140.026912,1.000000
178,147.021108,9,1,140.222087,1.000000
179,147.525171,9,1,140.208976,1.000000
180,147.525171,9,1,140.173808,1.000000
181,151.041969,9,1,140.312897,1.000000
182,147.525171,9,1,140.518559,1.000000
183,136.318937,9,1,140.492159,1.000000
184,148.069847,9,1,140.703268,1.000000
185,148.069847,9,1,140.817924,1.000000
186,127.753161,9,1,140.705867,1.000000
187,147.525171,9,1,140.791529,1.000000
188,139.237153,9,1,140.909139,1.000000
189,145.170471,9,1,140.997649,1.000000
190,149.898247,9,1,141.130589,1.000000
191,145.170471,9,1,141.216158,1.000000
192,136.164830,9,1,141.297310,1.000000
193,139.237153,9,1,141.288655,1.000000
194,148.615855,9,1,141.333516,1.000000
195,137.657843,9,1,141.349134,1.000000
196,136.615855,9,1,141.328368,1.000000
197,150.958931,9,1,141.402106,1.000000
198,147.525171,9,1,141.396659,1.000000
199,127.476216,9,1,141.390925,1.000000
200,138.958931,9,1,141.494846,1.000000
201,137.133141,9,1,141.505216,1.000000
202,147.525171,9,1,141.617279,1.000000
203,137.954297,9,1,141.519897,1.000000
204,135.525171,9,1,141.405987,1.000000
205,148.615855,9,1,141.541934,1.000000
206,148.069847,9,1,141.662864,1.000000
207,150.442923,9,1,141.771713,1.000000
208,135.021108,9,1,141.751249,1.000000
209,145.319390,9,1,141.806081,1.000000
210,147.021108,9,1,141.913102,1.000000
211,147.525171,9,1,141.924078,1.000000
212,135.021108,9,1,141.805127,1.000000
213,148.318937,9,1,141.928548,1.000000
214,139.836200,9,1,141.880309,1.000000
215,147.522920,9,1,141.983141,1.000000
216,144.543122,9,1,142.062530,1.000000
217,136.753150,9,1,141.978356,1.000000
218,138.958931,9,1,142.017735,1.000000
219,136.864077,9,1,142.013978,1.000000
220,137.409621,9,1,142.015096,1.000000
221,137.160531,9,1,141.934996,1.000000
222,149.898247,9,1,141.992681,1.000000
223,136.096062,9,1,141.964052,1.000000
224,139.506217,9,1,141.860132,1.000000
225,137.657843,9,1,141.870668,1.000000
226,143.585097,9,1,141.853325,1.000000
227,147.525171,9,1,142.045598,1.000000
228,138.692477,9,1,141.922104,1.000000
229,138.958931,9,1,141.922104,1.000000
230,148.069847,9,1,141.903820,1.000000
231,149.898247,9,1,141.956179,1.000000
232,135.620154,9,1,141.925456,1.000000
233,136.604231,9,1,141.901909,1.000000
234,151.503607,9,1,141.941693,1.000000
235,139.506217,9,1,141.986544,1.000000
236,149.409621,9,1,142.091051,1.000000
237,150.442923,9,1,142.143776,1.000000
238,150.958931,9,1,142.276787,1.000000
239,147.525171,9,1,142.385996,1.000000
240,145.336888,9,1,142.444329,1.000000
241,136.042457,9,1,142.438711,1.000000
242,150.442923,9,1,142.553551,1.000000
243,149.898247,9,1,142.702322,1.000000
244,147.525171,9,1,142.724380,1.000000
245,144.660050,9,1,142.729683,1.000000
246,136.318937,9,1,142.803903,1.000000
247,136.096062,9,1,142.689612,1.000000
248,136.096062,9,1,142.773041,1.000000
249,136.864077,9,1,142.752093,1.000000
250,146.657832,9,1,142.743419,1.000000
251,145.170471,9,1,142.831930,1.000000
252,138.958931,9,1,142.722537,1.000000
253,150.958931,9,1,142.875925,1.000000
254,147.525171,9,1,142.875925,1.000000
255,151.503607,9,1,143.019829,1.000000
256,139.237153,9,1,142.936949,1.000000
257,148.318937,9,1,142.984287,1.000000
258,150.442923,9,1,143.087690,1.000000
259,151.503607,9,1,143.166875,1.000000
260,151.503607,9,1,143.318717,1.000000
261,136.042457,9,1,143.227437,1.000000
262,147.525171,9,1,143.221990,1.000000
263,148.318937,9,1,143.251986,1.000000
264,150.988931,9,1,143.308681,1.000000
265,136.319401,9,1,143.220170,1.000000
266,149.898247,9,1,143.441621,1.000000
267,145.170471,9,1,143.418074,1.000000
268,143.585097,9,1,143.378674,1.000000
269,151.041969,9,1,143.614057,1.000000
270,149.898247,9,1,143.654399,1.000000
271,149.898247,9,1,143.671010,1.000000
272,150.958931,9,1,143.791010,1.000000
273,150.958931,9,1,143.937410,1.000000
274,128.049615,9,1,143.764712,1.000000
275,139.836200,9,1,143.682376,1.000000
276,149.898247,9,1,143.706107,1.000000
277,136.164830,9,1,143.706794,1.000000
278,150.958931,9,1,143.746172,1.000000
279,147.565784,9,1,143.746579,1.000000
280,149.898247,9,1,143.770309,1.000000
281,148.069847,9,1,143.740588,1.000000
282,147.525171,9,1,143.740588,1.000000
283,147.021108,9,1,143.847610,1.000000
284,136.096062,9,1,143.727872,1.000000
285,151.503607,9,1,143.762210,1.000000
286,149.898247,9,1,143.983660,1.000000
287,149.898247,9,1,144.007391,1.000000
288,150.958931,9,1,144.124609,1.000000
289,148.863613,9,1,144.161540,1.000000
290,136.096062,9,1,144.023519,1.000000
291,136.096062,9,1,143.932774,1.000000
292,150.958931,9,1,144.080715,1.000000
293,149.898247,9,1,144.187326,1.000000
294,145.319390,9,1,144.154362,1.000000
295,128.566900,9,1,144.063452,1.000000
296,143.587348,9,1,144.133167,1.000000
297,150.442923,9,1,144.128007,1.000000
298,150.958931,9,1,144.162345,1.000000
299,128.896884,9,1,144.176551,1.000000
300,147.525171,9,1,144.262214,1.000000
301,136.863613,9,1,144.259519,1.000000
302,147.565784,9,1,144.259925,1.000000
303,150.988931,9,1,144.390271,1.000000
304,145.319390,9,1,144.488213,1.000000
305,150.958931,9,1,144.511644,1.000000
306,144.660050,9,1,144.477546,1.000000
307,147.565784,9,1,144.448775,1.000000
308,149.898247,9,1,144.597546,1.000000
309,151.503607,9,1,144.659388,1.000000
310,150.958931,9,1,144.698766,1.000000
311,151.041969,9,1,144.733934,1.000000
312,147.021108,9,1,144.853934,1.000000
313,151.503607,9,1,144.885781,1.000000
314,147.525171,9,1,144.962671,1.000000
315,151.041969,9,1,144.997861,1.000000
316,151.503607,9,1,145.067466,1.000000
317,149.898247,9,1,145.198917,1.000000
318,139.836200,9,1,145.207690,1.000000
319,146.427573,9,1,145.303325,1.000000
320,138.958931,9,1,145.318818,1.000000
321,151.041969,9,1,145.457632,1.000000
322,150.958931,9,1,145.468239,1.000000
323,150.958931,9,1,145.616868,1.000000
324,149.898247,9,1,145.720788,1.000000
325,151.503607,9,1,145.859246,1.000000
326,148.836188,9,1,145.911757,1.000000
327,147.021108,9,1,145.906716,1.000000
328,151.041969,9,1,146.030211,1.000000
329,138.442923,9,1,146.025051,1.000000
330,151.503607,9,1,146.059388,1.000000
331,145.170471,9,1,146.012111,1.000000
332,150.958931,9,1,146.165498,1.000000
333,147.525171,9,1,146.274708,1.000000
334,150.958931,9,1,146.269261,1.000000
335,149.898247,9,1,146.373181,1.000000
336,151.041969,9,1,146.389505,1.000000
337,150.958931,9,1,146.394665,1.000000
338,138.415532,9,1,146.269231,1.000000
339,151.503607,9,1,146.309015,1.000000
340,150.958931,9,1,146.365236,1.000000
341,145.170471,9,1,146.456516,1.000000
342,149.898247,9,1,146.451069,1.000000
343,146.462236,9,1,146.416709,1.000000
344,151.503607,9,1,146.456493,1.000000
345,150.958931,9,1,146.519482,1.000000
346,138.958931,9,1,146.545882,1.000000
347,147.525171,9,1,146.660173,1.000000
348,151.041969,9,1,146.809632,1.000000
349,149.898247,9,1,146.939974,1.000000
350,138.958931,9,1,146.862985,1.000000
351,149.898247,9,1,146.910263,1.000000
352,150.958931,9,1,147.030263,1.000000
353,147.525171,9,1,146.995925,1.000000
354,150.442923,9,1,147.025103,1.000000
355,150.958931,9,1,147.019656,1.000000
356,149.898247,9,1,147.126267,1.000000
357,148.237141,9,1,147.125449,1.000000
358,151.503607,9,1,147.136056,1.000000
359,151.503607,9,1,147.136056,1.000000
360,150.958931,9,1,147.130609,1.000000
361,147.525171,9,1,147.245436,1.000000
362,138.958931,9,1,147.159774,1.000000
363,151.041969,9,1,147.187004,1.000000
364,147.525171,9,1,147.152366,1.000000
365,151.503607,9,1,147.304208,1.000000
366,148.042457,9,1,147.285651,1.000000
367,151.041969,9,1,147.344366,1.000000
368,135.021108,9,1,147.258726,1.000000
369,146.916198,9,1,147.217468,1.000000
370,148.237141,9,1,147.200857,1.000000
371,150.958931,9,1,147.211464,1.000000
372,150.958931,9,1,147.211464,1.000000
373,148.237141,9,1,147.184246,1.000000
374,148.318937,9,1,147.386939,1.000000
375,147.522920,9,1,147.463806,1.000000
376,146.427573,9,1,147.429100,1.000000
377,147.565784,9,1,147.543109,1.000000
378,150.988931,9,1,147.543409,1.000000
379,138.958931,9,1,147.457341,1.000000
380,150.442923,9,1,147.462787,1.000000
381,147.525171,9,1,147.457341,1.000000
382,143.585097,9,1,147.417940,1.000000
383,147.525171,9,1,147.422980,1.000000
384,140.049615,9,1,147.462516,1.000000
385,143.587348,9,1,147.383353,1.000000
386,143.585097,9,1,147.320222,1.000000
387,148.863613,9,1,147.309876,1.000000
388,147.543547,9,1,147.275722,1.000000
389,149.898247,9,1,147.286068,1.000000
390,146.427573,9,1,147.389383,1.000000
391,148.640737,9,1,147.514830,1.000000
392,148.069847,9,1,147.485939,1.000000
393,145.170471,9,1,147.438661,1.000000
394,148.096062,9,1,147.466428,1.000000
395,145.170471,9,1,147.632464,1.000000
396,136.042457,9,1,147.557015,1.000000
397,150.958931,9,1,147.562175,1.000000
398,150.415532,9,1,147.556741,1.000000
399,150.958931,9,1,147.777361,1.000000
400,140.049615,9,1,147.702606,1.000000
401,147.565784,9,1,147.809628,1.000000
402,147.522920,9,1,147.809199,1.000000
403,147.525171,9,1,147.774561,1.000000
404,151.503607,9,1,147.836403,1.000000
405,148.067596,9,1,147.807490,1.000000
406,145.319390,9,1,147.814083,1.000000
407,147.522920,9,1,147.813655,1.000000
408,145.319390,9,1,147.767866,1.000000
409,150.958931,9,1,147.762420,1.000000
410,148.096062,9,1,147.733791,1.000000
411,136.319401,9,1,147.586565,1.000000
412,148.096062,9,1,147.597315,1.000000
413,147.525171,9,1,147.557530,1.000000
414,145.204726,9,1,147.534326,1.000000
415,150.442923,9,1,147.528335,1.000000
416,147.565784,9,1,147.488957,1.000000
417,150.958931,9,1,147.499564,1.000000
418,150.958931,9,1,147.610791,1.000000
419,148.069847,9,1,147.627214,1.000000
420,151.041969,9,1,147.748044,1.000000
421,147.522920,9,1,147.712854,1.000000
422,147.021108,9,1,147.673476,1.000000
423,135.525171,9,1,147.519138,1.000000
424,148.096062,9,1,147.501116,1.000000
425,151.503607,9,1,147.501116,1.000000
426,136.096062,9,1,147.373715,1.000000
427,147.522920,9,1,147.378733,1.000000
428,145.170471,9,1,147.320018,1.000000
429,137.898247,9,1,147.314571,1.000000
430,145.336888,9,1,147.252904,1.000000
431,150.958931,9,1,147.310789,1.000000
432,148.318937,9,1,147.284389,1.000000
433,151.503607,9,1,147.324173,1.000000
434,150.958931,9,1,147.324173,1.000000
435,147.525171,9,1,147.300442,1.000000
436,150.958931,9,1,147.299612,1.000000
437,147.525171,9,1,147.265274,1.000000
438,151.503607,9,1,147.396155,1.000000
439,145.170471,9,1,147.332824,1.000000
440,151.503607,9,1,147.338271,1.000000
441,151.503607,9,1,147.401602,1.000000
442,149.898247,9,1,147.401602,1.000000
443,145.319390,9,1,147.390174,1.000000
444,140.594291,9,1,147.281080,1.000000
445,150.958931,9,1,147.281080,1.000000
446,147.525171,9,1,147.366743,1.000000
447,151.503607,9,1,147.406527,1.000000
448,150.958931,9,1,147.405697,1.000000
449,147.522920,9,1,147.381943,1.000000
450,144.660050,9,1,147.438955,1.000000
451,137.954297,9,1,147.319515,1.000000
452,147.021108,9,1,147.280137,1.000000
453,144.543122,9,1,147.250316,1.000000
454,151.041969,9,1,147.256307,1.000000
455,147.525171,9,1,147.221969,1.000000
456,150.442923,9,1,147.227416,1.000000
457,139.836200,9,1,147.143407,1.000000
458,150.958931,9,1,147.137960,1.000000
459,147.525171,9,1,147.098176,1.000000
460,149.898247,9,1,147.087569,1.000000
461,150.958931,9,1,147.121906,1.000000
462,147.525171,9,1,147.207569,1.000000
463,149.898247,9,1,147.196131,1.000000
464,147.525171,9,1,147.196131,1.000000
465,148.318937,9,1,147.164285,1.000000
466,150.958931,9,1,147.193450,1.000000
467,149.898247,9,1,147.182012,1.000000
468,147.525171,9,1,147.307053,1.000000
469,148.237141,9,1,147.320262,1.000000
470,147.525171,9,1,147.313143,1.000000
471,148.237141,9,1,147.285925,1.000000
472,144.660050,9,1,147.222936,1.000000
473,149.898247,9,1,147.239547,1.000000
474,150.442923,9,1,147.260787,1.000000
475,147.021108,9,1,147.255769,1.000000
476,150.958931,9,1,147.301082,1.000000
477,150.958931,9,1,147.335014,1.000000
478,151.041969,9,1,147.335544,1.000000
479,149.898247,9,1,147.444937,1.000000
480,148.836188,9,1,147.428870,1.000000
481,144.660050,9,1,147.400219,1.000000
482,151.041969,9,1,147.474788,1.000000
483,147.525171,9,1,147.474788,1.000000
484,150.958931,9,1,147.583881,1.000000
485,151.041969,9,1,147.658427,1.000000
486,147.525171,9,1,147.697828,1.000000
487,144.129773,9,1,147.650489,1.000000
488,149.898247,9,1,147.674036,1.000000
489,150.958931,9,1,147.684643,1.000000
490,148.863613,9,1,147.709003,1.000000
491,143.585097,9,1,147.658447,1.000000
492,149.409621,9,1,147.671845,1.000000
493,150.958931,9,1,147.729729,1.000000
494,149.409621,9,1,147.742865,1.000000
495,148.067596,9,1,147.771836,1.000000
496,147.021108,9,1,147.881623,1.000000
497,150.958931,9,1,147.881623,1.000000
498,139.836200,9,1,147.775829,1.000000
499,148.836188,9,1,147.754602,1.000000
500,150.958931,9,1,147.863695,1.000000
501,150.442923,9,1,147.892467,1.000000
502,150.958931,9,1,147.926827,1.000000
503,136.096062,9,1,147.812536,1.000000
504,147.543547,9,1,147.772935,1.000000
505,148.179100,9,1,147.774050,1.000000
506,150.958931,9,1,147.830445,1.000000
507,150.958931,9,1,147.864806,1.000000
508,151.503607,9,1,147.926648,1.000000
509,149.898247,9,1,147.916041,1.000000
510,147.565784,9,1,147.910738,1.000000
511,136.096062,9,1,147.908505,1.000000
512,150.958931,9,1,147.937133,1.000000
513,144.660050,9,1,147.908482,1.000000
