step,episode,loss,step_reward,epsilon,q_value,episode_reward,episode_length,avg_reward_100,success_rate
1,0,,27.681924,1.000000,-0.117296,27.681924,1,0.000000,0.000000
2,0,,31.075679,1.000000,-0.118619,58.757603,2,0.000000,0.000000
3,0,,12.429374,1.000000,-0.124410,71.186977,3,0.000000,0.000000
4,0,,16.953893,1.000000,0.040105,88.140870,4,0.000000,0.000000
5,0,,12.477780,1.000000,-0.065472,100.618650,5,0.000000,0.000000
6,0,,27.605577,1.000000,-0.015269,128.224227,6,0.000000,0.000000
7,0,,24.429715,1.000000,0.152587,152.653942,7,0.000000,0.000000
8,0,,1.330793,1.000000,0.191740,153.984735,8,0.000000,0.000000
9,0,,54.752148,1.000000,-0.009965,208.736884,9,0.000000,0.000000
10,1,,24.784509,1.000000,0.096249,24.784509,1,208.736884,1.000000
11,1,,-1.958730,1.000000,-0.109664,22.825779,2,208.736884,1.000000
12,1,,-8.532090,1.000000,-0.016038,14.293689,3,208.736884,1.000000
13,1,,8.892673,1.000000,-0.028641,23.186362,4,208.736884,1.000000
14,1,,18.943696,1.000000,-0.078548,42.130058,5,208.736884,1.000000
15,1,,16.552798,1.000000,-0.074691,58.682856,6,208.736884,1.000000
16,1,,21.155153,1.000000,-0.166553,79.838009,7,208.736884,1.000000
17,1,,19.843127,1.000000,0.223220,99.681136,8,208.736884,1.000000
18,1,,47.554666,1.000000,0.015055,147.235801,9,208.736884,1.000000
19,2,,35.835722,1.000000,-0.006478,35.835722,1,177.986342,1.000000
20,2,,14.545281,1.000000,0.174120,50.381003,2,177.986342,1.000000
21,2,,7.346310,1.000000,-0.002761,57.727313,3,177.986342,1.000000
22,2,,10.788732,1.000000,-0.014197,68.516045,4,177.986342,1.000000
23,2,,17.213539,1.000000,-0.074214,85.729584,5,177.986342,1.000000
24,2,,21.953850,1.000000,0.100910,107.683434,6,177.986342,1.000000
25,2,,17.889621,1.000000,0.035774,125.573054,7,177.986342,1.000000
26,2,,26.221157,1.000000,-0.086807,151.794211,8,177.986342,1.000000
27,2,,57.288148,1.000000,-0.210227,209.082358,9,177.986342,1.000000
28,3,,16.320050,1.000000,-0.008458,16.320050,1,188.351681,1.000000
29,3,,18.469577,1.000000,0.181314,34.789627,2,188.351681,1.000000
30,3,,14.656119,1.000000,-0.052686,49.445747,3,188.351681,1.000000
31,3,,31.049098,1.000000,0.117527,80.494844,4,188.351681,1.000000
32,3,,15.303680,1.000000,-0.034582,95.798524,5,188.351681,1.000000
33,3,,5.106000,1.000000,-0.056307,100.904524,6,188.351681,1.000000
34,3,,13.577508,1.000000,-0.140647,114.482032,7,188.351681,1.000000
35,3,,17.606668,1.000000,-0.232520,132.088701,8,188.351681,1.000000
36,3,,54.838136,1.000000,0.003782,186.926836,9,188.351681,1.000000
37,4,,14.374195,1.000000,0.090895,14.374195,1,187.995470,1.000000
38,4,,27.122258,1.000000,-0.032257,41.496453,2,187.995470,1.000000
39,4,,14.853435,1.000000,-0.059481,56.349888,3,187.995470,1.000000
40,4,,28.954416,1.000000,-0.132569,85.304304,4,187.995470,1.000000
41,4,,19.060312,1.000000,0.042088,104.364616,5,187.995470,1.000000
42,4,,20.113932,1.000000,-0.131656,124.478548,6,187.995470,1.000000
43,4,,16.008549,1.000000,-0.046146,140.487097,7,187.995470,1.000000
44,4,,11.139976,1.000000,0.074139,151.627073,8,187.995470,1.000000
45,4,,47.386898,1.000000,-0.041603,199.013971,9,187.995470,1.000000
46,5,,8.346154,1.000000,-0.065089,8.346154,1,190.199170,1.000000
47,5,,17.641379,1.000000,0.014490,25.987533,2,190.199170,1.000000
48,5,,15.767841,1.000000,0.098916,41.755374,3,190.199170,1.000000
49,5,,24.201886,1.000000,0.055143,65.957260,4,190.199170,1.000000
50,5,,11.693321,1.000000,0.074161,77.650581,5,190.199170,1.000000
51,5,,14.375221,1.000000,-0.079740,92.025802,6,190.199170,1.000000
52,5,,2.291498,1.000000,-0.111740,94.317300,7,190.199170,1.000000
53,5,,25.007112,1.000000,-0.197663,119.324412,8,190.199170,1.000000
54,5,,54.820858,1.000000,-0.125338,174.145270,9,190.199170,1.000000
55,6,,20.748990,1.000000,-0.015651,20.748990,1,187.523520,1.000000
56,6,,22.158457,1.000000,0.113756,42.907447,2,187.523520,1.000000
57,6,,28.506380,1.000000,0.088164,71.413827,3,187.523520,1.000000
58,6,,0.741095,1.000000,-0.103204,72.154922,4,187.523520,1.000000
59,6,,0.155692,1.000000,-0.127621,72.310614,5,187.523520,1.000000
60,6,,26.495373,1.000000,-0.006236,98.805987,6,187.523520,1.000000
61,6,,7.264633,1.000000,-0.123365,106.070620,7,187.523520,1.000000
62,6,,28.034381,1.000000,0.139944,134.105001,8,187.523520,1.000000
63,6,,56.379779,1.000000,-0.031492,190.484780,9,187.523520,1.000000
64,7,,8.554308,1.000000,-0.112495,8.554308,1,187.946557,1.000000
65,7,,26.255854,1.000000,-0.035081,34.810162,2,187.946557,1.000000
66,7,,16.027268,1.000000,0.195403,50.837429,3,187.946557,1.000000
67,7,,10.940802,1.000000,-0.068904,61.778231,4,187.946557,1.000000
68,7,,21.728716,1.000000,-0.017288,83.506948,5,187.946557,1.000000
69,7,,31.027022,1.000000,-0.017248,114.533970,6,187.946557,1.000000
70,7,,31.846114,1.000000,-0.058112,146.380084,7,187.946557,1.000000
71,7,,0.347568,1.000000,-0.056817,146.727652,8,187.946557,1.000000
72,7,,54.855234,1.000000,0.009323,201.582886,9,187.946557,1.000000
73,8,,30.992251,1.000000,-0.087114,30.992251,1,189.651098,1.000000
74,8,,17.567221,1.000000,0.047041,48.559473,2,189.651098,1.000000
75,8,,12.230546,1.000000,0.154273,60.790019,3,189.651098,1.000000
76,8,,-1.316335,1.000000,0.121319,59.473684,4,189.651098,1.000000
77,8,,12.922308,1.000000,-0.122724,72.395992,5,189.651098,1.000000
78,8,,22.538296,1.000000,-0.095328,94.934289,6,189.651098,1.000000
79,8,,19.256302,1.000000,-0.052367,114.190591,7,189.651098,1.000000
80,8,,14.486936,1.000000,-0.074017,128.677527,8,189.651098,1.000000
81,8,,60.243813,1.000000,-0.047065,188.921340,9,189.651098,1.000000
82,9,,19.951000,1.000000,-0.032813,19.951000,1,189.570014,1.000000
83,9,,31.080134,1.000000,0.147209,51.031134,2,189.570014,1.000000
84,9,,13.262395,1.000000,-0.010237,64.293529,3,189.570014,1.000000
85,9,,21.145700,1.000000,-0.168778,85.439230,4,189.570014,1.000000
86,9,,28.027802,1.000000,-0.003925,113.467032,5,189.570014,1.000000
87,9,,28.089997,1.000000,-0.043930,141.557029,6,189.570014,1.000000
88,9,,3.995460,1.000000,0.119237,145.552489,7,189.570014,1.000000
89,9,,16.933539,1.000000,-0.096633,162.486028,8,189.570014,1.000000
90,9,,40.975723,1.000000,-0.035305,203.461751,9,189.570014,1.000000
91,10,,11.805044,1.000000,-0.109661,11.805044,1,190.959188,1.000000
92,10,,22.323158,1.000000,0.013171,34.128201,2,190.959188,1.000000
93,10,,19.454566,1.000000,-0.091403,53.582768,3,190.959188,1.000000
94,10,,31.123589,1.000000,0.055574,84.706357,4,190.959188,1.000000
95,10,,19.643751,1.000000,0.133087,104.350108,5,190.959188,1.000000
96,10,,24.658126,1.000000,-0.089804,129.008234,6,190.959188,1.000000
97,10,,27.847546,1.000000,-0.111522,156.855780,7,190.959188,1.000000
98,10,,27.493161,1.000000,0.133344,184.348941,8,190.959188,1.000000
99,10,,56.225268,1.000000,-0.035101,240.574209,9,190.959188,1.000000
100,11,,27.541966,1.000000,-0.141427,27.541966,1,195.469644,1.000000
101,11,,31.062486,1.000000,-0.014640,58.604452,2,195.469644,1.000000
102,11,,1.100687,1.000000,-0.070005,59.705140,3,195.469644,1.000000
103,11,,-2.712788,1.000000,-0.050782,56.992352,4,195.469644,1.000000
104,11,,21.523487,1.000000,0.107515,78.515839,5,195.469644,1.000000
105,11,,10.383896,1.000000,-0.121133,88.899734,6,195.469644,1.000000
106,11,,15.846378,1.000000,-0.057330,104.746112,7,195.469644,1.000000
107,11,,24.996568,1.000000,0.120094,129.742681,8,195.469644,1.000000
108,11,,65.144132,1.000000,-0.040225,194.886812,9,195.469644,1.000000
109,12,,19.932681,1.000000,-0.040355,19.932681,1,195.421075,1.000000
110,12,,0.990130,1.000000,-0.024277,20.922811,2,195.421075,1.000000
111,12,,23.048257,1.000000,-0.061213,43.971067,3,195.421075,1.000000
112,12,,10.741651,1.000000,-0.023585,54.712719,4,195.421075,1.000000
113,12,,12.523009,1.000000,-0.052821,67.235727,5,195.421075,1.000000
114,12,,14.312957,1.000000,0.058777,81.548684,6,195.421075,1.000000
115,12,,21.476556,1.000000,-0.086257,103.025241,7,195.421075,1.000000
116,12,,31.227323,1.000000,-0.002633,134.252563,8,195.421075,1.000000
117,12,,69.403175,1.000000,0.151170,203.655738,9,195.421075,1.000000
118,13,,31.795915,1.000000,-0.089826,31.795915,1,196.054511,1.000000
119,13,,27.794518,1.000000,0.109298,59.590433,2,196.054511,1.000000
120,13,,15.671133,1.000000,0.011945,75.261566,3,196.054511,1.000000
121,13,,19.828873,1.000000,-0.115424,95.090439,4,196.054511,1.000000
122,13,,14.179932,1.000000,0.088306,109.270371,5,196.054511,1.000000
123,13,,25.879083,1.000000,-0.065199,135.149454,6,196.054511,1.000000
124,13,,3.011783,1.000000,0.141617,138.161237,7,196.054511,1.000000
125,13,,27.489848,1.000000,-0.041045,165.651085,8,196.054511,1.000000
126,13,,58.653883,1.000000,-0.073333,224.304968,9,196.054511,1.000000
127,14,,24.003932,1.000000,-0.071089,24.003932,1,198.072400,1.000000
128,14,,21.434654,1.000000,-0.051074,45.438586,2,198.072400,1.000000
129,14,,17.524933,1.000000,-0.084555,62.963519,3,198.072400,1.000000
130,14,,15.775491,1.000000,-0.130253,78.739010,4,198.072400,1.000000
131,14,,22.305366,1.000000,0.133803,101.044376,5,198.072400,1.000000
132,14,,5.815824,1.000000,-0.087746,106.860199,6,198.072400,1.000000
133,14,,14.355398,1.000000,-0.058924,121.215597,7,198.072400,1.000000
134,14,,21.422651,1.000000,0.171930,142.638248,8,198.072400,1.000000
135,14,,60.171323,1.000000,-0.016023,202.809571,9,198.072400,1.000000
136,15,,27.733155,1.000000,-0.022826,27.733155,1,198.388212,1.000000
137,15,,13.269393,1.000000,-0.035126,41.002548,2,198.388212,1.000000
138,15,,24.583644,1.000000,-0.165410,65.586192,3,198.388212,1.000000
139,15,,19.606798,1.000000,0.184316,85.192990,4,198.388212,1.000000
140,15,,27.597737,1.000000,0.123095,112.790727,5,198.388212,1.000000
141,15,,18.374236,1.000000,-0.151082,131.164964,6,198.388212,1.000000
142,15,,9.654967,1.000000,0.063965,140.819930,7,198.388212,1.000000
143,15,,10.719281,1.000000,-0.136057,151.539211,8,198.388212,1.000000
144,15,,61.080228,1.000000,-0.016987,212.619439,9,198.388212,1.000000
145,16,,17.652457,1.000000,-0.110606,17.652457,1,199.277663,1.000000
146,16,,12.715802,1.000000,-0.030127,30.368258,2,199.277663,1.000000
147,16,,10.669120,1.000000,-0.114733,41.037379,3,199.277663,1.000000
148,16,,18.970124,1.000000,-0.030081,60.007503,4,199.277663,1.000000
149,16,,19.099855,1.000000,-0.009960,79.107358,5,199.277663,1.000000
150,16,,25.017428,1.000000,-0.039954,104.124786,6,199.277663,1.000000
151,16,,8.986406,1.000000,0.213541,113.111192,7,199.277663,1.000000
152,16,,20.125868,1.000000,0.106433,133.237060,8,199.277663,1.000000
153,16,,57.274571,1.000000,-0.117217,190.511631,9,199.277663,1.000000
154,17,,30.433473,1.000000,-0.122242,30.433473,1,198.762015,1.000000
155,17,,16.489005,1.000000,-0.124410,46.922478,2,198.762015,1.000000
156,17,,24.893412,1.000000,0.204369,71.815890,3,198.762015,1.000000
157,17,,2.250349,1.000000,0.075443,74.066239,4,198.762015,1.000000
158,17,,8.604671,1.000000,0.069645,82.670909,5,198.762015,1.000000
159,17,,19.010000,1.000000,-0.083649,101.680909,6,198.762015,1.000000
160,17,,24.523102,1.000000,-0.107001,126.204011,7,198.762015,1.000000
161,17,,17.655410,1.000000,-0.139153,143.859421,8,198.762015,1.000000
162,17,,56.230141,1.000000,-0.045132,200.089562,9,198.762015,1.000000
163,18,,28.137378,1.000000,0.163167,28.137378,1,198.835767,1.000000
164,18,,6.713929,1.000000,-0.039357,34.851308,2,198.835767,1.000000
165,18,,11.747579,1.000000,-0.093450,46.598887,3,198.835767,1.000000
166,18,,27.567148,1.000000,-0.046356,74.166035,4,198.835767,1.000000
167,18,,15.650849,1.000000,-0.114754,89.816884,5,198.835767,1.000000
168,18,,3.572633,1.000000,-0.006875,93.389517,6,198.835767,1.000000
169,18,,11.541015,1.000000,0.005338,104.930532,7,198.835767,1.000000
170,18,,12.410123,1.000000,0.020487,117.340654,8,198.835767,1.000000
171,18,,60.737214,1.000000,-0.074823,178.077869,9,198.835767,1.000000
172,19,,19.343474,1.000000,-0.120573,19.343474,1,197.743246,1.000000
173,19,,21.659296,1.000000,0.140752,41.002770,2,197.743246,1.000000
174,19,,18.051375,1.000000,-0.107523,59.054145,3,197.743246,1.000000
175,19,,28.842503,1.000000,-0.047220,87.896649,4,197.743246,1.000000
176,19,,20.727143,1.000000,0.019183,108.623791,5,197.743246,1.000000
177,19,,1.415126,1.000000,-0.061383,110.038918,6,197.743246,1.000000
178,19,,16.322397,1.000000,-0.081107,126.361314,7,197.743246,1.000000
179,19,,21.132325,1.000000,-0.007512,147.493639,8,197.743246,1.000000
180,19,,62.455997,1.000000,0.064137,209.949636,9,197.743246,1.000000
181,20,,28.673304,1.000000,-0.075572,28.673304,1,198.353566,1.000000
182,20,,28.279683,1.000000,-0.051896,56.952987,2,198.353566,1.000000
183,20,,26.696215,1.000000,-0.079853,83.649202,3,198.353566,1.000000
184,20,,19.774610,1.000000,0.175090,103.423812,4,198.353566,1.000000
185,20,,3.157751,1.000000,-0.058191,106.581563,5,198.353566,1.000000
186,20,,13.353218,1.000000,0.033599,119.934781,6,198.353566,1.000000
187,20,,16.817782,1.000000,-0.189111,136.752562,7,198.353566,1.000000
188,20,,26.674148,1.000000,0.098537,163.426711,8,198.353566,1.000000
189,20,,51.802491,1.000000,-0.092330,215.229202,9,198.353566,1.000000
190,21,,12.999072,1.000000,0.169797,12.999072,1,199.157167,1.000000
191,21,,-0.664442,1.000000,-0.067460,12.334630,2,199.157167,1.000000
192,21,,24.651850,1.000000,-0.067921,36.986480,3,199.157167,1.000000
193,21,,18.162013,1.000000,-0.002829,55.148493,4,199.157167,1.000000
194,21,,28.972630,1.000000,-0.048611,84.121123,5,199.157167,1.000000
195,21,,19.188395,1.000000,-0.056186,103.309518,6,199.157167,1.000000
196,21,,16.823579,1.000000,-0.094202,120.133097,7,199.157167,1.000000
197,21,,2.434376,1.000000,-0.024627,122.567474,8,199.157167,1.000000
198,21,,54.761085,1.000000,0.057024,177.328558,9,199.157167,1.000000
199,22,,18.788064,1.000000,-0.007591,18.788064,1,198.164958,1.000000
200,22,,7.637036,1.000000,-0.130365,26.425100,2,198.164958,1.000000
201,22,,3.433257,1.000000,-0.083702,29.858357,3,198.164958,1.000000
202,22,,10.708938,1.000000,-0.056979,40.567295,4,198.164958,1.000000
203,22,,27.434134,1.000000,-0.166325,68.001429,5,198.164958,1.000000
204,22,,21.817027,1.000000,0.078791,89.818456,6,198.164958,1.000000
205,22,,26.233938,1.000000,0.116724,116.052394,7,198.164958,1.000000
206,22,,23.963410,1.000000,-0.006875,140.015805,8,198.164958,1.000000
207,22,,67.502726,1.000000,0.150151,207.518531,9,198.164958,1.000000
208,23,,21.546221,1.000000,-0.000266,21.546221,1,198.571635,1.000000
209,23,,15.366675,1.000000,-0.005325,36.912896,2,198.571635,1.000000
210,23,,23.780201,1.000000,0.123383,60.693096,3,198.571635,1.000000
211,23,,20.849068,1.000000,-0.168679,81.542164,4,198.571635,1.000000
212,23,,31.002197,1.000000,-0.091212,112.544361,5,198.571635,1.000000
213,23,,7.334090,1.000000,0.009247,119.878451,6,198.571635,1.000000
214,23,,19.363628,1.000000,0.169401,139.242079,7,198.571635,1.000000
215,23,,18.058018,1.000000,-0.088299,157.300097,8,198.571635,1.000000
216,23,,69.434218,1.000000,-0.014829,226.734314,9,198.571635,1.000000
217,24,,10.089843,1.000000,-0.006655,10.089843,1,199.745080,1.000000
218,24,,19.906610,1.000000,-0.097938,29.996453,2,199.745080,1.000000
219,24,,24.598099,1.000000,0.160386,54.594553,3,199.745080,1.000000
220,24,,30.993612,1.000000,-0.090596,85.588165,4,199.745080,1.000000
221,24,,16.465852,1.000000,-0.188654,102.054017,5,199.745080,1.000000
222,24,,19.944593,1.000000,-0.026084,121.998610,6,199.745080,1.000000
223,24,,28.167272,1.000000,-0.069800,150.165883,7,199.745080,1.000000
224,24,,3.196065,1.000000,0.137190,153.361948,8,199.745080,1.000000
225,24,,61.207336,1.000000,-0.045153,214.569284,9,199.745080,1.000000
226,25,,10.965554,1.000000,-0.118538,10.965554,1,200.338048,1.000000
227,25,,20.670967,1.000000,0.068745,31.636521,2,200.338048,1.000000
228,25,,26.454049,1.000000,0.163217,58.090570,3,200.338048,1.000000
229,25,,27.755829,1.000000,-0.040464,85.846400,4,200.338048,1.000000
230,25,,27.067220,1.000000,-0.041575,112.913619,5,200.338048,1.000000
231,25,,19.856392,1.000000,0.172051,132.770011,6,200.338048,1.000000
232,25,,4.135829,1.000000,-0.081867,136.905840,7,200.338048,1.000000
233,25,,16.052202,1.000000,-0.045559,152.958042,8,200.338048,1.000000
234,25,,55.960057,1.000000,-0.150674,208.918098,9,200.338048,1.000000
235,26,,16.199199,1.000000,0.157911,16.199199,1,200.668050,1.000000
236,26,,27.091684,1.000000,-0.037473,43.290883,2,200.668050,1.000000
237,26,,19.749577,1.000000,-0.146000,63.040460,3,200.668050,1.000000
238,26,,27.114275,1.000000,-0.060253,90.154735,4,200.668050,1.000000
239,26,,14.597850,1.000000,-0.141256,104.752586,5,200.668050,1.000000
240,26,,16.532892,1.000000,-0.104911,121.285478,6,200.668050,1.000000
241,26,,3.789399,1.000000,0.037119,125.074877,7,200.668050,1.000000
242,26,,22.223330,1.000000,0.085602,147.298207,8,200.668050,1.000000
243,26,,40.622314,1.000000,-0.060405,187.920521,9,200.668050,1.000000
244,27,,12.665374,1.000000,-0.015798,12.665374,1,200.195919,1.000000
245,27,,-9.485991,1.000000,-0.129095,3.179383,2,200.195919,1.000000
246,27,,17.468797,1.000000,0.057443,20.648179,3,200.195919,1.000000
247,27,,28.019086,1.000000,-0.205345,48.667265,4,200.195919,1.000000
248,27,,13.080406,1.000000,0.209252,61.747671,5,200.195919,1.000000
249,27,,21.522311,1.000000,-0.013582,83.269982,6,200.195919,1.000000
250,27,,28.998992,1.000000,-0.133281,112.268974,7,200.195919,1.000000
251,27,,19.830202,1.000000,-0.033095,132.099177,8,200.195919,1.000000
252,27,,65.315543,1.000000,0.102979,197.414719,9,200.195919,1.000000
253,28,,25.685789,1.000000,-0.107581,25.685789,1,200.096591,1.000000
254,28,,12.372024,1.000000,0.024842,38.057813,2,200.096591,1.000000
255,28,,28.069800,1.000000,-0.046982,66.127613,3,200.096591,1.000000
256,28,,17.685680,1.000000,-0.093077,83.813293,4,200.096591,1.000000
257,28,,28.912504,1.000000,-0.048616,112.725797,5,200.096591,1.000000
258,28,,8.468305,1.000000,0.088073,121.194102,6,200.096591,1.000000
259,28,,13.888017,1.000000,-0.070479,135.082119,7,200.096591,1.000000
260,28,,13.736315,1.000000,0.102430,148.818434,8,200.096591,1.000000
261,28,,66.724637,1.000000,-0.099894,215.543071,9,200.096591,1.000000
262,29,,28.028775,1.000000,-0.051357,28.028775,1,200.629228,1.000000
263,29,,21.544612,1.000000,0.118564,49.573388,2,200.629228,1.000000
264,29,,25.984581,1.000000,0.003965,75.557969,3,200.629228,1.000000
265,29,,13.899321,1.000000,-0.110102,89.457290,4,200.629228,1.000000
266,29,,12.684609,1.000000,-0.110447,102.141899,5,200.629228,1.000000
267,29,,9.131377,1.000000,-0.089018,111.273276,6,200.629228,1.000000
268,29,,2.215319,1.000000,0.130522,113.488595,7,200.629228,1.000000
269,29,,19.833206,1.000000,-0.089834,133.321801,8,200.629228,1.000000
270,29,,47.761753,1.000000,0.020984,181.083554,9,200.629228,1.000000
271,30,,9.740822,1.000000,-0.071713,9.740822,1,199.977706,1.000000
272,30,,31.063363,1.000000,0.043915,40.804185,2,199.977706,1.000000
273,30,,15.974578,1.000000,-0.050248,56.778763,3,199.977706,1.000000
274,30,,17.688381,1.000000,0.160373,74.467144,4,199.977706,1.000000
275,30,,14.621150,1.000000,-0.038859,89.088294,5,199.977706,1.000000
276,30,,27.569738,1.000000,0.048908,116.658032,6,199.977706,1.000000
277,30,,12.454573,1.000000,-0.162690,129.112604,7,199.977706,1.000000
