episode,total_reward,length,success,avg_reward_100,success_rate_100
603,130.019593,6,1,137.735598,1.000000
604,139.105863,6,1,137.826461,1.000000
605,139.105863,6,1,137.826461,1.000000
606,139.105863,6,1,137.824966,1.000000
607,133.440021,6,1,137.768307,1.000000
608,139.255422,6,1,137.768307,1.000000
609,139.255422,6,1,137.768307,1.000000
610,130.019593,6,1,137.677444,1.000000
611,139.255422,6,1,137.677444,1.000000
612,139.105863,6,1,137.677444,1.000000
613,139.255422,6,1,137.769803,1.000000
614,139.255422,6,1,137.769803,1.000000
615,139.105863,6,1,137.769803,1.000000
616,139.105863,6,1,137.768307,1.000000
617,139.255422,6,1,137.860665,1.000000
618,139.255422,6,1,137.860665,1.000000
619,139.105863,6,1,137.859170,1.000000
620,139.255422,6,1,137.860665,1.000000
621,139.255422,6,1,137.860665,1.000000
622,139.105863,6,1,137.953024,1.000000
623,139.105863,6,1,137.953024,1.000000
624,139.105863,6,1,137.953024,1.000000
625,139.105863,6,1,137.951528,1.000000
626,139.255422,6,1,137.953024,1.000000
627,139.105863,6,1,137.951528,1.000000
628,139.255422,6,1,137.951528,1.000000
629,139.105863,6,1,137.951528,1.000000
630,133.540936,6,1,137.894383,1.000000
631,133.589580,6,1,137.837725,1.000000
632,139.255422,6,1,137.837725,1.000000
633,139.105863,6,1,137.837725,1.000000
634,139.105863,6,1,137.836229,1.000000
635,129.870034,6,1,137.743871,1.000000
636,139.255422,6,1,137.743871,1.000000
637,139.255422,6,1,137.802025,1.000000
638,139.255422,6,1,137.802025,1.000000
639,139.255422,6,1,137.802025,1.000000
640,139.255422,6,1,137.802025,1.000000
641,139.255422,6,1,137.803521,1.000000
642,139.255422,6,1,137.803521,1.000000
643,139.105863,6,1,137.802025,1.000000
644,139.255422,6,1,137.894383,1.000000
645,139.105863,6,1,137.894383,1.000000
646,139.255422,6,1,137.986742,1.000000
647,139.105863,6,1,137.985246,1.000000
648,139.105863,6,1,137.983750,1.000000
649,139.255422,6,1,138.076109,1.000000
650,139.255422,6,1,138.076109,1.000000
651,130.019593,6,1,137.985246,1.000000
652,130.019593,6,1,137.892888,1.000000
653,139.105863,6,1,137.949546,1.000000
654,139.105863,6,1,137.949546,1.000000
655,139.255422,6,1,137.949546,1.000000
656,139.105863,6,1,137.948050,1.000000
657,139.105863,6,1,138.004709,1.000000
658,139.255422,6,1,138.004709,1.000000
659,139.105863,6,1,138.003213,1.000000
