episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,timestamp,cube_0_final_dist,cube_1_final_dist,cube_2_final_dist,cube_3_final_dist,cube_4_final_dist,cube_5_final_dist,cube_6_final_dist,cube_7_final_dist,cube_8_final_dist
1,14.553065692954817,10,5,-0.2234671535225905,-0.446934307045181,2026-01-14T23:16:45.087536,0.5940648317337036,0.4159320592880249,0.42910417914390564,0.3907851576805115,0.5230323076248169,0.4961242079734802,0.6754493117332458,0.6464619636535645,0.2887502610683441
2,11.19583019472868,9,5,-0.15208490263565916,-0.3041698052713183,2026-01-14T23:16:50.462500,0.3973827362060547,0.7008898854255676,0.31180718541145325,0.516829788684845,0.3991076946258545,0.666267991065979,0.527696967124939,0.6464619636535645,0.41965827345848083
3,11.646532249437001,9,5,-0.17673387528149953,-0.35346775056299906,2026-01-14T23:18:36.198993,0.31696629524230957,0.4635470509529114,0.39563247561454773,0.5045801997184753,0.70972740650177,0.3907851576805115,0.5496904253959656,0.5940648317337036,0.6464619636535645
4,13.146831350894656,9,5,-0.17658432455267215,-0.3531686491053443,2026-01-14T23:18:42.186646,0.30481642484664917,0.3907851576805115,0.41368570923805237,0.40277931094169617,0.26041141152381897,0.5940648317337036,0.666267991065979,0.6464619636535645,0.5434036254882812
5,14.808065224022679,9,5,0.40403261201133983,0.8080652240226797,2026-01-14T23:18:47.792325,0.3782908022403717,0.5911248326301575,0.41965827345848083,0.6452745199203491,0.5413991808891296,0.3907851576805115,0.516829788684845,0.30481642484664917,0.49066662788391113
6,8.039904739230682,4,4,0.019952369615341192,0.039904739230682384,2026-01-14T23:19:44.848420,0.5468446016311646,0.3907851576805115,0.38555845618247986,0.7088884711265564,0.29295891523361206,0.666267991065979,0.5807337164878845,0.3973827362060547,0.6464619636535645
