step,episode,loss_ddqn,loss_masac,loss_cvd,q_value_ddqn,q_overestimation_ddqn,epsilon_ddqn,epsilon_masac,reward_total,reward_agent1,reward_agent2,episode_reward,episode_length,episode_reshuffles,cubes_picked,avg_reward_100,success_rate
303,30,,,,0.099355,-27.965965,0.218974,0.109487,28.065320,28.065320,0.000000,65.769674,14,5,7,245.922602,0.969349
304,30,,,,0.083262,25.083262,0.217880,0.108940,-25.000000,-25.000000,0.000000,40.769674,15,5,7,245.922602,0.969349
305,30,,,,0.050924,25.050924,0.216790,0.108395,-25.000000,-25.000000,0.000000,15.769674,16,5,7,245.922602,0.969349
306,30,,,,0.076448,25.076448,0.215706,0.107853,-25.000000,-25.000000,0.000000,-9.230326,17,5,7,245.922602,0.969349
307,30,,,,0.061591,25.061591,0.214628,0.107314,-25.000000,-25.000000,0.000000,-34.230326,18,5,7,245.922602,0.969349
308,30,,,,0.055364,25.055364,0.213555,0.106777,-25.000000,-25.000000,0.000000,-59.230326,19,5,7,245.922602,0.969349
309,30,,,,0.042368,25.042368,0.212487,0.106243,-25.000000,-25.000000,0.000000,-84.230326,20,5,7,245.922602,0.969349
310,30,,,,0.112318,25.112318,0.211424,0.105712,-25.000000,-25.000000,0.000000,-109.230326,21,5,7,245.922602,0.969349
311,30,,,,0.061889,25.061889,0.210367,0.105184,-25.000000,-25.000000,0.000000,-134.230326,22,5,7,245.922602,0.969349
312,30,,,,0.059939,25.059939,0.209315,0.104658,-25.000000,-25.000000,0.000000,-159.230326,23,5,7,245.922602,0.969349
313,30,,,,0.045784,25.045784,0.208269,0.104134,-25.000000,-25.000000,0.000000,-184.230326,24,5,7,245.922602,0.969349
314,30,,,,0.071915,25.071915,0.207227,0.103614,-25.000000,-25.000000,0.000000,-209.230326,25,5,7,245.922602,0.969349
315,30,,,,0.065486,25.065486,0.206191,0.103096,-25.000000,-25.000000,0.000000,-234.230326,26,5,7,245.922602,0.969349
316,30,,,,0.077530,25.077530,0.205160,0.102580,-25.000000,-25.000000,0.000000,-259.230326,27,5,7,245.922602,0.969349
317,30,,,,0.073372,25.073372,0.204135,0.102067,-25.000000,-25.000000,0.000000,-284.230326,28,5,7,245.922602,0.969349
318,30,,,,0.090904,25.090904,0.203114,0.101557,-25.000000,-25.000000,0.000000,-309.230326,29,5,7,245.922602,0.969349
319,30,,,,0.079154,-51.554999,0.202098,0.101049,51.634154,51.634154,0.000000,-257.596172,30,5,8,245.922602,0.969349
320,31,1329.843262,3298.106241,1349.090088,0.111383,-43.920119,0.201088,0.100544,44.031503,4.602571,39.428932,44.031503,1,1,1,229.138643,0.966667
321,31,1494.472290,2952.084153,1571.364502,0.110345,1.892438,0.200082,0.100041,-1.782093,8.217907,-10.000000,42.249410,2,2,2,229.138643,0.966667
322,31,1427.150391,3302.189311,1309.680542,0.164677,-50.338469,0.199082,0.099541,50.503146,7.255475,43.247671,92.752556,3,3,3,229.138643,0.966667
323,31,1395.200684,3660.236583,1296.505615,0.252200,-54.839796,0.198087,0.099043,55.091996,15.353102,39.738894,147.844552,4,4,4,229.138643,0.966667
324,31,1446.063232,2993.743371,1424.197998,0.360896,-9.130678,0.197096,0.098548,9.491575,9.491575,0.000000,157.336127,5,5,5,229.138643,0.966667
325,31,1531.612549,2548.536583,1396.374634,0.401690,-7.687091,0.196111,0.098055,8.088781,8.088781,0.000000,165.424908,6,5,6,229.138643,0.966667
326,31,1082.283691,2327.026289,1446.606201,0.477700,-7.028509,0.195130,0.097565,7.506209,7.506209,0.000000,172.931117,7,5,7,229.138643,0.966667
327,31,1311.631836,3317.797646,1148.124512,0.393320,-25.764770,0.194154,0.097077,26.158089,26.158089,0.000000,199.089206,8,5,8,229.138643,0.966667
328,31,1360.261230,3030.520527,897.695923,0.445446,-60.090689,0.193184,0.096592,60.536135,60.536135,0.000000,259.625341,9,5,9,229.138643,0.966667
329,32,1154.271973,2883.771533,1053.742920,0.718439,-46.055455,0.192218,0.096109,46.773894,7.254850,39.519045,46.773894,1,1,1,230.122085,0.967742
330,32,1578.518799,2682.259247,1780.747070,0.734687,-48.227252,0.191257,0.095628,48.961940,7.980494,40.981445,95.735834,2,2,2,230.122085,0.967742
331,32,1108.848755,3267.748800,1325.000244,0.851204,-15.026424,0.190300,0.095150,15.877628,15.877628,0.000000,111.613462,3,3,3,230.122085,0.967742
332,32,1233.029297,2847.183108,1464.877441,1.011794,-2.731654,0.189349,0.094674,3.743448,3.743448,0.000000,115.356909,4,4,4,230.122085,0.967742
333,32,1156.120605,3095.560633,1162.223755,1.112568,-48.109083,0.188402,0.094201,49.221651,8.210959,41.010692,164.578560,5,5,5,230.122085,0.967742
334,32,1274.360352,2804.322581,1225.514648,1.197428,-23.205694,0.187460,0.093730,24.403122,24.403122,0.000000,188.981682,6,5,6,230.122085,0.967742
335,32,1281.694946,2452.466174,1103.175903,1.236869,-7.440836,0.186523,0.093261,8.677705,8.677705,0.000000,197.659387,7,5,7,230.122085,0.967742
336,32,1107.159302,2291.628664,1311.494995,1.041908,-18.515675,0.185590,0.092795,19.557583,19.557583,0.000000,217.216970,8,5,8,230.122085,0.967742
337,32,1228.288452,2987.877339,1413.068115,1.157525,-58.349102,0.184662,0.092331,59.506627,59.506627,0.000000,276.723597,9,5,9,230.122085,0.967742
338,33,1343.504150,2601.376609,1595.926758,1.994188,-26.030850,0.183739,0.091869,28.025039,4.134629,23.890409,28.025039,1,1,1,231.578382,0.968750
339,33,1297.084106,2318.550439,1334.964722,1.792230,-45.608851,0.182820,0.091410,47.401080,6.953620,40.447460,75.426119,2,2,2,231.578382,0.968750
340,33,991.592651,3389.433958,957.127930,2.384007,-4.170346,0.181906,0.090953,6.554353,16.554353,-10.000000,81.980472,3,3,3,231.578382,0.968750
341,33,952.348755,2461.836527,1200.503784,2.586502,-3.870338,0.180997,0.090498,6.456839,16.456839,-10.000000,88.437311,4,4,4,231.578382,0.968750
342,33,859.406494,3218.757759,1158.997192,2.624541,-13.422451,0.180092,0.090046,16.046991,16.046991,0.000000,104.484303,5,5,5,231.578382,0.968750
343,33,1346.407471,2664.136099,1239.740479,3.001553,-13.192357,0.179191,0.089596,16.193910,16.193910,0.000000,120.678213,6,5,6,231.578382,0.968750
344,33,1314.621826,2587.867526,1220.476807,3.274363,-1.883561,0.178295,0.089148,5.157923,5.157923,0.000000,125.836136,7,5,7,231.578382,0.968750
345,33,1287.310547,2487.747713,1245.945068,3.589152,-3.689557,0.177404,0.088702,7.278709,7.278709,0.000000,133.114845,8,5,8,231.578382,0.968750
346,33,1103.047729,2802.979845,1129.571899,2.810061,-57.166469,0.176517,0.088258,59.976530,59.976530,0.000000,193.091374,9,5,9,231.578382,0.968750
347,34,1240.182251,3309.370919,1388.270264,4.570082,-49.551535,0.175634,0.087817,54.121617,13.088077,41.033540,54.121617,1,1,1,230.412109,0.969697
348,34,893.525757,2218.443614,1298.480835,4.697378,-48.723775,0.174756,0.087378,53.421153,12.440156,40.980996,107.542770,2,2,2,230.412109,0.969697
349,34,1199.346313,2853.211866,1538.124268,5.439429,30.439429,0.173882,0.086941,-25.000000,-25.000000,0.000000,82.542770,3,3,2,230.412109,0.969697
350,34,936.459229,2915.343931,1032.753418,6.123694,31.123694,0.173013,0.086506,-25.000000,-25.000000,0.000000,57.542770,4,4,2,230.412109,0.969697
351,34,1180.127197,2465.312170,1196.389404,5.646150,-42.943319,0.172148,0.086074,48.589470,7.982834,40.606636,106.132239,5,5,3,230.412109,0.969697
352,34,1193.892334,2888.396304,1305.337280,7.025020,-0.975145,0.171287,0.085644,8.000164,8.000164,0.000000,114.132404,6,5,4,230.412109,0.969697
353,34,942.950562,2264.777018,1348.971436,7.751482,3.937817,0.170431,0.085215,3.813664,3.813664,0.000000,117.946068,7,5,5,230.412109,0.969697
354,34,1164.708008,2810.487869,1585.991455,8.253073,33.253073,0.169578,0.084789,-25.000000,-25.000000,0.000000,92.946068,8,5,5,230.412109,0.969697
355,34,1068.147217,2078.458495,1260.028809,9.256967,2.367812,0.168731,0.084365,6.889154,6.889154,0.000000,99.835222,9,5,6,230.412109,0.969697
356,34,1094.448364,1939.121276,1481.380859,8.502151,33.502151,0.167887,0.083943,-25.000000,-25.000000,0.000000,74.835222,10,5,6,230.412109,0.969697
357,34,851.549805,1956.337045,1330.145996,10.601544,-5.266048,0.167047,0.083524,15.867592,15.867592,0.000000,90.702815,11,5,7,230.412109,0.969697
358,34,1109.752319,1997.907951,1314.988892,10.315268,-50.321223,0.166212,0.083106,60.636490,60.636490,0.000000,151.339305,12,5,8,230.412109,0.969697
359,35,944.257690,1930.915227,1207.280518,11.423732,-36.825013,0.165381,0.082691,48.248745,7.525219,40.723527,48.248745,1,1,1,228.086438,0.967320
360,35,847.030273,2067.922904,1104.905273,14.324010,18.297388,0.164554,0.082277,-3.973378,6.026622,-10.000000,44.275367,2,2,2,228.086438,0.967320
361,35,751.339233,2030.836786,1104.690918,14.862867,-38.564171,0.163731,0.081866,53.427038,9.633331,43.793707,97.702405,3,3,3,228.086438,0.967320
362,35,844.711914,2140.576966,1324.645264,15.923916,1.204041,0.162913,0.081456,14.719875,-25.000000,39.719875,112.422280,4,4,3,228.086438,0.967320
363,35,869.198730,1518.473765,1311.717041,17.022821,-1.396852,0.162098,0.081049,18.419674,-25.000000,43.419674,130.841954,5,5,3,228.086438,0.967320
364,35,807.856995,1692.412634,1137.203247,19.356499,3.804072,0.161288,0.080644,15.552427,15.552427,0.000000,146.394381,6,5,4,228.086438,0.967320
365,35,765.444214,1339.286962,1076.005859,20.446968,-4.105370,0.160481,0.080241,24.552338,24.552338,0.000000,170.946719,7,5,5,228.086438,0.967320
366,35,686.842407,1433.222220,1252.989258,21.692507,3.933227,0.159679,0.079839,17.759280,17.759280,0.000000,188.705999,8,5,6,228.086438,0.967320
367,35,916.021729,1550.170554,1262.141357,22.199581,47.199581,0.158881,0.079440,-25.000000,-25.000000,0.000000,163.705999,9,5,6,228.086438,0.967320
368,35,988.799133,1451.975523,1498.711426,24.739019,49.739019,0.158086,0.079043,-25.000000,-25.000000,0.000000,138.705999,10,5,6,228.086438,0.967320
369,35,851.505005,1490.404973,1294.919434,23.060349,48.060349,0.157296,0.078648,-25.000000,-25.000000,0.000000,113.705999,11,5,6,228.086438,0.967320
370,35,866.918518,1858.946592,1345.014526,26.154127,51.154127,0.156509,0.078255,-25.000000,-25.000000,0.000000,88.705999,12,5,6,228.086438,0.967320
371,35,895.214111,1832.891943,1173.194214,26.408951,51.408951,0.155727,0.077863,-25.000000,-25.000000,0.000000,63.705999,13,5,6,228.086438,0.967320
372,35,744.297729,1650.311187,1300.383545,26.057085,51.057085,0.154948,0.077474,-25.000000,-25.000000,0.000000,38.705999,14,5,6,228.086438,0.967320
373,35,982.743103,1662.768642,1223.979980,28.020868,22.613185,0.154173,0.077087,5.407684,5.407684,0.000000,44.113682,15,5,7,228.086438,0.967320
374,35,755.901855,1685.228581,1198.463623,24.158255,49.158255,0.153402,0.076701,-25.000000,-25.000000,0.000000,19.113682,16,5,7,228.086438,0.967320
375,35,741.229980,1755.305559,1212.987183,23.368359,48.368359,0.152635,0.076318,-25.000000,-25.000000,0.000000,-5.886318,17,5,7,228.086438,0.967320
376,35,682.970520,1182.483809,1484.693237,23.576778,48.576778,0.151872,0.075936,-25.000000,-25.000000,0.000000,-30.886318,18,5,7,228.086438,0.967320
377,35,857.039307,1439.748337,1105.035889,23.592443,48.592443,0.151113,0.075556,-25.000000,-25.000000,0.000000,-55.886318,19,5,7,228.086438,0.967320
378,35,889.339966,1372.084309,976.044067,22.175791,47.175791,0.150357,0.075179,-25.000000,-25.000000,0.000000,-80.886318,20,5,7,228.086438,0.967320
379,35,901.665527,1833.457552,994.378662,21.405777,46.405777,0.149606,0.074803,-25.000000,-25.000000,0.000000,-105.886318,21,5,7,228.086438,0.967320
