episode,total_reward,reward_agent1_total,reward_agent2_total,length,cubes_picked,success,reshuffles,distance_reduced,time_saved,avg_q_value,avg_q_overestimation,avg_reward_100,success_rate_100
460,-336.189722,-438.786584,102.596862,30,8,0.888889,5,-0.201569,-0.403138,524.219102,535.425426,7.732664,0.913333
461,-967.729714,-1088.095729,120.366015,50,4,0.444444,5,0.183008,0.366015,505.299026,524.653621,-4.435692,0.907778
462,218.814204,155.165126,63.649078,9,9,1.000000,5,0.824539,1.649078,493.375713,469.063023,-4.871187,0.907778
463,-865.937833,-977.549962,111.612129,50,7,0.777778,5,0.056065,0.112129,511.342835,528.661592,-15.579694,0.905556
464,353.368546,152.516476,200.852070,9,9,1.000000,5,0.176035,0.352070,538.813719,499.550548,-14.929494,0.905556
465,-885.128721,-1092.807707,207.678987,50,4,0.444444,5,-0.160507,-0.321013,513.864600,531.567174,-26.615725,0.900000
466,244.251436,134.656160,109.595276,9,9,1.000000,5,0.547638,1.095276,508.397613,481.258564,-26.390089,0.901111
467,242.733066,82.131831,160.601235,10,8,0.888889,5,-0.199383,-0.398765,563.737616,539.464309,-13.850548,0.904444
468,-966.371093,-1086.594864,120.223771,50,4,0.444444,5,0.111885,0.223771,508.480283,527.807705,-26.213750,0.898889
469,243.181065,131.804038,111.377027,9,9,1.000000,5,1.188514,2.377027,518.147029,491.126911,-26.576381,0.898889
470,-904.717485,-1023.638536,118.921051,50,6,0.666667,5,0.210526,0.421051,519.698353,537.792702,-26.434787,0.897778
471,309.186251,127.667896,181.518355,9,9,1.000000,5,-0.240823,-0.481645,489.097120,454.743093,-26.486686,0.897778
472,305.693011,141.214522,164.478489,9,9,1.000000,5,0.239245,0.478489,521.470059,487.504169,-14.380389,0.902222
473,-815.893648,-977.472950,161.579302,50,7,0.777778,5,0.289651,0.579302,517.111745,533.429618,-25.452425,0.900000
474,219.110691,117.224546,101.886146,9,9,1.000000,5,-0.556927,-1.113854,503.131098,478.785466,-26.251485,0.900000
475,-882.786650,-965.785649,82.998999,50,7,0.777778,5,0.499499,0.998999,527.426513,545.082246,-37.417827,0.897778
476,202.013842,138.204132,63.809710,9,9,1.000000,5,0.154855,0.309710,502.510412,480.064430,-37.893527,0.897778
477,-881.807077,-1033.574931,151.767854,50,6,0.666667,5,-0.366073,-0.732146,497.892253,515.528395,-49.404131,0.894444
478,-841.545976,-994.077609,152.531632,50,7,0.777778,5,0.015816,0.031632,489.823158,506.654077,-59.967543,0.892222
479,240.515538,146.847822,93.667716,9,9,1.000000,5,0.083858,0.167716,537.423821,510.699873,-60.331410,0.892222
480,190.448445,116.122140,74.326305,9,9,1.000000,5,-0.336847,-0.673695,510.975075,489.814136,-57.272825,0.893333
481,-916.163483,-1067.035405,150.871921,50,5,0.555556,5,-0.064039,-0.128079,493.056296,511.379566,-69.250208,0.888889
482,-1041.079335,-1122.419272,81.339937,50,3,0.333333,5,-0.330032,-0.660063,535.535316,556.356903,-70.810450,0.885556
483,-949.979678,-1060.260884,110.281206,50,5,0.555556,5,0.140603,0.281206,500.877208,519.876801,-83.374495,0.881111
484,263.465967,150.004788,113.461178,9,9,1.000000,5,0.230589,0.461178,537.748658,508.474662,-83.478067,0.881111
485,247.991970,134.228563,113.763407,9,9,1.000000,5,-0.368296,-0.736593,510.586584,483.031921,-84.276264,0.881111
486,-970.069868,-1089.227343,119.157475,50,4,0.444444,5,0.328737,0.657475,531.076323,550.477720,-96.571930,0.875556
487,86.584782,-13.830743,100.415525,13,8,0.888889,5,0.207763,0.415525,562.161302,555.500934,-98.358225,0.874444
488,-929.068293,-999.503714,70.435422,50,6,0.666667,5,-0.032289,-0.064578,531.205107,549.786473,-110.050986,0.871111
489,-1052.789253,-1133.255715,80.466463,50,3,0.333333,5,-0.016769,-0.033537,518.888641,539.944426,-122.907395,0.864444
490,-121.234167,-272.262339,151.028172,24,8,0.888889,5,0.014086,0.028172,494.210363,499.261786,-127.178128,0.863333
491,226.650751,143.377832,83.272919,9,9,1.000000,5,-0.113540,-0.227081,525.749199,500.565782,-115.054670,0.871111
492,232.588306,132.655903,99.932403,9,9,1.000000,5,-0.033799,-0.067597,535.460821,509.617676,-115.785572,0.871111
493,150.170794,1.086540,149.084254,13,8,0.888889,5,0.542127,1.084254,523.989882,512.438283,-117.534464,0.870000
494,-385.171071,-569.572620,184.401549,35,7,0.777778,5,-0.299226,-0.598451,508.171471,519.176359,-124.419139,0.867778
495,-942.666767,-1056.013036,113.346269,50,5,0.555556,5,0.173134,0.346269,527.486622,546.339958,-124.953782,0.866667
496,228.341700,166.748944,61.592756,9,9,1.000000,5,1.046378,2.092756,528.112406,502.741106,-125.228244,0.866667
497,246.710591,131.597220,115.113371,9,9,1.000000,5,-0.443314,-0.886629,515.755556,488.343268,-125.158260,0.866667
498,325.874964,166.855040,159.019924,9,9,1.000000,5,0.259962,0.519924,525.542099,489.333769,-111.775542,0.873333
499,245.119332,94.702043,150.417289,11,9,1.000000,5,0.458644,0.917289,529.506578,507.223002,-112.487744,0.873333
500,260.454829,139.049401,121.405428,9,9,1.000000,5,-0.047286,-0.094572,521.270363,492.330938,-112.806968,0.873333
501,208.358003,137.634845,70.723158,9,9,1.000000,5,0.111579,0.223158,520.103891,496.953002,-101.628404,0.877778
502,210.133505,144.083436,66.050069,9,9,1.000000,5,1.025034,2.050069,515.128770,491.780603,-95.811422,0.878889
503,-869.537150,-1070.646664,201.109515,50,4,0.444444,5,0.304757,0.609515,542.804006,560.194749,-107.289180,0.873333
504,-850.558528,-972.103005,121.544478,50,7,0.777778,5,0.022239,0.044478,528.948987,545.960158,-118.622876,0.871111
505,-988.273101,-1017.528022,29.254921,50,6,0.666667,5,-0.122540,-0.245079,544.270619,564.036081,-131.519636,0.867778
506,289.302607,143.438680,145.863928,9,9,1.000000,5,0.681964,1.363928,511.310649,479.165914,-130.799222,0.867778
507,-933.138200,-1092.121634,158.983434,50,4,0.444444,5,0.491717,0.983434,528.683535,547.346299,-142.236661,0.862222
508,215.698486,145.090823,70.607663,9,9,1.000000,5,0.053832,0.107663,519.393815,495.427316,-142.312189,0.862222
509,-87.472122,-204.237227,116.765105,21,8,0.888889,5,-0.367448,-0.734895,517.376894,521.542233,-145.751202,0.861111
510,-930.694529,-1097.169368,166.474839,50,4,0.444444,5,-0.262581,-0.525161,510.316448,528.930338,-158.037884,0.855556
511,-985.835298,-1094.727855,108.892557,50,4,0.444444,5,0.196278,0.392557,546.843541,566.560247,-171.355705,0.850000
512,272.192610,139.496501,132.696108,9,9,1.000000,5,0.098054,0.196108,510.013395,479.769771,-163.848324,0.851111
513,-954.331371,-1056.534117,102.202746,50,5,0.555556,5,-0.398627,-0.797254,501.665806,520.752433,-175.938853,0.846667
514,-833.827632,-987.177590,153.349958,50,7,0.777778,5,-0.325021,-0.650042,494.349615,511.026168,-177.852686,0.845556
515,38.359738,-72.911132,111.270870,17,8,0.888889,5,-0.114565,-0.229130,526.844590,524.588135,-180.423006,0.844444
516,272.423601,147.349110,125.074490,9,9,1.000000,5,-0.462755,-0.925510,521.022366,490.753077,-180.877170,0.844444
517,266.772057,144.473387,122.298670,9,9,1.000000,5,-0.350665,-0.701330,497.639247,467.997907,-181.510315,0.844444
518,-957.751150,-1122.147308,164.396158,50,3,0.333333,5,0.198079,0.396158,547.243063,566.398086,-193.647113,0.837778
519,207.988894,147.882103,60.106790,9,9,1.000000,5,-0.196605,-0.393210,490.778035,467.668158,-182.357767,0.843333
520,266.306359,147.598855,118.707504,9,9,1.000000,5,0.103752,0.207504,516.140879,486.551284,-171.705419,0.845556
521,-820.106214,-974.014540,153.908325,50,7,0.777778,5,-0.045837,-0.091675,485.076176,501.478300,-183.402122,0.843333
522,199.509632,128.182905,71.326726,9,9,1.000000,5,-0.336637,-0.673274,505.567616,483.399879,-184.164681,0.843333
523,247.631992,85.660789,161.971203,11,9,1.000000,5,0.485601,0.971203,517.847575,495.335576,-185.100120,0.843333
524,205.762480,135.420198,70.342282,9,9,1.000000,5,-0.078859,-0.157718,507.810675,484.948177,-182.324615,0.845556
525,295.865362,134.283033,161.582328,9,9,1.000000,5,-0.458836,-0.917672,484.213415,451.339486,-182.004508,0.845556
526,266.509670,146.317732,120.191938,9,9,1.000000,5,0.095969,0.191938,506.317469,476.705283,-170.568581,0.848889
527,274.586255,164.875167,109.711088,9,9,1.000000,5,-0.144456,-0.288912,507.708433,477.198849,-158.403933,0.853333
528,267.632128,152.186699,115.445429,9,9,1.000000,5,0.222715,0.445429,514.552228,484.815325,-158.607957,0.853333
529,247.431877,142.887533,104.544344,9,9,1.000000,5,0.022172,0.044344,537.113357,509.620926,-152.359219,0.854444
530,-875.002727,-1034.605610,159.602883,50,5,0.555556,5,0.051441,0.102883,509.612065,527.112119,-151.392857,0.855556
531,-815.057448,-1020.112067,205.054619,50,6,0.666667,5,0.027309,0.054619,475.189547,491.490695,-161.988322,0.852222
532,308.467804,145.729061,162.738744,9,9,1.000000,5,0.119372,0.238744,513.275908,479.001708,-161.533082,0.852222
533,292.364977,137.537435,154.827542,9,9,1.000000,5,-0.336229,-0.672458,483.078657,450.593660,-153.055687,0.854444
534,-1014.725563,-1093.713259,78.987695,50,4,0.444444,5,-0.006152,-0.012305,496.476327,516.770838,-166.369893,0.848889
535,-834.937499,-992.689053,157.751554,50,7,0.777778,5,-0.374223,-0.748446,481.810972,498.509722,-177.801467,0.846667
536,200.444562,140.835465,59.609097,9,9,1.000000,5,0.304549,0.609097,510.716239,488.444621,-178.406449,0.846667
537,-1046.416571,-1117.212009,70.795438,50,3,0.333333,5,0.147719,0.295438,509.142941,530.071273,-185.948508,0.841111
538,-901.863744,-1002.837827,100.974083,50,6,0.666667,5,-0.262959,-0.525917,473.642241,491.679516,-197.831144,0.837778
539,316.302766,154.898946,161.403820,9,9,1.000000,5,0.201910,0.403820,513.489288,478.344537,-197.827323,0.837778
540,-927.983114,-1127.532956,199.549843,50,3,0.333333,5,0.274921,0.549843,508.977333,527.536996,-199.017457,0.833333
541,271.760056,156.594905,115.165150,9,9,1.000000,5,0.332575,0.665150,487.669999,457.474438,-199.402874,0.833333
542,-1052.346476,-1133.148676,80.802200,50,3,0.333333,5,0.151100,0.302200,511.463813,532.510743,-213.083588,0.826667
543,271.962147,150.916409,121.045738,9,9,1.000000,5,0.522869,1.045738,501.540615,471.322599,-213.244619,0.826667
544,301.403537,138.850729,162.552808,9,9,1.000000,5,0.776404,1.552808,508.538162,475.048880,-212.150583,0.826667
545,-773.731167,-980.486431,206.755263,50,7,0.777778,5,0.127632,0.255263,469.213836,484.688459,-214.242849,0.825556
546,254.448207,133.994633,120.453574,9,9,1.000000,5,0.226787,0.453574,519.540292,491.268269,-203.438576,0.827778
547,285.991284,131.733380,154.257904,9,9,1.000000,5,0.128952,0.257904,501.851693,470.074884,-202.698721,0.827778
548,192.816292,121.266473,71.549819,9,9,1.000000,5,-0.225091,-0.450181,493.479950,472.055918,-203.693778,0.827778
549,237.132808,128.283593,108.849215,9,9,1.000000,5,0.174607,0.349215,528.272006,501.923916,-203.771741,0.828889
550,-926.295001,-986.729509,60.434508,50,7,0.777778,5,-0.032746,-0.065492,498.707221,517.233121,-215.558727,0.826667
551,313.344078,152.070452,161.273626,9,9,1.000000,5,0.136813,0.273626,527.227282,492.411273,-203.525392,0.832222
552,-860.020534,-981.936512,121.915977,50,7,0.777778,5,0.207989,0.415977,498.589785,515.790195,-215.728219,0.830000
553,148.596676,148.873400,-0.276724,9,9,1.000000,5,0.111638,0.223276,492.064409,475.553667,-216.589368,0.830000
554,-176.101246,-286.023727,109.922481,25,8,0.888889,5,-0.038759,-0.077519,491.760929,498.804979,-220.014808,0.828889
555,279.152904,152.143117,127.009787,9,9,1.000000,5,-0.245106,-0.490213,489.309310,458.292321,-218.613083,0.830000
556,98.139073,-1.082846,99.221918,13,8,0.888889,5,0.360959,0.721918,501.688937,494.139777,-208.900831,0.831111
557,271.741011,155.641384,116.099627,9,9,1.000000,5,0.049814,0.099627,495.148713,464.955267,-209.464511,0.831111
558,266.686784,156.324657,110.362128,9,9,1.000000,5,0.181064,0.362128,487.042890,457.411025,-208.524279,0.831111
559,-920.475542,-1001.383050,80.907508,50,6,0.666667,5,0.203754,0.407508,494.751279,513.160790,-221.463215,0.827778
560,-561.610167,-713.035214,151.425047,41,8,0.888889,5,0.212524,0.425047,477.693236,491.391045,-223.717419,0.827778
561,287.738446,129.367240,158.371206,10,9,1.000000,5,1.185603,2.371206,513.714001,484.940157,-211.162737,0.833333
562,-1046.905145,-1127.428179,80.523034,50,3,0.333333,5,0.011517,0.023034,521.008851,541.946954,-223.819931,0.826667
563,-800.602261,-1003.672639,203.070378,50,6,0.666667,5,-0.214811,-0.429622,463.791845,479.803890,-223.166575,0.825556
564,178.691760,119.290463,59.401297,9,9,1.000000,5,0.200648,0.401297,512.044278,492.189638,-224.913343,0.825556
565,-974.540775,-1094.588394,120.047619,50,4,0.444444,5,0.023810,0.047619,516.804577,536.295393,-225.807464,0.825556
566,290.212859,139.988145,150.224714,9,9,1.000000,5,0.362357,0.724714,495.235497,462.989623,-225.347849,0.825556
567,320.851111,155.262473,165.588638,9,9,1.000000,5,0.044319,0.088638,505.807246,470.157123,-224.566669,0.826667
568,240.408308,130.006845,110.401462,9,9,1.000000,5,0.200731,0.401462,486.718288,460.006254,-212.498875,0.832222
569,258.777768,147.564625,111.213143,9,9,1.000000,5,-0.143429,-0.286857,508.430367,479.677281,-212.342908,0.832222
570,299.823616,149.951938,149.871678,9,9,1.000000,5,0.185839,0.371678,511.659370,478.345634,-200.297497,0.835556
571,213.445220,152.947303,60.497917,9,9,1.000000,5,-0.001042,-0.002083,500.469674,476.753538,-201.254907,0.835556
572,241.370943,129.773863,111.597080,9,9,1.000000,5,0.048540,0.097080,492.029533,465.210540,-201.898128,0.835556
573,331.875042,130.421863,201.453179,9,9,1.000000,5,0.476590,0.953179,521.219675,484.344671,-190.420441,0.837778
574,222.671995,121.475553,101.196442,9,9,1.000000,5,-0.151779,-0.303558,490.165317,465.423984,-190.384828,0.837778
575,-928.782297,-1052.732203,123.949906,50,5,0.555556,5,-0.275047,-0.550094,493.613011,512.188657,-190.844784,0.835556
576,-707.160118,-858.354848,151.194730,47,8,0.888889,5,0.097365,0.194730,486.587118,501.633078,-199.936524,0.834444
577,-1040.753681,-1120.567663,79.813982,50,3,0.333333,5,0.406991,0.813982,545.950173,566.765247,-201.525990,0.831111
578,-1018.760880,-1098.373797,79.612917,50,4,0.444444,5,0.306458,0.612917,487.058295,507.433513,-203.298139,0.827778
579,245.145403,161.570188,83.575214,9,9,1.000000,5,0.037607,0.075214,504.425832,477.187454,-203.251840,0.827778
580,240.125724,149.258240,90.867485,9,9,1.000000,5,0.183742,0.367485,522.837406,496.156770,-202.755068,0.827778
581,-224.821913,-335.230229,110.408315,26,8,0.888889,5,0.204158,0.408315,511.620416,520.267413,-195.841652,0.831111
582,260.237503,151.145357,109.092146,9,9,1.000000,5,-0.203927,-0.407854,491.871087,462.955809,-182.828484,0.837778
583,-1047.460308,-1127.878218,80.417909,50,3,0.333333,5,-0.041045,-0.082091,490.686370,511.635576,-183.803290,0.835556
584,322.846549,164.067605,158.778944,9,9,1.000000,5,0.389472,0.778944,508.796569,472.924730,-183.209484,0.835556
585,228.238991,155.235856,73.003134,9,9,1.000000,5,-0.248433,-0.496866,497.339827,471.979939,-183.407014,0.835556
586,270.909778,149.116266,121.793512,9,9,1.000000,5,0.146756,0.293512,507.001712,476.900626,-170.997217,0.841111
587,349.158672,141.230769,207.927903,9,9,1.000000,5,-0.036048,-0.072097,497.566983,458.771575,-168.371478,0.842222
588,322.809696,120.087655,202.722041,9,9,1.000000,5,0.361020,0.722041,499.881856,464.014112,-155.852699,0.845556
589,-963.753726,-1043.481043,79.727317,50,5,0.555556,5,0.363658,0.727317,520.327515,539.602590,-154.962343,0.847778
590,307.243357,142.891724,164.351633,9,9,1.000000,5,0.175816,0.351633,479.017820,444.879669,-150.677568,0.848889
591,-922.919464,-1034.932056,112.012593,50,6,0.666667,5,-0.493704,-0.987407,452.291458,470.749847,-162.173270,0.845556
592,-954.254444,-1077.808167,123.553723,50,4,0.444444,5,-0.473139,-0.946277,481.327706,500.412795,-174.041698,0.840000
593,299.748895,156.163275,143.585619,9,9,1.000000,5,1.042810,2.085619,489.623567,456.318134,-172.545917,0.841111
594,-673.703919,-873.649949,199.946030,45,6,0.666667,5,-0.276985,-0.553970,477.963605,492.934803,-175.431245,0.840000
595,-890.284225,-1038.499153,148.214928,50,6,0.666667,5,0.107464,0.214928,471.546241,489.351925,-174.907420,0.841111
596,187.526114,116.927085,70.599029,9,9,1.000000,5,0.049514,0.099029,476.070430,455.234195,-175.315576,0.841111
597,300.145184,152.039164,148.106019,9,9,1.000000,5,0.053010,0.106019,475.192922,441.843457,-174.781230,0.841111
598,312.470635,147.751586,164.719049,9,9,1.000000,5,0.359524,0.719049,503.167413,468.448454,-174.915273,0.841111
599,-1082.249969,-1151.778825,69.528856,50,2,0.222222,5,0.764428,1.528856,486.918743,508.563742,-188.188966,0.833333
600,155.330794,144.595299,10.735495,9,9,1.000000,5,1.367748,2.735495,488.511425,471.252448,-189.240206,0.833333
601,305.045256,145.277721,159.767534,9,9,1.000000,5,0.133767,0.267534,494.926122,461.032205,-188.273334,0.833333
602,-1083.622389,-1162.843704,79.221315,50,2,0.222222,5,0.110658,0.221315,495.528095,517.200543,-201.210893,0.825556
603,260.557176,149.092835,111.464341,9,9,1.000000,5,-0.017829,-0.035659,493.648753,464.697956,-189.909949,0.831111
604,252.334355,140.789930,111.544426,9,9,1.000000,5,0.522213,1.044426,482.451727,454.414576,-178.881021,0.833333
605,206.242565,144.705775,61.536790,9,9,1.000000,5,-0.231605,-0.463210,502.638578,479.722738,-166.935864,0.836667
606,371.558464,176.973245,194.585220,9,9,1.000000,5,0.292610,0.585220,495.269401,453.985127,-166.113305,0.836667
607,238.228168,127.244915,110.983253,9,9,1.000000,5,0.491626,0.983253,509.334413,482.864616,-154.399642,0.842222
608,227.460440,128.583629,98.876811,9,9,1.000000,5,0.188405,0.376811,466.328155,441.054772,-154.282022,0.842222
609,-969.763522,-1121.331380,151.567858,50,3,0.333333,5,-0.466071,-0.932142,478.906730,498.302001,-163.104936,0.836667
610,-952.435951,-1012.867295,60.431345,50,6,0.666667,5,0.715672,1.431345,466.236431,485.285150,-163.322350,0.838889
611,229.012656,158.260733,70.751923,9,9,1.000000,5,0.125962,0.251923,474.394510,448.948659,-151.173871,0.844444
612,245.129232,150.184302,94.944930,9,9,1.000000,5,1.222465,2.444930,517.950086,490.713505,-151.444505,0.844444
613,300.290836,139.211095,161.079741,9,9,1.000000,5,0.039871,0.079741,493.267659,459.902010,-138.898283,0.848889
614,261.350993,139.746312,121.604681,9,9,1.000000,5,0.052341,0.104681,489.176800,460.137801,-127.946496,0.851111
615,205.850407,145.017970,60.832437,9,9,1.000000,5,0.166219,0.332437,484.157790,461.285523,-126.271590,0.852222
616,219.053254,162.513017,56.540236,9,9,1.000000,5,0.520118,1.040236,490.250187,465.910937,-126.805293,0.852222
617,285.654741,132.375165,153.279576,9,9,1.000000,5,0.389788,0.779576,483.661538,451.922122,-126.616466,0.852222
618,-934.563913,-1095.293270,160.729357,50,4,0.444444,5,-0.135322,-0.270643,481.251967,499.943245,-126.384594,0.853333
619,346.471845,140.041753,206.430092,9,9,1.000000,5,-0.034954,-0.069908,501.338564,462.841692,-124.999764,0.853333
620,296.103163,146.608343,149.494820,9,9,1.000000,5,0.747410,1.494820,475.631176,442.730825,-124.701796,0.853333
621,180.409368,120.456238,59.953130,9,9,1.000000,5,0.476565,0.953130,476.306282,456.260797,-114.696641,0.855556
622,267.690985,116.075434,151.615550,10,9,1.000000,5,0.307775,0.615550,498.191129,471.422031,-114.014827,0.855556
623,289.724545,135.874850,153.849696,9,9,1.000000,5,-0.075152,-0.150304,514.741641,482.550025,-113.593901,0.855556
624,-846.883684,-1010.540989,163.657306,50,6,0.666667,5,0.578653,1.157306,476.757231,493.694905,-124.120363,0.852222
625,233.870095,133.334134,100.535961,9,9,1.000000,5,0.267980,0.535961,482.412786,456.427220,-124.740316,0.852222
626,290.844048,140.855830,149.988219,9,9,1.000000,5,0.244109,0.488219,483.685727,451.369721,-124.496972,0.852222
627,253.142820,138.638116,114.504704,9,9,1.000000,5,0.002352,0.004704,486.748608,458.621628,-124.711406,0.852222
628,304.034371,149.358715,154.675656,9,9,1.000000,5,0.337828,0.675656,441.384960,407.603363,-124.347384,0.852222
629,-971.274503,-1082.296314,111.021811,50,4,0.444444,5,0.260905,0.521811,478.573734,497.999224,-136.534448,0.846667
630,217.595549,156.235868,61.359682,9,9,1.000000,5,-0.320159,-0.640318,503.468238,479.290955,-125.608465,0.851111
631,-959.372778,-1069.699350,110.326572,50,5,0.555556,5,0.163286,0.326572,463.411866,482.599321,-127.051618,0.850000
632,281.431144,129.361771,152.069372,9,9,1.000000,5,-0.215314,-0.430628,475.500061,444.229934,-127.321985,0.850000
633,-627.061639,-748.810188,121.748549,42,8,0.888889,5,0.124274,0.248549,533.739727,548.669766,-136.516251,0.848889
634,271.928913,129.307084,142.621830,9,9,1.000000,5,0.060915,0.121830,472.360199,442.145875,-123.649706,0.854444
635,272.439258,162.800437,109.638821,9,9,1.000000,5,-0.180589,-0.361179,489.341148,459.070119,-112.575939,0.856667
636,-1030.319132,-1148.863166,118.544034,50,2,0.222222,5,0.022017,0.044034,486.030723,506.637105,-124.883576,0.848889
637,-1050.549413,-1131.365990,80.816577,50,3,0.333333,5,0.158288,0.316577,488.219770,509.230758,-124.924904,0.848889
638,-947.945652,-1046.965728,99.020077,50,5,0.555556,5,0.260038,0.520077,479.430814,498.389727,-125.385723,0.847778
639,273.826926,153.652567,120.174359,9,9,1.000000,5,0.087179,0.174359,470.781960,440.356746,-125.810482,0.847778
640,241.179640,157.763498,83.416142,9,9,1.000000,5,-0.041929,-0.083858,478.755039,451.957301,-114.118854,0.854444
641,199.410845,149.729256,49.681589,9,9,1.000000,5,0.340794,0.681589,496.331161,474.174400,-114.842346,0.854444
642,208.568019,107.669058,100.898961,11,9,1.000000,5,0.449480,0.898961,493.599852,474.639123,-102.233201,0.861111
643,220.429929,140.288817,80.141112,9,9,1.000000,5,-0.179444,-0.358888,475.475214,450.982999,-102.748523,0.861111
644,315.465564,151.060771,164.404793,9,9,1.000000,5,0.202397,0.404793,512.534521,477.482792,-102.607903,0.861111
645,-608.772993,-770.005692,161.232699,43,8,0.888889,5,0.116349,0.232699,509.103627,523.261139,-100.958321,0.862222
646,250.779972,136.446214,114.333758,9,9,1.000000,5,-0.083121,-0.166242,508.560765,480.696324,-100.995004,0.862222
647,246.027346,135.396390,110.630956,9,9,1.000000,5,0.315478,0.630956,496.369114,469.032743,-101.394643,0.862222
648,-104.190490,-205.872001,101.681511,22,8,0.888889,5,0.090755,0.181511,491.742465,496.478396,-104.364711,0.861111
649,312.882782,150.457839,162.424943,9,9,1.000000,5,-0.037529,-0.075057,465.341981,430.577227,-103.607211,0.861111
650,171.684479,140.289759,31.394720,9,9,1.000000,5,0.197360,0.394720,475.386949,456.310896,-92.627416,0.863333
651,-360.775501,-522.020002,161.244501,33,8,0.888889,5,-0.377750,-0.755499,458.612991,469.545582,-99.368612,0.862222
652,208.033613,144.056317,63.977295,9,9,1.000000,5,-0.511352,-1.022705,475.310021,452.195175,-88.688071,0.864444
653,254.899012,144.386439,110.512573,9,9,1.000000,5,0.256287,0.512573,468.451497,440.129385,-87.625047,0.864444
654,249.493600,127.379641,122.113959,10,9,1.000000,5,0.306979,0.613959,540.295715,515.346355,-83.369099,0.865556
655,-1048.445682,-1087.943649,39.497967,50,4,0.444444,5,-0.001016,-0.002033,490.780611,511.749525,-96.645085,0.860000
656,-858.379489,-1007.679787,149.300298,50,6,0.666667,5,-0.099851,-0.199702,452.276638,469.444227,-106.210270,0.857778
657,294.404913,131.527879,162.877034,9,9,1.000000,5,0.188517,0.377034,501.655913,468.944256,-105.983631,0.857778
658,264.052095,143.483774,120.568321,9,9,1.000000,5,0.284161,0.568321,487.342885,458.003764,-106.009978,0.857778
659,270.193074,156.782198,113.410875,9,9,1.000000,5,-0.544562,-1.089125,488.256524,458.235071,-94.103292,0.861111
660,-906.381360,-1026.022099,119.640740,50,6,0.666667,5,-0.179630,-0.359260,472.920228,491.047855,-97.551004,0.858889
661,251.591205,128.779088,122.812117,9,9,1.000000,5,-0.093941,-0.187883,514.503219,486.548641,-97.912476,0.858889
662,-55.967023,-206.158344,150.191321,21,8,0.888889,5,-0.404340,-0.808679,480.689784,483.354881,-88.003095,0.864444
663,243.255741,130.827451,112.428290,9,9,1.000000,5,0.464145,0.928290,470.819935,443.791520,-77.564515,0.867778
664,241.418664,141.209867,100.208798,9,9,1.000000,5,0.104399,0.208798,478.308514,451.484218,-76.937246,0.867778
665,185.425225,116.092260,69.332965,9,9,1.000000,5,0.166483,0.332965,488.874132,468.271329,-65.337586,0.873333
666,245.463847,134.031946,111.431902,9,9,1.000000,5,-0.034049,-0.068098,486.928095,459.654335,-65.785076,0.873333
667,300.606623,146.989640,153.616983,9,9,1.000000,5,-0.191508,-0.383017,496.112870,462.712134,-65.987521,0.873333
668,240.067004,140.869514,99.197489,9,9,1.000000,5,0.348745,0.697489,474.349417,447.675305,-65.990934,0.873333
669,291.701370,125.486453,166.214917,9,9,1.000000,5,-0.392541,-0.785083,478.039772,445.628509,-65.661698,0.873333
670,-943.255179,-1087.269843,144.014664,50,4,0.444444,5,0.007332,0.014664,472.070341,490.935444,-78.092486,0.867778
671,259.949103,140.958258,118.990845,9,9,1.000000,5,0.245423,0.490845,487.676827,458.793593,-77.627447,0.867778
672,281.547033,130.981651,150.565382,9,9,1.000000,5,-0.217309,-0.434618,491.619274,460.336271,-77.225686,0.867778
673,-892.654422,-991.781635,99.127213,50,7,0.777778,5,0.813607,1.627213,468.412103,486.265191,-89.470981,0.865556
674,231.995375,147.947803,84.047572,9,9,1.000000,5,-0.476214,-0.952428,466.640508,440.863244,-89.377747,0.865556
675,220.149778,151.947229,68.202549,9,9,1.000000,5,-0.148726,-0.297451,485.705098,461.244011,-77.888426,0.870000
676,-1030.533683,-1133.659599,103.125916,50,3,0.333333,5,0.062958,0.125916,458.266320,478.876994,-81.122162,0.864444
677,-154.001612,-276.659108,122.657496,24,8,0.888889,5,-0.171252,-0.342504,478.260563,484.677297,-72.254641,0.870000
678,270.975907,148.101381,122.874526,9,9,1.000000,5,-0.062737,-0.125474,465.484843,435.376409,-59.357274,0.875556
679,-875.665726,-978.712208,103.046482,50,7,0.777778,5,0.023241,0.046482,442.374686,459.888000,-70.565385,0.873333
680,276.207896,163.390645,112.817251,9,9,1.000000,5,-0.091374,-0.182749,489.827880,459.138114,-70.204563,0.873333
681,107.301403,-10.841844,118.143247,13,8,0.888889,5,0.071623,0.143247,470.729269,462.475315,-66.883330,0.873333
682,288.438803,136.532119,151.906683,9,9,1.000000,5,-0.296658,-0.593317,487.641362,455.592606,-66.601317,0.873333
683,267.823405,115.001452,152.821953,10,9,1.000000,5,-0.589023,-1.178047,445.214996,418.432656,-53.448480,0.880000
684,322.677979,159.545867,163.132112,9,9,1.000000,5,0.316056,0.632112,477.833914,441.980805,-53.450165,0.880000
685,297.942990,144.026870,153.916120,9,9,1.000000,5,-0.041940,-0.083880,482.757414,449.652637,-52.753125,0.880000
686,214.976388,145.727476,69.248912,9,9,1.000000,5,0.124456,0.248912,503.488085,479.601819,-53.312459,0.880000
687,-851.354250,-1061.378994,210.024744,50,5,0.555556,5,-0.487628,-0.975256,460.946501,477.973586,-65.317589,0.875556
