episode,total_reward,reward_agent1_total,reward_agent2_total,length,cubes_picked,success,reshuffles,distance_reduced,time_saved,avg_q_value,avg_q_overestimation,avg_reward_100,success_rate_100
231,306.964699,97.659509,209.305189,11,9,1.000000,5,-0.097405,-0.194811,307.923175,280.017294,54.277620,0.947778
232,254.453518,141.657917,112.795600,9,9,1.000000,5,-0.102200,-0.204400,313.094454,284.821841,64.007956,0.948889
233,214.767487,133.473590,81.293898,9,9,1.000000,5,-0.353051,-0.706102,290.834148,266.971094,64.009159,0.948889
234,252.170664,142.735543,109.435121,9,9,1.000000,5,0.467560,0.935121,291.219977,263.201015,64.016405,0.948889
235,272.579464,127.744702,144.834762,9,9,1.000000,5,0.167381,0.334762,294.222873,263.936266,68.284690,0.950000
236,343.822348,143.131390,200.690958,9,9,1.000000,5,0.095479,0.190958,283.317879,245.115396,75.220131,0.951111
237,237.654112,167.185105,70.469007,9,9,1.000000,5,-0.015496,-0.030993,301.544645,275.138633,78.473337,0.952222
238,307.559013,143.231411,164.327602,9,9,1.000000,5,0.163801,0.327602,299.492658,265.319435,78.232575,0.952222
239,317.374504,149.883546,167.490957,9,9,1.000000,5,-0.504521,-1.009043,307.307806,272.043972,79.450875,0.952222
240,171.256814,28.527159,142.729655,12,8,0.888889,5,-0.635173,-1.270345,305.988996,291.717595,78.392543,0.951111
241,281.119962,166.831931,114.288032,9,9,1.000000,5,-0.105984,-0.211968,297.270763,266.035212,77.969040,0.951111
242,255.282794,141.075186,114.207608,9,9,1.000000,5,-0.146196,-0.292392,307.676961,279.312206,78.022515,0.951111
243,228.020646,117.462702,110.557944,9,9,1.000000,5,0.278972,0.557944,312.030373,286.694746,77.762809,0.951111
244,254.654522,137.393195,117.261327,9,9,1.000000,5,-0.119336,-0.238673,311.137972,282.843025,89.334459,0.953333
245,269.776499,148.083450,121.693050,9,9,1.000000,5,0.096525,0.193050,334.337813,304.362646,90.292226,0.953333
246,289.300661,146.289449,143.011212,9,9,1.000000,5,0.755606,1.511212,316.758553,284.614036,94.014818,0.954444
247,255.405650,142.655337,112.750313,9,9,1.000000,5,-0.124844,-0.249687,307.501143,279.122737,95.602392,0.955556
248,-470.154916,-593.376748,123.221832,36,8,0.888889,5,0.110916,0.221832,296.263210,309.323069,88.912001,0.954444
249,-955.181074,-1079.845443,124.664368,50,4,0.444444,5,-0.667816,-1.335632,326.575861,345.679483,76.381265,0.948889
250,-862.260151,-986.572664,124.312513,50,7,0.777778,5,-0.093743,-0.187487,300.734820,317.980023,76.558257,0.950000
251,224.616917,114.692034,109.924884,9,9,1.000000,5,0.712442,1.424884,324.904515,299.947079,82.608733,0.951111
252,297.842055,132.110953,165.731102,9,9,1.000000,5,0.115551,0.231102,326.360447,293.266885,82.147906,0.951111
253,310.425258,146.055583,164.369675,9,9,1.000000,5,0.184837,0.369675,311.156306,276.664611,82.269387,0.951111
254,160.754404,87.250957,73.503447,10,8,0.888889,5,-0.748277,-1.496553,320.897720,304.822280,81.345311,0.950000
255,141.838038,131.047754,10.790284,9,9,1.000000,5,-0.104858,-0.209716,314.463003,298.703221,80.400327,0.950000
256,-858.269255,-958.630325,100.361070,50,7,0.777778,5,0.180535,0.361070,305.616047,322.781432,68.813096,0.947778
257,-408.214378,-568.849226,160.634848,34,7,0.777778,5,-0.182576,-0.365152,303.335593,315.341898,62.194584,0.945556
258,230.263017,157.431980,72.831037,9,9,1.000000,5,-0.334482,-0.668963,321.856005,296.271225,62.321224,0.945556
259,-901.840687,-1061.112027,159.271340,50,5,0.555556,5,0.635670,1.271340,314.095120,332.131933,50.641353,0.941111
260,246.352349,126.789199,119.563149,9,9,1.000000,5,0.531575,1.063149,319.275640,291.903157,56.133708,0.942222
261,-183.965275,-348.038565,164.073291,27,8,0.888889,5,0.036645,0.073291,318.405757,325.219286,52.902700,0.942222
262,-985.012441,-1054.694610,69.682170,50,5,0.555556,5,1.091085,2.182170,338.426591,358.126840,40.398348,0.937778
263,247.538771,137.966605,109.572166,9,9,1.000000,5,0.536083,1.072166,335.095242,307.590934,51.946494,0.940000
264,-951.832119,-1025.390569,73.558450,50,6,0.666667,5,0.029225,0.058450,316.708311,335.744953,39.727140,0.936667
265,-687.984214,-850.778408,162.794194,46,8,0.888889,5,-0.602903,-1.205806,320.504767,335.460945,30.472735,0.935556
266,237.701718,128.449282,109.252436,10,9,1.000000,5,-0.123782,-0.247564,329.520511,305.750339,30.748573,0.935556
267,-995.684979,-1026.684753,30.999774,50,5,0.555556,5,-0.000113,-0.000226,353.433958,373.347657,29.080883,0.933333
268,216.365680,147.079597,69.286083,9,9,1.000000,5,0.143042,0.286083,337.636982,313.596351,32.265397,0.934444
269,245.638825,130.304193,115.334632,9,9,1.000000,5,0.167316,0.334632,356.338902,329.045699,31.228116,0.934444
270,89.797888,-10.750758,100.548646,14,8,0.888889,5,0.274323,0.548646,333.352711,326.938576,29.232066,0.933333
271,290.159555,138.327855,151.831700,9,9,1.000000,5,0.415850,0.831700,345.044929,312.804978,30.157186,0.933333
272,70.837252,-53.164803,124.002055,15,8,0.888889,5,-0.248972,-0.497945,346.541848,341.819364,27.590234,0.932222
273,308.615843,143.971498,164.644345,9,9,1.000000,5,-0.427828,-0.855655,368.069797,333.779147,39.962399,0.935556
274,299.317757,140.774002,158.543756,9,9,1.000000,5,0.271878,0.543756,336.169827,302.912298,39.945296,0.935556
275,-840.370879,-1041.356167,200.985289,50,6,0.666667,5,-0.507356,-1.014711,346.225507,363.032924,40.578054,0.934444
276,280.294480,159.976135,120.318345,9,9,1.000000,5,0.159172,0.318345,355.555818,324.411987,39.938593,0.934444
277,-627.469134,-708.711327,81.242193,41,8,0.888889,5,-0.378904,-0.757807,334.742133,350.046258,42.226899,0.935556
278,246.427562,135.204783,111.222779,9,9,1.000000,5,-0.138611,-0.277221,349.020701,321.639861,43.118173,0.936667
279,-347.882463,-464.714461,116.831998,31,8,0.888889,5,-0.334001,-0.668002,338.648264,349.870279,36.594283,0.935556
280,267.964954,157.023732,110.941222,9,9,1.000000,5,0.470611,0.941222,344.291697,314.517813,36.718849,0.935556
281,257.556740,156.915491,100.641249,9,9,1.000000,5,0.320625,0.641249,365.854221,337.236806,37.180278,0.935556
282,312.465848,150.329322,162.136527,9,9,1.000000,5,-0.181737,-0.363473,356.171055,321.452627,39.296370,0.936667
283,-962.837570,-1086.845438,124.007868,50,4,0.444444,5,0.503934,1.007868,347.960814,367.217565,26.880088,0.931111
284,-219.228168,-380.125217,160.897049,28,8,0.888889,5,-0.051475,-0.102951,350.398362,358.227940,33.637908,0.933333
285,-228.989697,-343.213387,114.223690,26,8,0.888889,5,-0.138155,-0.276310,362.373826,371.181122,29.046014,0.932222
286,-953.228073,-1026.172756,72.944683,50,6,0.666667,5,-0.277659,-0.555317,358.953751,378.018313,17.121494,0.928889
287,-98.024272,-117.878434,19.854161,17,8,0.888889,5,0.177081,0.354161,361.492577,367.258711,13.242110,0.927778
288,-333.604288,-483.106124,149.501837,33,8,0.888889,5,0.000918,0.001837,358.814099,368.923320,6.673217,0.926667
289,307.485865,152.225668,155.260197,9,9,1.000000,5,-0.119901,-0.239803,367.582980,333.417884,7.150102,0.926667
290,-458.506821,-572.763611,114.256790,36,8,0.888889,5,0.378395,0.756790,357.791200,370.527501,-0.306100,0.925556
291,295.105750,140.758072,154.347678,9,9,1.000000,5,-0.576161,-1.152322,379.195578,346.406050,0.218750,0.925556
292,-974.959349,-1045.193661,70.234312,50,5,0.555556,5,0.617156,1.234312,382.355081,401.854268,-9.204097,0.922222
293,-932.507003,-1027.264119,94.757116,50,6,0.666667,5,-0.621442,-1.242884,376.429501,395.079641,-15.076104,0.920000
294,-29.898346,-83.851562,53.953217,16,8,0.888889,5,-0.523392,-1.046783,402.458866,404.327513,-17.493681,0.918889
295,207.209293,146.645502,60.563791,9,9,1.000000,5,0.031895,0.063791,389.251084,366.227829,-18.290396,0.918889
296,257.700094,133.644211,124.055883,9,9,1.000000,5,-0.222058,-0.444117,384.726095,356.092751,-13.643501,0.920000
297,261.524593,148.716744,112.807849,9,9,1.000000,5,-0.096076,-0.192151,384.182115,355.123827,-13.247912,0.920000
298,-875.552227,-1005.052134,129.499907,50,6,0.666667,5,-0.000046,-0.000093,367.460206,384.971251,-24.171469,0.916667
299,-413.774809,-536.737362,122.962553,34,8,0.888889,5,-0.018724,-0.037447,338.370957,350.540805,-30.959503,0.915556
300,-334.585544,-445.905953,111.320409,30,8,0.888889,5,-0.089796,-0.179591,380.370139,391.522990,-25.171627,0.916667
301,242.608635,130.905174,111.703461,9,9,1.000000,5,0.101730,0.203461,383.140310,356.183795,-25.322618,0.916667
302,219.069408,145.060292,74.009116,9,9,1.000000,5,-0.495442,-0.990884,378.626756,354.285710,-26.273979,0.916667
303,255.608245,141.911729,113.696516,9,9,1.000000,5,-0.401742,-0.803484,405.811722,377.410806,-26.145286,0.916667
304,176.368217,156.252306,20.115910,9,9,1.000000,5,0.307955,0.615910,375.771327,356.174858,-26.446437,0.916667
305,274.456363,160.432954,114.023409,9,9,1.000000,5,-0.238295,-0.476591,388.676320,358.181168,-26.231235,0.916667
306,179.376338,148.616710,30.759628,9,9,1.000000,5,-0.120186,-0.240372,396.654548,376.723844,-26.956906,0.916667
307,241.257699,129.669672,111.588027,9,9,1.000000,5,0.044013,0.088027,382.232428,355.426017,-27.164311,0.916667
308,-942.325283,-1021.670864,79.345581,50,6,0.666667,5,0.172790,0.345581,372.623546,391.470052,-39.717333,0.913333
309,-1075.114102,-1158.428409,83.314307,50,2,0.222222,5,-0.092847,-0.185693,397.307678,418.809960,-52.939656,0.905556
310,280.418008,129.691084,150.726924,9,9,1.000000,5,-0.136538,-0.273076,393.525528,362.367972,-51.436568,0.905556
311,100.795247,-100.647881,201.443128,15,7,0.777778,5,-0.278436,-0.556872,392.499512,385.779829,-52.509314,0.903333
312,250.647400,128.544906,122.102494,9,9,1.000000,5,0.301247,0.602494,404.993358,377.143647,-52.376341,0.903333
313,-953.471492,-1062.503991,109.032499,50,5,0.555556,5,-0.233751,-0.467501,386.091077,405.160507,-63.897245,0.898889
314,279.121585,117.090639,162.030946,9,9,1.000000,5,-0.234527,-0.469054,411.642464,380.628954,-63.827143,0.898889
315,268.368351,147.808448,120.559903,9,9,1.000000,5,1.029951,2.059903,408.437220,378.618514,-60.324792,0.900000
316,198.086170,145.916606,52.169564,9,9,1.000000,5,0.084782,0.169564,406.776560,384.766985,-60.289037,0.900000
317,-492.227417,-605.649131,113.421714,37,8,0.888889,5,-0.539143,-1.078286,394.117793,407.421237,-64.928301,0.901111
318,311.161042,150.358314,160.802728,9,9,1.000000,5,-0.098636,-0.197272,426.931819,392.358370,-64.250913,0.901111
319,244.261317,119.405160,124.856157,9,9,1.000000,5,0.178078,0.356157,396.071474,368.931328,-64.187660,0.901111
320,320.912650,155.107792,165.804857,9,9,1.000000,5,0.152429,0.304857,418.562688,382.905727,-51.244784,0.904444
321,316.302441,113.639915,202.662526,9,9,1.000000,5,0.331263,0.662526,407.504725,372.360010,-50.145226,0.904444
322,-830.533516,-995.600704,165.067188,50,7,0.777778,5,-0.216406,-0.432812,401.245630,417.856301,-61.701307,0.902222
323,221.846092,158.307414,63.538678,9,9,1.000000,5,0.019339,0.038678,413.720790,389.071224,-62.376878,0.902222
324,215.261020,145.955776,69.305243,9,9,1.000000,5,0.152622,0.305243,398.789066,374.871175,-61.989792,0.902222
325,-871.579924,-1020.512533,148.932609,50,6,0.666667,5,-0.283696,-0.567391,399.654061,417.085660,-74.114842,0.898889
326,233.852806,153.217629,80.635177,9,9,1.000000,5,0.067588,0.135177,409.336561,383.352915,-72.008521,0.900000
327,-706.756257,-909.357798,202.601542,49,8,0.888889,5,0.300771,0.601542,398.455023,412.878620,-81.639423,0.898889
328,-875.939982,-995.969068,120.029085,50,7,0.777778,5,0.014543,0.029085,403.788569,421.307369,-81.715364,0.900000
329,266.301827,154.558142,111.743685,9,9,1.000000,5,0.871842,1.743685,428.178398,398.589306,-81.208679,0.900000
330,264.473280,143.492696,120.980585,9,9,1.000000,5,0.490292,0.980585,410.106542,380.720621,-74.552481,0.901111
331,-494.847861,-605.782112,110.934251,37,8,0.888889,5,0.467126,0.934251,401.187949,414.562215,-82.570607,0.900000
332,250.982703,140.879469,110.103234,9,9,1.000000,5,0.051617,0.103234,404.949574,377.062607,-82.605315,0.900000
333,220.984928,119.454557,101.530371,9,9,1.000000,5,0.015185,0.030371,419.431617,394.877736,-82.543140,0.900000
334,238.611665,149.186589,89.425076,9,9,1.000000,5,0.462538,0.925076,427.077582,400.565175,-82.678730,0.900000
335,257.968225,134.228933,123.739292,9,9,1.000000,5,-0.380354,-0.760708,418.752664,390.089528,-82.824843,0.900000
336,313.549115,133.535257,180.013858,9,9,1.000000,5,0.506929,1.013858,436.604320,401.765530,-83.127575,0.900000
337,225.551060,124.957744,100.593316,9,9,1.000000,5,0.296658,0.593316,402.549572,377.488344,-83.248606,0.900000
338,-853.629262,-973.443998,119.814736,50,7,0.777778,5,0.657368,1.314736,397.135918,414.208503,-94.860488,0.897778
339,222.117726,113.013578,109.104148,9,9,1.000000,5,0.302074,0.604148,427.118413,402.438666,-95.813056,0.897778
340,279.367620,155.416265,123.951355,9,9,1.000000,5,-0.274322,-0.548645,432.857339,401.816493,-94.731948,0.898889
341,311.125460,149.178531,161.946930,9,9,1.000000,5,0.473465,0.946930,406.112655,371.543159,-94.431893,0.898889
342,-821.019011,-980.369787,159.350776,50,7,0.777778,5,-0.074612,-0.149224,427.861578,444.281959,-105.194911,0.896667
343,289.981775,124.838790,165.142985,9,9,1.000000,5,-0.178508,-0.357015,442.857018,410.636820,-104.575300,0.896667
344,24.903212,-92.163900,117.067112,15,7,0.777778,5,-0.216444,-0.432888,453.349422,451.689208,-106.872813,0.894444
345,201.325486,147.946222,53.379264,9,9,1.000000,5,-0.060368,-0.120736,447.497046,425.127547,-107.557323,0.894444
346,297.315699,142.323202,154.992497,9,9,1.000000,5,-0.253752,-0.507503,443.926342,410.891265,-107.477173,0.894444
347,246.652953,126.430343,120.222610,9,9,1.000000,5,0.111305,0.222610,449.937560,422.531676,-107.564700,0.894444
348,-682.773700,-751.644605,68.870905,42,8,0.888889,5,-0.064547,-0.129095,433.955173,450.211690,-109.690887,0.894444
349,-901.324145,-1060.932398,159.608253,50,5,0.555556,5,0.054127,0.108253,448.485364,466.511847,-109.152318,0.895556
350,242.200204,138.869051,103.331153,9,9,1.000000,5,0.165576,0.331153,435.172712,408.261578,-98.107715,0.897778
351,-870.700915,-984.984065,114.283151,50,7,0.777778,5,-0.108425,-0.216849,452.261294,469.675312,-109.060893,0.895556
352,-1111.797947,-1142.611005,30.813059,50,2,0.222222,5,-0.093471,-0.186941,454.414343,476.650302,-123.157293,0.887778
353,286.858069,126.396336,160.461733,9,9,1.000000,5,0.480867,0.961733,449.575820,417.702701,-123.392965,0.887778
354,-890.381450,-1097.755573,207.374124,50,4,0.444444,5,-0.312938,-0.625876,447.831292,465.638921,-133.904323,0.883333
355,231.915647,111.011866,120.903782,10,9,1.000000,5,0.451891,0.903782,474.189101,450.997537,-133.003547,0.883333
356,255.785033,140.533069,115.251964,9,9,1.000000,5,0.125982,0.251964,459.140327,430.719767,-121.863004,0.885556
357,-891.333087,-962.467878,71.134791,50,7,0.777778,5,-0.432604,-0.865209,462.135513,479.962175,-126.694191,0.885556
358,-1061.182365,-1101.642647,40.460282,50,4,0.444444,5,-0.269859,-0.539718,458.264398,479.488045,-139.608645,0.880000
359,261.543020,160.635409,100.907611,9,9,1.000000,5,0.453805,0.907611,467.982345,438.922010,-127.974808,0.884444
360,-76.478735,-244.423005,167.944270,23,8,0.888889,5,-1.027865,-2.055730,466.430675,469.755837,-131.203119,0.883333
361,249.105850,132.627765,116.478085,9,9,1.000000,5,-0.010957,-0.021915,456.271369,428.592941,-126.872408,0.884444
362,262.363701,137.816405,124.547296,9,9,1.000000,5,0.023648,0.047296,474.141070,444.989548,-114.398646,0.888889
363,204.912917,124.861239,80.051678,9,9,1.000000,5,-0.224161,-0.448322,458.439145,435.671044,-114.824905,0.888889
364,288.348553,132.999766,155.348787,9,9,1.000000,5,0.424393,0.848787,476.405024,444.366296,-102.423098,0.892222
365,283.494380,142.445546,141.048833,9,9,1.000000,5,0.024417,0.048833,479.221491,447.722116,-92.708312,0.893333
366,221.687826,88.445055,133.242771,10,8,0.888889,5,0.371386,0.742771,496.537454,474.368672,-92.868451,0.892222
367,-1011.221076,-1052.469522,41.248446,50,5,0.555556,5,0.124223,0.248446,486.003361,506.227782,-93.023812,0.892222
368,269.949091,106.056755,163.892336,10,9,1.000000,5,-0.053832,-0.107664,458.302599,431.307690,-92.487978,0.892222
369,279.444200,159.990631,119.453569,9,9,1.000000,5,-0.023216,-0.046431,453.562421,422.513066,-92.149924,0.892222
370,-918.876855,-989.123673,70.246817,50,7,0.777778,5,-0.126591,-0.253183,452.131327,470.508864,-102.236672,0.891111
371,314.376156,150.959061,163.417095,9,9,1.000000,5,-0.291452,-0.582905,467.888354,432.957670,-101.994506,0.891111
372,-904.936682,-1049.285937,144.349255,50,5,0.555556,5,0.674627,1.349255,466.336249,484.434982,-111.752245,0.887778
373,291.309923,106.624654,184.685270,10,9,1.000000,5,-0.157365,-0.314730,463.676913,434.545921,-111.925304,0.887778
374,299.016694,137.596934,161.419760,9,9,1.000000,5,0.209880,0.419760,475.032060,441.807982,-111.928315,0.887778
375,233.847539,131.636429,102.211110,9,9,1.000000,5,-0.394445,-0.788890,448.651434,422.668374,-101.186131,0.891111
376,249.583814,138.110657,111.473156,9,9,1.000000,5,-0.013422,-0.026844,486.434563,458.703028,-101.493237,0.891111
377,269.253318,154.546189,114.707129,9,9,1.000000,5,-0.646436,-1.292871,468.521011,438.603976,-92.526013,0.892222
378,214.795264,140.359200,74.436064,9,9,1.000000,5,-0.281968,-0.563936,466.898401,443.032261,-92.842336,0.892222
379,276.902260,166.895249,110.007011,9,9,1.000000,5,0.003505,0.007011,466.598203,435.831285,-86.594489,0.893333
380,-115.410036,-154.954118,39.544082,19,8,0.888889,5,0.022041,0.044082,495.223671,501.297884,-90.428239,0.892222
381,281.574776,130.961419,150.613357,9,9,1.000000,5,-0.193321,-0.386643,468.934571,437.648484,-90.188058,0.892222
382,-885.055143,-1009.496613,124.441470,50,6,0.666667,5,-0.029265,-0.058530,483.915425,501.616528,-102.163268,0.888889
383,306.424786,151.602478,154.822308,9,9,1.000000,5,-0.338846,-0.677692,469.686082,435.638884,-89.470645,0.894444
384,273.823181,149.316407,124.506774,9,9,1.000000,5,0.003387,0.006774,467.304602,436.879804,-84.540131,0.895556
385,327.811677,124.872677,202.939001,9,9,1.000000,5,0.469500,0.939001,454.317394,417.893875,-78.972117,0.896667
386,259.496720,148.277799,111.218921,9,9,1.000000,5,-0.140539,-0.281079,487.312088,458.479119,-66.844869,0.900000
387,265.214319,154.692046,110.522273,9,9,1.000000,5,0.261137,0.522273,449.992151,420.523893,-63.212483,0.901111
388,240.207844,130.670289,109.537555,9,9,1.000000,5,0.518778,1.037555,499.185201,472.495441,-57.474362,0.902222
389,232.851625,129.312932,103.538693,9,9,1.000000,5,-0.480654,-0.961307,460.687083,434.814680,-58.220705,0.902222
390,305.839099,146.047314,159.791785,9,9,1.000000,5,0.145892,0.291785,469.664998,435.682875,-50.577245,0.903333
391,-985.695079,-1148.654121,162.959042,50,2,0.222222,5,0.229521,0.459042,488.022851,507.736753,-63.385254,0.895556
392,305.678494,141.347842,164.330653,9,9,1.000000,5,0.165326,0.330653,464.746424,430.782146,-50.578875,0.900000
393,325.060002,122.330058,202.729945,9,9,1.000000,5,-0.385028,-0.770055,480.699166,444.581388,-38.003205,0.903333
394,303.296507,138.870023,164.426485,9,9,1.000000,5,-0.536758,-1.073515,496.778736,463.079124,-34.671257,0.904444
395,-889.202534,-1012.833387,123.630853,50,6,0.666667,5,-0.434573,-0.869147,497.284109,515.068160,-45.635375,0.901111
396,255.787908,141.097629,114.690280,9,9,1.000000,5,0.095140,0.190280,495.206565,466.785686,-45.654497,0.901111
397,239.712259,127.939632,111.772627,9,9,1.000000,5,0.136313,0.272627,473.001274,446.366579,-45.872620,0.901111
398,-1012.396837,-1133.025566,120.628729,50,3,0.333333,5,0.314365,0.628729,496.639691,516.887628,-47.241066,0.897778
399,316.339480,151.229934,165.109547,9,9,1.000000,5,-0.195227,-0.390453,485.300353,450.151522,-39.939923,0.898889
400,292.377209,133.168607,159.208602,9,9,1.000000,5,0.854301,1.708602,490.082618,457.596261,-33.670296,0.900000
401,-909.498418,-1059.201892,149.703473,50,5,0.555556,5,0.101737,0.203473,487.548218,505.738187,-45.191366,0.895556
402,-371.564645,-432.757405,61.192760,30,8,0.888889,5,-0.403620,-0.807240,508.055519,520.441007,-51.097707,0.894444
403,278.238697,157.448243,120.790454,9,9,1.000000,5,-0.354773,-0.709546,487.089473,456.174062,-50.871402,0.894444
404,282.811072,127.332657,155.478415,9,9,1.000000,5,-0.010793,-0.021585,479.461342,448.037889,-49.806974,0.894444
405,301.402851,150.750677,150.652174,9,9,1.000000,5,0.576087,1.152174,481.773251,448.284046,-49.537509,0.894444
406,217.261250,143.886236,73.375014,9,9,1.000000,5,-0.062493,-0.124986,490.677298,466.537159,-49.158660,0.894444
407,210.605693,139.759532,70.846160,9,9,1.000000,5,0.173080,0.346160,489.522244,466.121611,-49.465180,0.894444
408,223.251244,153.526244,69.725000,9,9,1.000000,5,-0.387500,-0.775000,516.351357,491.545664,-37.809415,0.897778
409,256.429151,143.596223,112.832928,9,9,1.000000,5,-0.083536,-0.167072,497.309329,468.817201,-24.493982,0.905556
410,297.973731,135.027685,162.946046,9,9,1.000000,5,0.223023,0.446046,497.887910,464.779718,-24.318425,0.905556
411,345.946790,145.812904,200.133886,10,9,1.000000,5,0.566943,1.133886,489.603637,455.008958,-21.866909,0.907778
412,-478.545516,-642.080293,163.534777,38,8,0.888889,5,-0.232612,-0.465223,475.586461,488.179764,-29.158839,0.906667
413,254.721570,141.112272,113.609298,9,9,1.000000,5,-0.445351,-0.890702,511.527636,483.225240,-17.076908,0.911111
414,-642.444361,-800.946827,158.502467,45,8,0.888889,5,0.251233,0.502467,506.902450,521.178992,-26.292567,0.910000
415,295.391740,150.864614,144.527125,9,9,1.000000,5,0.263563,0.527125,488.297879,455.476575,-26.022333,0.910000
416,317.840046,158.179035,159.661010,9,9,1.000000,5,0.080505,0.161010,482.861321,447.545761,-24.824795,0.910000
417,330.086506,168.240164,161.846342,9,9,1.000000,5,0.423171,0.846342,491.457063,454.780784,-16.601655,0.911111
418,255.928675,141.846931,114.081744,9,9,1.000000,5,-0.209128,-0.418256,527.260834,498.824314,-17.153979,0.911111
419,-920.945775,-1086.082536,165.136761,50,4,0.444444,5,-0.181620,-0.363239,498.724779,517.143695,-28.806050,0.905556
420,-798.928383,-958.879970,159.951587,50,7,0.777778,5,0.225793,0.451587,443.992582,459.971149,-40.004460,0.903333
421,349.564095,148.298913,201.265182,9,9,1.000000,5,1.132591,2.265182,519.652561,480.812106,-39.671844,0.903333
422,275.765491,122.834931,152.930560,9,9,1.000000,5,0.215280,0.430560,489.066388,458.425778,-28.608854,0.905556
423,341.175887,135.534487,205.641400,9,9,1.000000,5,0.320700,0.641400,479.464856,441.556425,-27.415556,0.905556
424,-71.787992,-226.350686,154.562694,20,7,0.777778,5,-0.468653,-0.937306,520.475484,524.064883,-30.286046,0.903333
425,263.854613,149.638655,114.215958,9,9,1.000000,5,-0.142021,-0.284042,479.448206,450.131027,-18.931701,0.906667
426,-877.082998,-1032.374059,155.291060,50,6,0.666667,5,-0.854470,-1.708940,484.965064,502.506724,-30.041059,0.903333
427,-941.878535,-1061.692010,119.813475,50,5,0.555556,5,-0.093262,-0.186525,493.272601,512.110172,-32.392281,0.900000
428,288.034488,136.019737,152.014751,9,9,1.000000,5,-0.242624,-0.485249,488.924899,456.921067,-20.752537,0.902222
429,-377.441847,-494.827376,117.385529,32,8,0.888889,5,-0.307235,-0.614471,465.324056,477.119113,-27.189973,0.901111
430,-971.638953,-1094.987121,123.348169,50,4,0.444444,5,0.174084,0.348169,491.162481,510.595260,-39.551096,0.895556
431,244.489066,161.766018,82.723048,9,9,1.000000,5,-0.388476,-0.776952,484.913944,457.748492,-32.157727,0.896667
432,262.943744,152.071059,110.872684,9,9,1.000000,5,0.436342,0.872684,475.502100,446.286128,-32.038116,0.896667
433,-555.374517,-759.698465,204.323948,41,7,0.777778,5,-0.338026,-0.676052,510.886314,524.432034,-39.801711,0.894444
434,316.695091,116.819265,199.875826,9,9,1.000000,5,0.437913,0.875826,493.509583,458.321239,-39.020876,0.894444
435,308.219885,147.232154,160.987731,9,9,1.000000,5,-0.006135,-0.012269,483.936629,449.689975,-38.518360,0.894444
436,260.942762,146.520930,114.421832,9,9,1.000000,5,-0.039084,-0.078168,509.110435,480.116795,-39.044423,0.894444
437,-292.210676,-499.766066,207.555390,32,8,0.888889,5,-0.972305,-1.944610,485.262902,494.394486,-44.222041,0.893333
438,286.399893,128.054044,158.345848,10,9,1.000000,5,0.422924,0.845848,517.336938,488.696949,-32.821749,0.895556
439,315.920672,155.552329,160.368343,9,9,1.000000,5,0.434172,0.868343,516.931330,481.829033,-31.883720,0.895556
440,-808.969782,-1007.332968,198.363186,50,7,0.777778,5,0.431593,0.863186,508.078482,524.257878,-42.767094,0.893333
441,310.301748,159.751898,150.549849,9,9,1.000000,5,1.274925,2.549849,504.797952,470.319980,-42.775331,0.893333
442,315.724959,162.930753,152.794206,9,9,1.000000,5,0.897103,1.794206,533.305637,498.225086,-31.407891,0.895556
443,288.065223,128.225201,159.840022,9,9,1.000000,5,0.170011,0.340022,502.637321,470.630074,-31.427057,0.895556
444,191.999981,132.269545,59.730436,9,9,1.000000,5,0.365218,0.730436,494.400667,473.067336,-29.756089,0.897778
445,-564.504597,-625.785636,61.281038,37,8,0.888889,5,-0.359481,-0.718962,468.490196,483.747077,-37.414390,0.896667
446,-825.979037,-990.757708,164.778671,50,7,0.777778,5,-0.360665,-0.721329,476.161534,492.681115,-48.647337,0.894444
447,212.005736,160.696597,51.309139,9,9,1.000000,5,0.404570,0.809139,496.178140,472.621947,-48.993809,0.894444
448,292.322024,134.265013,158.057011,9,9,1.000000,5,-0.221495,-0.442989,502.890538,470.410313,-39.242852,0.895556
449,244.929033,39.200893,205.728140,11,8,0.888889,5,-0.385930,-0.771860,528.613306,506.347030,-27.780320,0.898889
450,252.403669,132.140539,120.263130,9,9,1.000000,5,0.131565,0.263130,520.240583,492.195731,-27.678286,0.898889
451,-889.989433,-1095.918966,205.929533,50,4,0.444444,5,-0.285234,-0.570467,498.257863,516.057651,-27.871171,0.895556
452,360.262181,156.305083,203.957097,9,9,1.000000,5,0.228549,0.457097,532.016629,491.987497,-13.150569,0.903333
453,234.711526,123.319552,111.391973,9,9,1.000000,5,0.695987,1.391973,534.942187,508.863128,-13.672035,0.903333
454,166.442747,126.638035,39.804712,9,9,1.000000,5,-0.347644,-0.695288,497.008906,478.515267,-3.103793,0.908889
455,138.980462,67.947101,71.033361,10,8,0.888889,5,0.266680,0.533361,549.831763,535.933716,-4.033145,0.907778
456,-873.086203,-986.053898,112.967695,50,7,0.777778,5,-0.016153,-0.032305,488.999917,506.461641,-15.321857,0.905556
457,328.109015,156.785356,171.323659,9,9,1.000000,5,1.161830,2.323659,525.811249,489.354692,-3.127436,0.907778
458,172.663655,142.359594,30.304061,9,9,1.000000,5,0.402031,0.804061,511.078682,491.893831,9.211024,0.913333
459,373.417986,168.416373,205.001613,9,9,1.000000,5,0.000806,0.001613,518.641099,477.150212,10.329774,0.913333
