episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,159.58588373666393,9,5,0.7929418683319733,1.5858837366639467,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
2,200.42717803801335,9,5,0.7135890190066794,1.4271780380133587,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
3,120.94754817759247,9,5,0.47377408879623717,0.9475481775924743,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
4,159.59535847498464,9,5,0.7976792374923198,1.5953584749846397,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
5,190.50348414875717,9,5,1.2517420743785903,2.5034841487571806,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
6,121.17732467924804,9,5,0.5886623396240265,1.177324679248053,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
7,120.34191396509857,9,5,0.9209569825492889,1.8419139650985779,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
8,120.33439107171623,50,5,0.16719553585811886,0.3343910717162377,6,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
9,161.01002138422928,9,5,0.7550106921146433,1.5100213842292867,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
10,201.6867903715248,9,5,0.5933951857624105,1.186790371524821,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
11,200.80116541400977,50,5,0.9005827070048952,1.8011654140097904,6,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
12,203.5905673195634,9,5,0.7952836597817119,1.5905673195634238,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
13,120.66143133913727,9,5,1.080715669568637,2.161431339137274,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
14,202.1563255137081,9,5,0.8281627568540624,1.6563255137081248,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
15,160.016338046064,9,5,1.0081690230320017,2.0163380460640035,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
16,80.01210092117375,50,5,0.5060504605868765,1.012100921173753,5,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
17,160.44157491449195,50,5,0.47078745724598303,0.9415749144919661,6,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
18,121.07857003485412,8,5,0.539285017427066,1.078570034854132,8,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
19,162.43833988474807,9,5,0.7191699423740427,1.4383398847480855,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
20,81.08241910398279,50,5,0.2912095519913941,0.5824191039827882,3,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
21,119.45102009290096,9,5,0.4755100464504873,0.9510200929009746,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
22,161.63796019123993,9,5,1.0689800956199687,2.1379601912399373,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
23,80.53368991398315,50,5,0.7668449569915792,1.5336899139831583,3,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
24,160.96006118821106,9,5,0.7300305941055338,1.4600611882110677,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
25,200.20473046590428,9,5,1.3523652329521512,2.7047304659043023,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
26,150.83376457797394,9,5,1.1668822889869697,2.3337645779739393,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
27,39.721931713007244,50,5,0.11096585650362356,0.22193171300724712,2,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
28,120.81461396490783,9,5,0.4073069824539215,0.814613964907843,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
29,200.73888888417434,9,5,0.8694444420871785,1.738888884174357,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
30,161.4766622738739,9,5,0.9883311369369547,1.9766622738739095,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
31,162.39687457250557,9,5,0.6984372862527888,1.3968745725055776,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
32,163.74132296218897,9,5,1.370661481094485,2.74132296218897,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
33,161.91464559628056,9,5,1.2073227981402843,2.4146455962805686,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
34,162.0199008541008,9,5,0.5099504270504038,1.0199008541008077,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
35,200.0198071290765,9,5,1.259903564538258,2.519807129076516,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
36,162.28826741768407,9,5,0.644133708842036,1.288267417684072,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
37,161.552430923452,9,5,1.026215461726002,2.052430923452004,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
38,159.4883260567336,9,5,0.744163028366801,1.488326056733602,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
39,159.97543050919555,9,5,1.73771525459778,3.47543050919556,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
40,199.16373281170468,9,5,1.581866405852351,3.163732811704702,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
41,40.26755282175293,50,5,0.38377641087646586,0.7675528217529317,2,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
42,81.28437059902649,50,5,0.39218529951324665,0.7843705990264933,2,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
43,203.5207357352848,9,5,0.7603678676424077,1.5207357352848154,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
44,80.5112844088028,50,5,0.7556422044013997,1.5112844088027995,3,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
45,120.58519366060943,9,5,1.042596830304721,2.085193660609442,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
46,121.09086050094899,9,5,0.5454302504744966,1.0908605009489931,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
47,159.4784664345153,9,5,0.739233217257656,1.478466434515312,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
48,203.6869841941718,9,5,0.843492097085903,1.686984194171806,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
49,159.46508431004486,9,5,0.7325421550224345,1.465084310044869,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
50,202.54581304846954,9,5,1.0229065242347768,2.0458130484695536,9,True,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
