episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,125.60927613778202,9,5,0.5546380688910127,1.1092761377820255,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
2,168.02603279014807,9,5,0.5130163950740362,1.0260327901480724,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
3,83.88013523658579,9,5,1.190067618292895,2.38013523658579,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
4,125.34252031846134,9,5,0.4212601592306734,0.8425203184613468,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
5,88.90204065879648,9,5,1.4510203293982418,2.9020406587964835,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
6,146.28615583959265,9,5,0.39307791979632856,0.7861558395926571,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
7,170.00830323435582,9,5,0.7541516171779157,1.5083032343558314,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
8,117.42254861638972,9,5,-0.5387256918051355,-1.077451383610271,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
9,82.27396954090915,9,5,0.13698477045457602,0.27396954090915204,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
10,121.97949477238743,9,5,0.2397473861937166,0.4794947723874332,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
11,211.0908950770274,9,5,1.7954475385137116,3.5908950770274233,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
12,141.41053099266674,8,5,1.7052654963333782,3.4105309926667564,8,False,MASAC,grid4_cubes9_astar,A*,-1,1
13,123.34507601037517,9,5,1.1725380051875862,2.3450760103751724,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
14,44.3187601080143,9,5,1.1593800540071517,2.3187601080143034,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
15,159.66438026167668,9,5,0.08219013083834659,0.16438026167669317,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
16,124.7399010655154,9,5,0.11995053275770251,0.23990106551540502,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
17,123.04362957253947,8,5,1.0218147862697395,2.043629572539479,8,False,MASAC,grid4_cubes9_astar,A*,-1,1
18,125.5462891678342,9,5,0.5231445839171053,1.0462891678342106,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
19,164.51378772005245,9,5,0.25689386002621906,0.5137877200524381,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
20,118.0682848338885,9,5,-0.21585758305574587,-0.43171516611149174,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
21,124.25602001927277,9,5,0.8780100096363838,1.7560200192727675,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
22,70.72247333433266,9,5,0.8612366671663315,1.722473334332663,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
23,44.221636485120015,9,5,1.1108182425600082,2.2216364851200163,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
24,127.164047203494,9,5,0.5820236017470003,1.1640472034940006,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
25,84.05325716575449,9,5,1.2766285828772457,2.5532571657544914,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
26,159.34791568228923,9,5,0.9239578411446245,1.847915682289249,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
27,125.16692428365245,9,5,1.3334621418262276,2.666924283652455,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
28,80.48294712097965,9,5,-0.008526439510176176,-0.01705287902035235,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
29,100.00537487073032,8,5,0.002687435365164359,0.005374870730328718,8,False,MASAC,grid4_cubes9_astar,A*,-1,1
30,157.6443573565217,9,5,0.822178678260866,1.644357356521732,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
31,71.12510807420846,9,5,1.0625540371042281,2.1251080742084563,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
32,71.07717127706643,9,5,1.0385856385332137,2.0771712770664275,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
33,118.98509963796565,9,5,-0.5074501810171717,-1.0149003620343433,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
34,125.27280525937572,9,5,1.3864026296878609,2.7728052593757218,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
35,118.32858391804783,9,5,-0.0857080409760832,-0.1714160819521664,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
36,125.64271601243107,8,5,0.5713580062155367,1.1427160124310733,8,False,MASAC,grid4_cubes9_astar,A*,-1,1
37,164.44852224299632,9,5,1.224261121498171,2.448522242996342,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
38,216.80534890232178,9,5,1.4026744511609035,2.805348902321807,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
39,83.56792113545664,9,5,1.0339605677283221,2.0679211354566442,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
40,119.75384815977046,9,5,-0.12307592011476687,-0.24615184022953374,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
41,85.9131084429111,9,5,0.45655422145555025,0.9131084429111005,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
42,123.38203184381022,9,5,1.1910159219051155,2.382031843810231,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
43,166.77600998617925,8,5,0.6380049930896283,1.2760099861792567,8,False,MASAC,grid4_cubes9_astar,A*,-1,1
44,84.18299314845461,9,5,0.3414965742273093,0.6829931484546186,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
45,83.8923780545349,9,5,1.1961890272674496,2.392378054534899,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
46,83.74708217223947,9,5,1.1235410861197384,2.2470821722394767,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
47,110.26157778343027,9,5,0.8807888917151363,1.7615777834302726,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
48,44.489668797513204,9,5,1.2448343987566024,2.489668797513205,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
49,29.53604146213935,9,5,0.7680207310696752,1.5360414621393503,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
50,119.73736314549937,9,5,0.8686815727496894,1.7373631454993788,9,True,MASAC,grid4_cubes9_astar,A*,-1,1
