Timestep,DDQN_Rolling_Std,PPO_Rolling_Std
1,,
101,52.26357182029888,
201,1.3387602470017719,
301,0.7201231747534276,
401,1.5849978624859111,
501,0.4666763828504275,
601,0.5643070821303531,
701,0.2023108627598069,
801,0.18487441782824354,
901,0.39906916162967154,
1001,0.4329842136619968,
1101,0.41827217244363474,
1201,0.30454403343148356,
1301,0.9241715922803354,
1401,0.6976929720835177,
1501,0.5433528427256306,
1601,0.2595811731829373,
1701,0.4244797820781269,
1801,0.3865541406784847,
1901,0.3452081379543632,
2001,0.30067996933658847,
2101,0.43013022492149594,
2201,0.5171430228992823,
2301,0.6102493647907294,
2401,0.6937801887506113,
2501,0.2979529387562541,
2601,0.3340042313831821,
2701,0.31374683855329516,
2801,0.29463726995176526,
2901,0.5251220213052032,
3001,0.3439309098682548,
3101,0.23927825616529153,0.7096423355929629
3201,0.28062373925307804,0.7096423355929629
3301,0.2491741049095613,0.7096423355929629
3401,0.5082150622440699,0.7096423355929629
3501,0.3092820757571164,0.7096423355929629
3601,0.24491457949124806,0.7096423355929629
3701,0.6766731216455983,0.7096423355929629
3801,0.49533818549558667,0.7096423355929629
3901,0.22633986670346826,0.7096423355929629
4001,0.23869935494354597,0.7096423355929629
4101,0.23609407137230493,0.7096423355929629
4201,0.44307873876800513,0.7096423355929629
4301,0.20188779095136744,0.7096423355929629
4401,0.5422131711567001,0.7096423355929629
4501,0.194067604023344,0.7096423355929629
4601,0.48153641227485106,0.7096423355929629
4701,0.24052802433437534,0.7096423355929629
4801,0.238315339108565,0.7096423355929629
4901,0.24566285002965754,0.7096423355929629
5001,0.2654392983714038,0.7096423355929629
5101,0.29288865588413754,0.7096423355929629
5201,0.4833363029854012,0.8963428352596948
5301,0.5805815749678346,0.8963428352596948
5401,0.25827481989134465,0.8963428352596948
5501,0.4120538559009716,0.8963428352596948
5601,0.437359431114218,0.8963428352596948
5701,0.34171254637675497,0.8963428352596948
5801,0.3741863643230453,0.8963428352596948
5901,0.6371937398648434,0.8963428352596948
6001,0.6415053420547486,0.8963428352596948
6101,0.2642662672374847,0.8963428352596948
6201,0.20368812522229438,0.8963428352596948
6301,0.22404868516638787,0.8963428352596948
6401,0.244096452029822,0.8963428352596948
6501,0.2685782880034629,0.8963428352596948
6601,0.49706693394039636,0.8963428352596948
6701,0.3880116226361607,0.8963428352596948
6801,0.5611750369318289,0.8963428352596948
6901,0.33334283484193755,0.8963428352596948
7001,0.3734579872018107,0.8963428352596948
7101,0.4626281433175972,0.8963428352596948
7201,0.40368016106335153,3.113335239698302
7301,0.49850957032762405,3.113335239698302
7401,0.3938577250479231,3.113335239698302
7501,0.6448333215621576,3.113335239698302
7601,0.36678032469171984,3.113335239698302
7701,0.34261013493584325,3.113335239698302
7801,0.3404594557422658,3.113335239698302
7901,0.2077268609122552,3.113335239698302
8001,0.2842117184844428,3.113335239698302
8101,0.6140172794878592,3.113335239698302
8201,0.39251075737061925,3.113335239698302
8301,0.5277142270701832,3.113335239698302
8401,0.4572814565045163,3.113335239698302
8501,0.25885045728653494,3.113335239698302
8601,0.3518091255177882,3.113335239698302
8701,0.30804419943374073,3.113335239698302
8801,0.20112631260377178,3.113335239698302
8901,0.5220938186161002,3.113335239698302
9001,0.49839188661099687,3.113335239698302
9101,0.44992958635502045,3.113335239698302
9201,0.19913509854904782,3.113335239698302
9301,0.5256755119752456,5.191957734868251
9401,0.42397531617605716,5.191957734868251
9501,0.5052881453008492,5.191957734868251
9601,0.3669237062898121,5.191957734868251
9701,0.2158837504654124,5.191957734868251
9801,0.45548765371117717,5.191957734868251
9901,0.20169832183369016,5.191957734868251
10001,0.4615269925192363,5.191957734868251
10101,0.3566298528679586,5.191957734868251
10201,0.6562929430576956,5.191957734868251
10301,0.4410984327712498,5.191957734868251
10401,0.2825736671418621,5.191957734868251
10501,0.5921653785376793,5.191957734868251
10601,0.4034641499663235,5.191957734868251
10701,0.5297171447279081,5.191957734868251
10801,0.17296399283163078,5.191957734868251
10901,0.22504510823776253,5.191957734868251
11001,0.4165674666639397,5.191957734868251
11101,0.3738774587374006,5.191957734868251
11201,0.2602290508503815,5.191957734868251
11301,0.2124945871849239,5.542981484996583
11401,0.4895549142502995,5.542981484996583
11501,0.4341322504667808,5.542981484996583
11601,0.26063447269439893,5.542981484996583
11701,0.4739844012195489,5.542981484996583
11801,0.1931571846589903,5.542981484996583
11901,0.2551040871214281,5.542981484996583
12001,0.1855432593060391,5.542981484996583
12101,0.21012178158332762,5.542981484996583
12201,0.2301250252826401,5.542981484996583
12301,0.27256381181800193,5.542981484996583
12401,0.4918547623922489,5.542981484996583
12501,0.2063697280742002,5.542981484996583
12601,0.19341497536788635,5.542981484996583
12701,0.24493842002226837,5.542981484996583
12801,0.2831202646988991,5.542981484996583
12901,0.2301727122735903,5.542981484996583
13001,0.5066562284199433,5.542981484996583
13101,0.18416722340581446,5.542981484996583
13201,0.32296660419417383,5.542981484996583
13301,0.21699063158498205,5.542981484996583
13401,0.25445165105752254,6.2124722139295985
13501,0.28933621329270076,6.2124722139295985
13601,0.39894386649930097,6.2124722139295985
13701,0.4645240366744268,6.2124722139295985
13801,0.1601330054005016,6.2124722139295985
13901,0.4121930947046586,6.2124722139295985
14001,0.3045043589792038,6.2124722139295985
14101,0.3219434210351947,6.2124722139295985
14201,0.41157272893885694,6.2124722139295985
14301,0.35457770847905473,6.2124722139295985
14401,0.4816553381025829,6.2124722139295985
14501,0.6627960480726152,6.2124722139295985
14601,0.3613536596231988,6.2124722139295985
14701,0.3820077997605691,6.2124722139295985
14801,0.33156195425603746,6.2124722139295985
14901,0.645006727368963,6.2124722139295985
15001,0.3932523995246804,6.2124722139295985
15101,0.29880792680074103,6.2124722139295985
15201,0.6135049134036741,6.2124722139295985
15301,0.2346353469510938,6.2124722139295985
15401,0.442610983566926,4.018393024791394
15501,0.3298058825789212,4.018393024791394
15601,0.4574197220775206,4.018393024791394
15701,0.5896444418728758,4.018393024791394
15801,0.5621297818684128,4.018393024791394
15901,0.4471672124554227,4.018393024791394
16001,0.44246652955791294,4.018393024791394
16101,0.48143737370270506,4.018393024791394
16201,0.4356427549702479,4.018393024791394
16301,0.17375306257195272,4.018393024791394
16401,0.46546490035717797,4.018393024791394
16501,0.5006209630242453,4.018393024791394
16601,0.6539907822288274,4.018393024791394
16701,0.19871580864632432,4.018393024791394
16801,0.18811143639768962,4.018393024791394
16901,0.23946501821127403,4.018393024791394
17001,0.30767595535045084,4.018393024791394
17101,0.3555018366427284,4.018393024791394
17201,0.2285109069316511,4.018393024791394
17301,0.20978659218575219,4.018393024791394
17401,0.3337836085588387,4.018393024791394
17501,0.26221892341897585,2.368320775092045
17601,0.3125565880184905,2.368320775092045
17701,0.6858976285675528,2.368320775092045
17801,0.3145894478202777,2.368320775092045
17901,0.3404430065366231,2.368320775092045
18001,0.15333349366010676,2.368320775092045
18101,0.263706329811458,2.368320775092045
18201,0.16852672506530247,2.368320775092045
18301,0.4922893700606252,2.368320775092045
18401,0.37337155780387554,2.368320775092045
18501,0.5807248265073978,2.368320775092045
18601,0.7595399345362832,2.368320775092045
18701,0.2927913008984095,2.368320775092045
18801,0.3409717801369193,2.368320775092045
18901,0.37579250112034013,2.368320775092045
19001,0.1472839453657023,2.368320775092045
19101,0.2818781786894853,2.368320775092045
19201,0.19190781458621795,2.368320775092045
19301,0.3033768154308805,2.368320775092045
19401,0.6551887561213328,2.368320775092045
19501,0.6012786192548474,4.775163756222333
19601,0.3298239151983447,4.775163756222333
19701,0.634224704158454,4.775163756222333
19801,0.23473666270742363,4.775163756222333
19901,0.24213733254099834,4.775163756222333
20001,0.2463622037877931,4.775163756222333
20101,0.3394821667665286,4.775163756222333
20201,0.1720167290315197,4.775163756222333
20301,0.3898928415409223,4.775163756222333
20401,0.373290795944244,4.775163756222333
20501,0.2865917917446765,4.775163756222333
20601,0.30621232765156203,4.775163756222333
20701,0.14233639668173337,4.775163756222333
20801,0.36617096791886405,4.775163756222333
20901,0.46990000665416265,4.775163756222333
21001,0.2714943070355521,4.775163756222333
21101,0.39509785162146427,4.775163756222333
21201,0.25444730526347464,4.775163756222333
21301,0.30947941877650414,4.775163756222333
21401,0.15118446581252784,4.775163756222333
21501,0.2102552254889939,4.775163756222333
21601,0.7273563712091771,4.087913701649113
21701,0.36832497827239924,4.087913701649113
21801,0.5769456835367299,4.087913701649113
21901,0.4100180822199669,4.087913701649113
22001,0.3067018396249768,4.087913701649113
22101,0.2950638821275067,4.087913701649113
22201,0.324867280966514,4.087913701649113
22301,0.4249310191234788,4.087913701649113
22401,0.1696269869108844,4.087913701649113
22501,0.3716835572089731,4.087913701649113
