episode,model,seed,agent1_reward,success,cubes_picked,pick_failures,successful_picks,unreachable_cubes,path_efficiency,action_entropy,agent2_reward,reshuffles_performed,total_distance_reduced,total_time_saved,total_reward,episode_length,duration,timestamp,planner,grid_size,num_cubes
1,DDPG+MASAC,42,-471.99390924887075,False,1,0,1,8,1.0,0.0,203.0294262502146,5,0.5147131251073183,1.0294262502146365,-268.96448299865614,50,1.378499984741211,2026-01-19T00:23:03.651816,Isaac Sim RRT,4,9
2,DDPG+MASAC,42,-477.7036588153974,False,1,0,1,8,1.0,0.0,201.61951556264114,5,0.559757781320577,1.119515562641154,-276.08414325275623,50,1.1978933811187744,2026-01-19T00:23:04.876232,Isaac Sim RRT,4,9
3,DDPG+MASAC,42,-470.1704245954215,False,1,0,1,8,1.0,0.0,180.48860707341385,5,0.7443035367069295,1.488607073413859,-289.68181752200763,50,1.16731858253479,2026-01-19T00:23:06.071023,Isaac Sim RRT,4,9
1,TD3+MASAC,42,-464.65719364009385,False,1,0,1,8,1.0,0.0,202.0748167282219,5,0.7874083641109517,1.5748167282219034,-262.58237691187196,50,1.1519505977630615,2026-01-19T00:23:08.391075,Isaac Sim RRT,4,9
2,TD3+MASAC,42,-472.9174020887121,False,1,0,1,8,1.0,0.0,199.3260439922128,5,0.9130219961064037,1.8260439922128073,-273.59135809649933,50,1.2104103565216064,2026-01-19T00:23:09.635069,Isaac Sim RRT,4,9
3,TD3+MASAC,42,-463.3625167644183,False,1,0,1,8,1.0,0.0,201.45461227952194,5,0.47730613976097613,0.9546122795219523,-261.90790448489633,50,1.142019271850586,2026-01-19T00:23:10.802620,Isaac Sim RRT,4,9
1,PPO-Continuous+MASAC,42,-464.0662797735969,False,1,0,1,8,1.0,0.0,201.98527779637527,5,0.7426388981876424,1.4852777963752848,-262.0810019772216,50,1.2489497661590576,2026-01-19T00:23:13.046279,Isaac Sim RRT,4,9
2,PPO-Continuous+MASAC,42,-463.86919671702486,False,1,0,1,8,1.0,0.0,200.29844572602462,5,0.6492228630123189,1.2984457260246378,-263.57075099100024,50,1.0691511631011963,2026-01-19T00:23:14.148489,Isaac Sim RRT,4,9
3,PPO-Continuous+MASAC,42,-472.0677089832314,False,1,0,1,8,1.0,0.0,182.8496614342804,5,0.4248307171402028,0.8496614342804056,-289.218047548951,50,1.1701791286468506,2026-01-19T00:23:15.344684,Isaac Sim RRT,4,9
1,SAC-Continuous+MASAC,42,-502.9933728632287,False,1,0,1,8,1.0,0.0,142.52313807069015,5,1.0115690353450826,2.023138070690165,-360.4702347925386,50,5.758136987686157,2026-01-19T00:24:07.104147,Isaac Sim RRT,4,9
2,SAC-Continuous+MASAC,42,-477.448468551097,False,1,0,1,8,1.0,0.0,204.1577726548786,5,0.32888632743931323,0.6577726548786265,-273.2906958962184,50,1.2421276569366455,2026-01-19T00:24:08.372406,Isaac Sim RRT,4,9
3,SAC-Continuous+MASAC,42,-476.7339839500986,False,1,0,1,8,1.0,0.0,203.97101148425293,5,0.2355057421264699,0.4710114842529398,-272.7629724658457,50,1.1820259094238281,2026-01-19T00:24:09.593512,Isaac Sim RRT,4,9
