global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,29.392347895817025,29.392347895817025,True,0.6961739479085118,1.3923478958170237,1,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
2,1,2,0.0,29.392347895817025,False,0.6961739479085118,1.3923478958170237,2,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
3,1,3,41.135336148087475,70.5276840439045,True,0.7638420219522507,1.5276840439045014,3,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
4,1,4,0.0,70.5276840439045,True,0.7638420219522507,1.5276840439045014,4,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
5,1,5,0.0,70.5276840439045,True,0.7638420219522507,1.5276840439045014,5,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
6,1,6,0.0,70.5276840439045,True,0.7638420219522507,1.5276840439045014,6,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
7,1,7,0.0,70.5276840439045,False,0.7638420219522507,1.5276840439045014,7,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
8,1,8,0.0,70.5276840439045,False,0.7638420219522507,1.5276840439045014,8,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
9,1,9,0.0,70.5276840439045,False,0.7638420219522507,1.5276840439045014,9,True,False,MASAC,grid4_cubes9_astar,A*,-1,1
10,2,1,29.596106970028146,29.596106970028146,True,0.7980534850140721,1.5961069700281443,1,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
11,2,2,0.0,29.596106970028146,False,0.7980534850140721,1.5961069700281443,2,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
12,2,3,0.0,29.596106970028146,True,0.7980534850140721,1.5961069700281443,3,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
13,2,4,0.0,29.596106970028146,True,0.7980534850140721,1.5961069700281443,4,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
14,2,5,0.0,29.596106970028146,True,0.7980534850140721,1.5961069700281443,5,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
15,2,6,39.45499645406434,69.05110342409249,True,0.7755517120462448,1.5511034240924897,6,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
16,2,7,0.0,69.05110342409249,False,0.7755517120462448,1.5511034240924897,7,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
17,2,8,0.0,69.05110342409249,False,0.7755517120462448,1.5511034240924897,8,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
18,2,9,0.0,69.05110342409249,False,0.7755517120462448,1.5511034240924897,9,True,False,MASAC,grid4_cubes9_astar,A*,-1,1
19,3,1,44.419802140256124,44.419802140256124,True,1.2099010701280624,2.4198021402561247,1,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
20,3,2,0.0,44.419802140256124,False,1.2099010701280624,2.4198021402561247,2,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
21,3,3,0.0,44.419802140256124,True,1.2099010701280624,2.4198021402561247,3,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
22,3,4,0.0,44.419802140256124,True,1.2099010701280624,2.4198021402561247,4,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
23,3,5,0.0,44.419802140256124,True,1.2099010701280624,2.4198021402561247,5,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
24,3,6,0.0,44.419802140256124,True,1.2099010701280624,2.4198021402561247,6,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
25,3,7,0.0,44.419802140256124,False,1.2099010701280624,2.4198021402561247,7,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
26,3,8,0.0,44.419802140256124,False,1.2099010701280624,2.4198021402561247,8,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
27,3,9,0.0,44.419802140256124,False,1.2099010701280624,2.4198021402561247,9,True,False,MASAC,grid4_cubes9_astar,A*,-1,1
28,4,1,44.417739819546895,44.417739819546895,True,1.208869909773448,2.417739819546896,1,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
29,4,2,0.0,44.417739819546895,False,1.208869909773448,2.417739819546896,2,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
30,4,3,39.36791537934968,83.78565519889658,True,1.1428275994482906,2.285655198896581,3,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
31,4,4,0.0,83.78565519889658,True,1.1428275994482906,2.285655198896581,4,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
32,4,5,0.0,83.78565519889658,True,1.1428275994482906,2.285655198896581,5,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
33,4,6,39.452069150750134,123.23772434964671,True,1.118862174823359,2.237724349646718,6,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
34,4,7,0.0,123.23772434964671,False,1.118862174823359,2.237724349646718,7,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
35,4,8,0.0,123.23772434964671,False,1.118862174823359,2.237724349646718,8,False,False,MASAC,grid4_cubes9_astar,A*,-1,1
