global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,39.97825643312683,39.97825643312683,True,0.23912821656341654,0.4782564331268331,1,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
2,1,2,40.03044459551709,80.00870102864391,True,0.5043505143219615,1.008701028643923,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
3,1,3,40.999999969122314,121.00870099776623,True,0.5043504988831198,1.0087009977662396,3,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
4,1,4,39.522083728430175,160.5307847261964,True,0.5153923630982087,1.0307847261964174,4,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
5,1,5,40.999999969122314,201.53078469531872,True,0.5153923476593669,1.0307846953187338,5,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
6,1,6,0.0,201.53078469531872,False,0.5153923476593669,1.0307846953187338,6,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
7,1,7,0.0,201.53078469531872,False,0.5153923476593669,1.0307846953187338,7,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
8,1,8,0.0,201.53078469531872,False,0.5153923476593669,1.0307846953187338,8,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
9,1,9,0.0,201.53078469531872,False,0.5153923476593669,1.0307846953187338,9,True,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
10,2,1,39.10804058758843,39.10804058758843,True,-0.19597970620578697,-0.39195941241157395,1,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
11,2,2,40.32265457403412,79.43069516162254,True,0.21534758081127336,0.43069516162254673,2,False,False,MASAC,grid4_cubes9_rrt_isaacsim,Isaac Sim RRT,-1,1
