episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,162.4986653164491,9,5,0.9993326582245547,1.9986653164491095,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
2,65.90236253645058,8,5,0.7011812682252915,1.402362536450583,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,123,2
3,124.93577794805064,9,5,1.2178889740253243,2.4357779480506485,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
4,220.19385103683516,8,5,1.5969255184175908,3.1938510368351816,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,123,2
5,121.74397667450992,9,5,0.12198833725496538,0.24397667450993077,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
6,83.86906128963297,9,5,1.1845306448164852,2.3690612896329704,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
7,158.8977463813266,9,5,0.6988731906633076,1.397746381326615,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
8,83.90352210763224,9,5,1.2017610538161212,2.4035221076322424,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
9,165.0760732736228,9,5,0.5380366368114019,1.0760732736228038,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
10,125.18933932557597,9,5,1.344669662787989,2.689339325575978,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
11,125.16737572923198,9,5,1.333687864615992,2.667375729231984,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
12,166.51336918731909,9,5,0.5066845936595464,1.0133691873190929,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
13,84.19823024142642,9,5,0.34911512071321016,0.6982302414264203,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
14,39.42940698796937,9,5,-0.035296506015312645,-0.07059301203062529,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
15,98.49778517184215,9,5,1.4988925859210784,2.997785171842157,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
16,85.4225016570402,9,5,1.2112508285201007,2.4225016570402014,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
17,110.40623015006845,8,5,0.9531150750342281,1.9062301500684562,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,123,2
18,125.20905344262614,9,5,1.3545267213130745,2.709053442626149,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
19,179.1576518723277,9,5,1.5788259361638626,3.157651872327725,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
20,183.2516791070104,9,5,1.3758395535052141,2.7516791070104283,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
21,125.2315362664655,9,5,0.3657681332327509,0.7315362664655018,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
22,69.0638510694706,9,5,0.7819255347353012,1.5638510694706025,9,1.0,MASAC,grid4_cubes9_astar,A*,123,2
