episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,162.23547046148792,9,5,0.8677352307439626,1.7354704614879253,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
2,44.81186860947098,9,5,0.40593430473548886,0.8118686094709777,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
3,124.35058413560917,9,5,0.9252920678045858,1.8505841356091717,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
4,219.71438722298473,9,5,1.3571936114923515,2.714387222984703,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
5,108.38724866654015,8,5,0.6936243332700711,1.3872486665401422,8,0.8888888888888888,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
6,41.04745525268997,9,5,0.02372762634498593,0.04745525268997186,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
7,89.35520351227692,9,5,0.6776017561384582,1.3552035122769164,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
8,130.6222572966899,9,5,0.8111286483449553,1.6222572966899107,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
9,164.6584387879104,9,5,0.3292193939551966,0.6584387879103932,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
10,165.00685046924676,9,5,0.7534252346233806,1.5068504692467612,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
11,164.11587323286724,9,5,0.05793661643362691,0.11587323286725382,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
12,151.0981003969294,9,5,0.7990501984646969,1.5981003969293939,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
13,86.06861753456306,9,5,0.5343087672815343,1.0686175345630686,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
14,123.24461275781051,9,5,0.12230637890525808,0.24461275781051617,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
15,180.3071269978658,9,5,1.4035634989328813,2.8071269978657627,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
16,124.56851171072056,9,5,1.0342558553602803,2.0685117107205606,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
17,70.53825733062874,9,5,0.7691286653143674,1.5382573306287348,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
18,82.21234965619018,9,5,0.10617482809509271,0.21234965619018542,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
19,142.4722282265372,9,5,1.48611411326859,2.97222822653718,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
20,217.10482435012807,9,5,0.8024121750640233,1.6048243501280466,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
21,221.08021311447948,9,5,1.2901065572397272,2.5802131144794545,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
22,151.0104390113932,9,5,0.7552195056966,1.5104390113932,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
23,151.9956320349303,9,5,0.49781601746515747,0.9956320349303149,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
24,163.79364507162586,9,5,0.8968225358129324,1.7936450716258647,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
25,207.18928145281774,9,5,1.3446407264088642,2.6892814528177285,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
26,126.7798531873697,9,5,0.38992659368484905,0.7798531873696981,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
27,66.97442051765572,9,5,0.4872102588278562,0.9744205176557124,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
28,144.8641965448175,9,5,0.4320982724087523,0.8641965448175046,9,1.0,MASAC,grid4_cubes9_rrt_viz,RRT Viz,123,2
