global_timestep,episode,step_in_episode,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked,done,truncated,algorithm,scenario,planner,seed,run_id
1,1,1,44.317565630933004,44.317565630933004,True,1.1587828154665023,2.3175656309330046,1,False,False,MASAC,grid4_cubes9_astar,A*,42,1
2,1,2,39.36791537934968,83.68548101028269,True,1.0927405051413448,2.1854810102826896,2,False,False,MASAC,grid4_cubes9_astar,A*,42,1
3,1,3,0.0,83.68548101028269,True,1.0927405051413448,2.1854810102826896,3,False,False,MASAC,grid4_cubes9_astar,A*,42,1
4,1,4,0.0,83.68548101028269,True,1.0927405051413448,2.1854810102826896,4,False,False,MASAC,grid4_cubes9_astar,A*,42,1
5,1,5,0.0,83.68548101028269,True,1.0927405051413448,2.1854810102826896,5,False,False,MASAC,grid4_cubes9_astar,A*,42,1
6,1,6,0.0,83.68548101028269,False,1.0927405051413448,2.1854810102826896,6,False,False,MASAC,grid4_cubes9_astar,A*,42,1
7,1,7,0.0,83.68548101028269,False,1.0927405051413448,2.1854810102826896,7,False,False,MASAC,grid4_cubes9_astar,A*,42,1
8,1,8,0.0,83.68548101028269,False,1.0927405051413448,2.1854810102826896,8,False,False,MASAC,grid4_cubes9_astar,A*,42,1
9,1,9,0.0,83.68548101028269,False,1.0927405051413448,2.1854810102826896,9,True,False,MASAC,grid4_cubes9_astar,A*,42,1
10,2,1,29.563137733654244,29.563137733654244,True,0.7815688668271215,1.563137733654243,1,False,False,MASAC,grid4_cubes9_astar,A*,42,1
11,2,2,0.0,29.563137733654244,False,0.7815688668271215,1.563137733654243,2,False,False,MASAC,grid4_cubes9_astar,A*,42,1
12,2,3,41.10162256890962,70.66476030256386,True,0.8323801512819321,1.6647603025638642,3,False,False,MASAC,grid4_cubes9_astar,A*,42,1
13,2,4,41.17666362458894,111.8414239271528,True,0.9207119635764034,1.8414239271528068,4,False,False,MASAC,grid4_cubes9_astar,A*,42,1
14,2,5,39.499999987427685,151.3414239145805,True,0.9207119572902472,1.8414239145804945,5,False,False,MASAC,grid4_cubes9_astar,A*,42,1
15,2,6,0.0,151.3414239145805,True,0.9207119572902472,1.8414239145804945,6,False,False,MASAC,grid4_cubes9_astar,A*,42,1
