episode,total_reward,episode_length,reshuffles_performed,total_distance_reduced,total_time_saved,cubes_picked,success,algorithm,scenario,planner,seed,run_id
1,83.68548101028269,9,5,1.0927405051413448,2.1854810102826896,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
2,151.3414239145805,9,5,0.9207119572902472,1.8414239145804945,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
3,29.50656434269355,9,5,0.7532821713467748,1.5065643426935496,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
4,85.55151388409861,9,5,1.275756942049306,2.551513884098612,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
5,105.99931532227205,9,5,0.24965766113602295,0.4993153222720459,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
6,29.425953590587838,9,5,0.7129767952939183,1.4259535905878367,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
7,89.58707043994326,9,5,0.793535219971633,1.587070439943266,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
8,89.45568955929599,9,5,0.7278447796479964,1.4556895592959929,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
9,207.8448753078263,9,5,0.6724376539131547,1.3448753078263094,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
10,124.84007696881785,8,5,1.1700384844089302,2.3400769688178604,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
11,166.1086452093469,9,5,0.3043226046734382,0.6086452093468764,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
12,162.56636793247844,8,5,1.0331839662392315,2.066367932478463,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
13,217.684204146699,7,5,1.0921020733494942,2.1842041466989883,7,0.7777777777777778,MASAC,grid4_cubes9_astar,A*,42,1
14,84.35245690215487,9,5,0.42622845107743745,0.8524569021548749,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
15,121.55443520570519,9,5,0.277217602852589,0.554435205705178,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
16,123.38074784055247,9,5,1.1903739202762398,2.3807478405524796,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
17,85.74140430481754,9,5,0.37070215240876914,0.7414043048175383,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
18,161.43111331202306,9,5,0.21555665601153384,0.4311133120230677,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
19,83.72904819091623,8,5,1.1145240954581173,2.2290481909162345,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
20,124.26016400759065,9,5,0.8800820037953216,1.7601640075906433,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
21,133.97350489820988,9,5,0.9867524491049433,1.9735048982098866,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
22,123.11303429379954,8,5,1.056517146899775,2.11303429379955,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
23,44.6658602827234,9,5,0.3329301413617015,0.665860282723403,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
24,177.1449792938075,8,5,1.322489646903759,2.644979293807518,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
25,83.95317357620065,9,5,1.2265867881003292,2.4531735762006583,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
26,85.75987964710062,9,5,1.3799398235503109,2.7598796471006217,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
27,71.0070290079319,9,5,1.003514503965953,2.007029007931906,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
28,163.76925474123567,8,5,0.8846273706178364,1.7692547412356727,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
29,98.09166295065886,9,5,1.2958314753294302,2.5916629506588604,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
30,149.4556742408075,8,5,0.7278371204037484,1.4556742408074967,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
31,123.79892262024967,8,5,0.39946131012483843,0.7989226202496769,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
32,66.19397756923098,9,5,0.5969887846154929,1.1939775692309857,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
33,44.33910627271767,9,5,1.1695531363588363,2.3391062727176726,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
34,139.69690842367925,9,5,0.09845421183962833,0.19690842367925665,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
35,122.0911907820778,9,5,-0.45440460896109214,-0.9088092179221843,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
36,164.85042730281077,8,5,1.4252136514053975,2.850427302810795,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
37,44.08982498552437,9,5,1.0449124927621871,2.0898249855243742,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
38,166.95623464323796,8,5,0.7281173216189862,1.4562346432379725,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
39,83.79789477428263,9,5,1.1489473871413143,2.2978947742826286,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
40,83.54607174161204,9,5,1.0230358708060199,2.0460717416120398,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
41,121.92019792735874,8,5,0.4600989636793673,0.9201979273587346,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
42,127.18789850285027,9,5,0.5939492514251377,1.1878985028502753,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
43,162.00331293248257,9,5,-0.24834353375870877,-0.49668706751741754,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
44,119.91707586969883,9,5,-0.041462065150580374,-0.08292413030116075,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
45,84.15170166362185,9,5,0.32585083181092744,0.6517016636218549,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
46,71.17147655393715,9,5,1.0857382769685775,2.171476553937155,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
47,84.33177659381289,9,5,0.41588829690644746,0.8317765938128949,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
48,123.65333851380436,9,5,0.3266692569021822,0.6533385138043644,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
49,123.48076447053043,9,5,0.2403822352652193,0.4807644705304386,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
50,71.10195929910775,9,5,1.0509796495538741,2.1019592991077483,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
51,177.77897423316196,9,5,0.8894871165809932,1.7789742331619864,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
52,89.19029463322482,9,5,0.5951473166124129,1.1902946332248259,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
53,128.40752991137464,9,5,1.4537649556873138,2.9075299113746276,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
54,126.94664931025059,9,5,0.47332465512529853,0.9466493102505971,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
55,123.72747754778416,9,5,0.3637387738920832,0.7274775477841664,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
56,83.92313855727976,9,5,1.21156927863988,2.42313855727976,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
57,168.69536918119996,9,5,1.0976845905999837,2.1953691811999674,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
58,68.864600371381,8,5,0.6823001856905014,1.3646003713810029,8,0.8888888888888888,MASAC,grid4_cubes9_astar,A*,42,1
59,130.6396825175521,9,5,0.8198412587760593,1.6396825175521186,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
60,158.48018581847805,9,5,-0.5099070907609694,-1.0198141815219388,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
61,164.6054923863145,9,5,1.302746193157259,2.605492386314518,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
62,203.81261899117382,9,5,1.1563094955869233,2.3126189911738466,9,1.0,MASAC,grid4_cubes9_astar,A*,42,1
