global_timestep,episode,step_in_episode,model,seed,reward,cumulative_reward,reshuffled,distance_reduced,time_saved,cubes_picked_so_far,done,truncated,timestamp,planner
1,1,1,DDPG+MASAC,123,48.05516735706892,48.05516735706892,True,0.0,0.0,1,False,False,2026-01-19T11:26:16.331280,Isaac Sim RRT
2,1,2,DDPG+MASAC,123,29.716322212335967,77.77148956940488,True,0.0,0.0,1,False,False,2026-01-19T11:26:16.363292,Isaac Sim RRT
3,1,3,DDPG+MASAC,123,30.999999969122314,108.77148953852719,True,0.0,0.0,1,False,False,2026-01-19T11:26:16.401497,Isaac Sim RRT
4,1,4,DDPG+MASAC,123,29.57492723953476,138.34641677806195,True,0.0,0.0,1,False,False,2026-01-19T11:26:16.429239,Isaac Sim RRT
5,1,5,DDPG+MASAC,123,30.08116218340149,168.42757896146344,True,0.0,0.0,1,False,False,2026-01-19T11:26:16.460610,Isaac Sim RRT
6,1,6,DDPG+MASAC,123,-10.0,158.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.481716,Isaac Sim RRT
7,1,7,DDPG+MASAC,123,-10.0,148.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.501666,Isaac Sim RRT
8,1,8,DDPG+MASAC,123,-10.0,138.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.521812,Isaac Sim RRT
9,1,9,DDPG+MASAC,123,-10.0,128.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.539869,Isaac Sim RRT
10,1,10,DDPG+MASAC,123,-10.0,118.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.553404,Isaac Sim RRT
11,1,11,DDPG+MASAC,123,-10.0,108.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.573692,Isaac Sim RRT
12,1,12,DDPG+MASAC,123,-10.0,98.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.597796,Isaac Sim RRT
13,1,13,DDPG+MASAC,123,-10.0,88.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.622429,Isaac Sim RRT
14,1,14,DDPG+MASAC,123,-10.0,78.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.640448,Isaac Sim RRT
15,1,15,DDPG+MASAC,123,-10.0,68.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.658478,Isaac Sim RRT
16,1,16,DDPG+MASAC,123,-10.0,58.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.678633,Isaac Sim RRT
17,1,17,DDPG+MASAC,123,-10.0,48.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.694714,Isaac Sim RRT
18,1,18,DDPG+MASAC,123,-10.0,38.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.754890,Isaac Sim RRT
19,1,19,DDPG+MASAC,123,-10.0,28.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.776479,Isaac Sim RRT
20,1,20,DDPG+MASAC,123,-10.0,18.42757896146344,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.796995,Isaac Sim RRT
21,1,21,DDPG+MASAC,123,-10.0,8.427578961463439,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.814600,Isaac Sim RRT
22,1,22,DDPG+MASAC,123,-10.0,-1.572421038536561,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.833282,Isaac Sim RRT
23,1,23,DDPG+MASAC,123,-10.0,-11.572421038536561,False,0.0,0.0,1,False,False,2026-01-19T11:26:16.865477,Isaac Sim RRT
