episode,model,seed,agent1_reward,success,cubes_picked,pick_failures,successful_picks,unreachable_cubes,path_efficiency,action_entropy,agent2_reward,reshuffles_performed,total_distance_reduced,total_time_saved,total_reward,episode_length,duration,timestamp,planner,grid_size,num_cubes
1,DDPG+MASAC,123,-472.33076016999865,False,1,0,1,8,1.0,0.0,200.7583391314621,5,0.8791695657310536,1.7583391314621073,-271.57242103853656,50,1.4308421611785889,2026-01-19T11:26:17.449053,Isaac Sim RRT,4,9
2,DDPG+MASAC,123,-472.63002614955303,False,1,0,1,8,1.0,0.0,180.72561373768997,5,0.862806868844991,1.725613737689982,-291.90441241186306,50,1.1227855682373047,2026-01-19T11:26:18.594384,Isaac Sim RRT,4,9
3,DDPG+MASAC,123,-473.07636788929494,False,1,0,1,8,1.0,0.0,180.91948010979843,5,0.9597400548992208,1.9194801097984415,-292.1568877794965,50,1.0794920921325684,2026-01-19T11:26:19.695204,Isaac Sim RRT,4,9
4,DDPG+MASAC,123,-472.1361955434386,False,1,0,1,8,1.0,0.0,201.18405153809738,5,1.0920257690486959,2.1840515380973917,-270.9521440053412,50,1.172966480255127,2026-01-19T11:26:20.903686,Isaac Sim RRT,4,9
5,DDPG+MASAC,123,-474.13775615603896,False,1,0,1,8,1.0,0.0,181.12137647925567,5,1.0606882396278432,2.1213764792556864,-293.0163796767833,50,1.1700525283813477,2026-01-19T11:26:22.094802,Isaac Sim RRT,4,9
6,DDPG+MASAC,123,-470.45009636465215,False,1,0,1,8,1.0,0.0,184.33095881240706,5,0.4154794062035258,0.8309588124070516,-286.1191375522451,50,1.1645500659942627,2026-01-19T11:26:23.313980,Isaac Sim RRT,4,9
7,DDPG+MASAC,123,-471.9805261670117,False,1,0,1,8,1.0,0.0,180.75837060271454,5,0.8791853013572744,1.7583706027145487,-291.22215556429717,50,1.1107368469238281,2026-01-19T11:26:24.469371,Isaac Sim RRT,4,9
8,DDPG+MASAC,123,-474.7145463018346,False,1,0,1,8,1.0,0.0,201.25009628592682,5,1.1250481429634145,2.250096285926829,-273.4644500159078,50,1.274890661239624,2026-01-19T11:26:25.806696,Isaac Sim RRT,4,9
9,DDPG+MASAC,123,-472.63160167198964,False,1,0,1,8,1.0,0.0,180.82607873736572,5,0.9130393686828664,1.8260787373657328,-291.8055229346239,50,1.1860613822937012,2026-01-19T11:26:27.029833,Isaac Sim RRT,4,9
10,DDPG+MASAC,123,-473.4099930783891,False,1,0,1,8,1.0,0.0,180.50973203240585,5,0.7548660162029317,1.5097320324058634,-292.90026104598326,50,1.3044648170471191,2026-01-19T11:26:28.354315,Isaac Sim RRT,4,9
11,DDPG+MASAC,123,-472.1550437355994,False,1,0,1,8,1.0,0.0,201.98757305203628,5,0.7437865260181478,1.4875730520362955,-270.1674706835631,50,1.1544818878173828,2026-01-19T11:26:29.544986,Isaac Sim RRT,4,9
12,DDPG+MASAC,123,-472.23378823059875,False,1,0,1,8,1.0,0.0,201.03854527531814,5,1.019272637659078,2.038545275318156,-271.1952429552806,50,1.1813428401947021,2026-01-19T11:26:30.747360,Isaac Sim RRT,4,9
13,DDPG+MASAC,123,-464.48064118864636,False,1,0,1,8,1.0,0.0,181.11523749886703,5,1.0576187494335225,2.115237498867045,-283.3654036897793,50,1.315110206604004,2026-01-19T11:26:32.110555,Isaac Sim RRT,4,9
14,DDPG+MASAC,123,-473.09444834981855,False,1,0,1,8,1.0,0.0,202.745658600914,5,0.3728293004570058,0.7456586009140116,-270.34878974890455,50,1.1943659782409668,2026-01-19T11:26:33.329594,Isaac Sim RRT,4,9
15,DDPG+MASAC,123,-470.3628423903865,False,1,0,1,8,1.0,0.0,180.85897269307327,5,0.9294863465366414,1.8589726930732828,-289.50386969731323,50,1.0452101230621338,2026-01-19T11:26:34.402364,Isaac Sim RRT,4,9
16,DDPG+MASAC,123,-471.96117475860086,False,1,0,1,8,1.0,0.0,200.86752876101684,5,0.9337643805084279,1.8675287610168558,-271.093645997584,50,1.1070692539215088,2026-01-19T11:26:35.528991,Isaac Sim RRT,4,9
17,DDPG+MASAC,123,-473.1659627739258,False,1,0,1,8,1.0,0.0,201.71925737916183,5,0.6096286895809224,1.2192573791618448,-271.44670539476397,50,1.1487441062927246,2026-01-19T11:26:36.706420,Isaac Sim RRT,4,9
18,DDPG+MASAC,123,-471.71158355453156,False,1,0,1,8,1.0,0.0,200.81929465590667,5,0.9096473279533437,1.8192946559066874,-270.8922888986249,50,1.1530425548553467,2026-01-19T11:26:37.882503,Isaac Sim RRT,4,9
19,DDPG+MASAC,123,-475.01950976157195,False,1,0,1,8,1.0,0.0,201.169282520401,5,1.0846412602005056,2.169282520401011,-273.85022724117096,50,1.1363978385925293,2026-01-19T11:26:39.068077,Isaac Sim RRT,4,9
20,DDPG+MASAC,123,-472.556587926831,False,1,0,1,8,1.0,0.0,202.17409619151306,5,0.8370480957565358,1.6740961915130717,-270.38249173531796,50,1.1820793151855469,2026-01-19T11:26:40.270566,Isaac Sim RRT,4,9
1,TD3+MASAC,123,-464.70616438545255,False,1,0,1,8,1.0,0.0,201.79000892697525,5,0.6450044634876302,1.2900089269752604,-262.9161554584773,50,1.1595780849456787,2026-01-19T11:26:42.560273,Isaac Sim RRT,4,9
2,TD3+MASAC,123,-462.46620761182385,False,1,0,1,8,1.0,0.0,201.91135724841308,5,0.705678624206548,1.411357248413096,-260.55485036341076,50,1.2179694175720215,2026-01-19T11:26:43.805637,Isaac Sim RRT,4,9
3,TD3+MASAC,123,-463.75109264913783,False,1,0,1,8,1.0,0.0,201.54375179270818,5,2.0218758963540995,4.043751792708199,-262.2073408564296,50,1.2043049335479736,2026-01-19T11:26:45.028644,Isaac Sim RRT,4,9
4,TD3+MASAC,123,-464.8947465598346,False,1,0,1,8,1.0,0.0,203.15174361525726,5,0.5758718076286367,1.1517436152572733,-261.7430029445773,50,1.0701563358306885,2026-01-19T11:26:46.120326,Isaac Sim RRT,4,9
5,TD3+MASAC,123,-472.6989514896285,False,1,0,1,8,1.0,0.0,202.0568927770729,5,0.7784463885364583,1.5568927770729166,-270.6420587125556,50,1.2792932987213135,2026-01-19T11:26:47.422596,Isaac Sim RRT,4,9
6,TD3+MASAC,123,-464.6459994689843,False,1,0,1,8,1.0,0.0,201.2320803052063,5,0.3660401526031545,0.732080305206309,-263.413919163778,50,1.2125017642974854,2026-01-19T11:26:48.658617,Isaac Sim RRT,4,9
7,TD3+MASAC,123,-464.45012525610036,False,1,0,1,8,1.0,0.0,201.72561686124646,5,1.362808430623239,2.725616861246478,-262.72450839485384,50,1.0527570247650146,2026-01-19T11:26:49.732426,Isaac Sim RRT,4,9
8,TD3+MASAC,123,-464.5614089222834,False,1,0,1,8,1.0,0.0,199.21248694716644,5,0.8562434735832265,1.712486947166453,-265.348921975117,50,1.306643009185791,2026-01-19T11:26:51.090181,Isaac Sim RRT,4,9
9,TD3+MASAC,123,-464.8854429356247,False,1,0,1,8,1.0,0.0,204.25154521959163,5,0.3757726097958262,0.7515452195916524,-260.63389771603306,50,1.072206735610962,2026-01-19T11:26:52.179533,Isaac Sim RRT,4,9
10,TD3+MASAC,123,-463.39672453496286,False,1,0,1,8,1.0,0.0,200.82070425050594,5,0.9103521252529796,1.8207042505059592,-262.5760202844569,50,1.1689655780792236,2026-01-19T11:26:53.369514,Isaac Sim RRT,4,9
11,TD3+MASAC,123,-464.5848723658394,False,1,0,1,8,1.0,0.0,203.75223305719234,5,0.12611652859618022,0.25223305719236044,-260.83263930864706,50,1.1597316265106201,2026-01-19T11:26:54.555201,Isaac Sim RRT,4,9
12,TD3+MASAC,123,-464.5211980147037,False,1,0,1,8,1.0,0.0,199.25586403443322,5,1.6279320172166116,3.2558640344332233,-265.2653339802705,50,1.186232328414917,2026-01-19T11:26:55.775035,Isaac Sim RRT,4,9
13,TD3+MASAC,123,-464.5910247949202,False,1,0,1,8,1.0,0.0,199.4920954096793,5,1.7460477048396619,3.4920954096793237,-265.09892938524087,50,1.1077806949615479,2026-01-19T11:26:56.904443,Isaac Sim RRT,4,9
14,TD3+MASAC,123,-464.394612566032,False,1,0,1,8,1.0,0.0,203.63001260092017,5,1.5650063004600918,3.1300126009201836,-260.7645999651118,50,1.0304288864135742,2026-01-19T11:26:57.957298,Isaac Sim RRT,4,9
15,TD3+MASAC,123,-473.05461861347374,False,1,0,1,8,1.0,0.0,201.7143328434105,5,0.607166421705251,1.214332843410502,-271.34028577006325,50,1.1877713203430176,2026-01-19T11:26:59.164983,Isaac Sim RRT,4,9
16,TD3+MASAC,123,-463.53760720713876,False,1,0,1,8,1.0,0.0,201.05534901677322,5,1.027674508386617,2.055349016773234,-262.48225819036554,50,1.1734504699707031,2026-01-19T11:27:00.357445,Isaac Sim RRT,4,9
17,TD3+MASAC,123,-464.37787476176624,False,1,0,1,8,1.0,0.0,200.20261313973617,5,0.6013065698680928,1.2026131397361857,-264.17526162203006,50,1.2455909252166748,2026-01-19T11:27:01.630394,Isaac Sim RRT,4,9
18,TD3+MASAC,123,-464.78950695424555,False,1,0,1,8,1.0,0.0,200.13410761850216,5,0.5670538092510875,1.134107618502175,-264.6553993357434,50,1.1246609687805176,2026-01-19T11:27:02.812741,Isaac Sim RRT,4,9
19,TD3+MASAC,123,-464.69413357206497,False,1,0,1,8,1.0,0.0,205.32856663959362,5,0.16428331979681804,0.3285666395936361,-259.3655669324714,50,1.158294916152954,2026-01-19T11:27:03.998106,Isaac Sim RRT,4,9
20,TD3+MASAC,123,-464.89512176743455,False,1,0,1,8,1.0,0.0,201.8492092778001,5,0.6746046389000591,1.3492092778001181,-263.0459124896345,50,1.1519479751586914,2026-01-19T11:27:05.172100,Isaac Sim RRT,4,9
1,PPO-Continuous+MASAC,123,-472.9933728632287,False,1,0,1,8,1.0,0.0,200.74736329375457,5,1.6236816468772939,3.2473632937545878,-272.24600956947415,50,1.2552886009216309,2026-01-19T11:27:07.312625,Isaac Sim RRT,4,9
2,PPO-Continuous+MASAC,123,-472.9933728632287,False,1,0,1,8,1.0,0.0,201.77685674487304,5,1.3884283724365285,2.776856744873057,-271.2165161183557,50,1.149461269378662,2026-01-19T11:27:08.501480,Isaac Sim RRT,4,9
3,PPO-Continuous+MASAC,123,-475.06989608934174,False,1,0,1,8,1.0,0.0,200.85340979157638,5,0.9267048957881978,1.8534097915763956,-274.21648629776536,50,1.2142877578735352,2026-01-19T11:27:09.747320,Isaac Sim RRT,4,9
4,PPO-Continuous+MASAC,123,-473.4634683615452,False,1,0,1,8,1.0,0.0,180.8247099763031,5,0.9123549881515554,1.8247099763031107,-292.6387583852421,50,1.070976734161377,2026-01-19T11:27:10.835464,Isaac Sim RRT,4,9
5,PPO-Continuous+MASAC,123,-472.40179574760856,False,1,0,1,8,1.0,0.0,200.82093080340576,5,0.9104654017028859,1.8209308034057718,-271.5808649442028,50,1.1585829257965088,2026-01-19T11:27:12.012902,Isaac Sim RRT,4,9
6,PPO-Continuous+MASAC,123,-472.4412827972431,False,1,0,1,8,1.0,0.0,201.3022167374406,5,1.1511083687203105,2.302216737440621,-271.13906605980253,50,1.095036268234253,2026-01-19T11:27:13.129975,Isaac Sim RRT,4,9
7,PPO-Continuous+MASAC,123,-464.00069860870144,False,1,0,1,8,1.0,0.0,201.12076398192596,5,1.0603819909629872,2.1207639819259745,-262.8799346267755,50,1.0640344619750977,2026-01-19T11:27:14.213051,Isaac Sim RRT,4,9
8,PPO-Continuous+MASAC,123,-472.9933728632287,False,1,0,1,8,1.0,0.0,181.12076797979213,5,1.0603839898960765,2.120767979792153,-291.8726048834366,50,1.1951870918273926,2026-01-19T11:27:15.437780,Isaac Sim RRT,4,9
9,PPO-Continuous+MASAC,123,-472.2536338147442,False,1,0,1,8,1.0,0.0,200.92878534852218,5,0.9643926742610982,1.9287853485221964,-271.324848466222,50,1.0241062641143799,2026-01-19T11:27:16.483277,Isaac Sim RRT,4,9
10,PPO-Continuous+MASAC,123,-474.9021920852971,False,1,0,1,8,1.0,0.0,200.95151224194717,5,0.9757561209735921,1.9515122419471842,-273.9506798433499,50,1.1482255458831787,2026-01-19T11:27:17.652029,Isaac Sim RRT,4,9
