timestep,gat_episode,gat_reward,gat_avg_reward_100,gat_success_rate,gat_episode_length,masac_episode,masac_reward,masac_avg_reward_100,masac_success_rate,masac_episode_length
62,7,266.441132,280.47758,0.962963,8,3,151.40147148449685,-508.69121073800244,0.7037037037037037,50
63,7,321.109427,280.47758,0.962963,9,3,200.46230426314287,-508.69121073800244,0.7037037037037037,50
64,8,46.956457,286.28213,0.968254,1,3,246.99365656778212,-508.69121073800244,0.7037037037037037,50
65,8,94.934708,286.28213,0.968254,2,3,254.12997493438675,-508.69121073800244,0.7037037037037037,50
66,8,143.279104,286.28213,0.968254,3,3,261.136602071158,-508.69121073800244,0.7037037037037037,50
67,8,154.720763,286.28213,0.968254,4,3,236.136602071158,-508.69121073800244,0.7037037037037037,50
68,8,152.278345,286.28213,0.968254,5,3,211.136602071158,-508.69121073800244,0.7037037037037037,50
69,8,176.190768,286.28213,0.968254,6,3,186.136602071158,-508.69121073800244,0.7037037037037037,50
70,8,183.144388,286.28213,0.968254,7,3,161.136602071158,-508.69121073800244,0.7037037037037037,50
71,8,193.893068,286.28213,0.968254,8,3,136.136602071158,-508.69121073800244,0.7037037037037037,50
72,8,254.652597,286.28213,0.968254,9,3,111.136602071158,-508.69121073800244,0.7037037037037037,50
73,9,49.241188,282.328438,0.972222,1,3,86.136602071158,-508.69121073800244,0.7037037037037037,50
74,9,96.454199,282.328438,0.972222,2,3,61.136602071158,-508.69121073800244,0.7037037037037037,50
75,9,143.286106,282.328438,0.972222,3,3,36.136602071158,-508.69121073800244,0.7037037037037037,50
76,9,199.54865,282.328438,0.972222,4,3,11.136602071157997,-508.69121073800244,0.7037037037037037,50
77,9,248.811841,282.328438,0.972222,5,3,-13.863397928842003,-508.69121073800244,0.7037037037037037,50
78,9,256.829222,282.328438,0.972222,6,3,-38.863397928842005,-508.69121073800244,0.7037037037037037,50
79,9,264.364819,282.328438,0.972222,7,3,-63.863397928842005,-508.69121073800244,0.7037037037037037,50
80,9,281.126496,282.328438,0.972222,8,3,-88.863397928842,-508.69121073800244,0.7037037037037037,50
81,9,341.786814,282.328438,0.972222,9,3,-113.863397928842,-508.69121073800244,0.7037037037037037,50
82,10,48.231428,288.934924,0.975309,1,3,-138.863397928842,-508.69121073800244,0.7037037037037037,50
83,10,98.827089,288.934924,0.975309,2,3,-163.863397928842,-508.69121073800244,0.7037037037037037,50
84,10,95.762345,288.934924,0.975309,3,3,-188.863397928842,-508.69121073800244,0.7037037037037037,50
85,10,142.423136,288.934924,0.975309,4,3,-213.863397928842,-508.69121073800244,0.7037037037037037,50
86,10,165.901365,288.934924,0.975309,5,3,-194.8567707920708,-508.69121073800244,0.7037037037037037,50
87,10,172.859636,288.934924,0.975309,6,3,-219.8567707920708,-508.69121073800244,0.7037037037037037,50
88,10,189.361048,288.934924,0.975309,7,3,-244.8567707920708,-508.69121073800244,0.7037037037037037,50
89,10,202.373948,288.934924,0.975309,8,3,-269.85677079207073,-508.69121073800244,0.7037037037037037,50
90,10,262.431531,288.934924,0.975309,9,3,-294.85677079207073,-508.69121073800244,0.7037037037037037,50
91,11,55.17878,286.284585,0.977778,1,3,-319.85677079207073,-508.69121073800244,0.7037037037037037,50
92,11,106.427066,286.284585,0.977778,2,3,-344.85677079207073,-508.69121073800244,0.7037037037037037,50
93,11,154.481667,286.284585,0.977778,3,3,-369.85677079207073,-508.69121073800244,0.7037037037037037,50
94,11,212.022824,286.284585,0.977778,4,3,-394.85677079207073,-508.69121073800244,0.7037037037037037,50
95,11,262.78383,286.284585,0.977778,5,3,-419.85677079207073,-508.69121073800244,0.7037037037037037,50
96,11,270.990274,286.284585,0.977778,6,3,-444.85677079207073,-508.69121073800244,0.7037037037037037,50
97,11,290.239115,286.284585,0.977778,7,3,-469.85677079207073,-508.69121073800244,0.7037037037037037,50
98,11,307.806355,286.284585,0.977778,8,3,-494.85677079207073,-508.69121073800244,0.7037037037037037,50
99,11,363.771231,286.284585,0.977778,9,3,-519.8567707920707,-508.69121073800244,0.7037037037037037,50
100,12,38.455098,293.328825,0.979798,1,3,-544.8567707920707,-508.69121073800244,0.7037037037037037,50
101,12,85.420627,293.328825,0.979798,2,3,-569.8567707920707,-508.69121073800244,0.7037037037037037,50
102,12,133.522963,293.328825,0.979798,3,3,-594.8567707920707,-508.69121073800244,0.7037037037037037,50
103,12,182.029171,293.328825,0.979798,4,3,-619.8567707920707,-508.69121073800244,0.7037037037037037,50
104,12,192.969024,293.328825,0.979798,5,3,-644.8567707920707,-508.69121073800244,0.7037037037037037,50
105,12,200.259343,293.328825,0.979798,6,3,-669.8567707920707,-508.69121073800244,0.7037037037037037,50
106,12,215.612445,293.328825,0.979798,7,3,-694.8567707920707,-508.69121073800244,0.7037037037037037,50
107,12,232.166798,293.328825,0.979798,8,3,-719.8567707920707,-508.69121073800244,0.7037037037037037,50
108,12,301.117768,293.328825,0.979798,9,3,-744.8567707920707,-508.69121073800244,0.7037037037037037,50
109,13,53.232093,293.977904,0.981481,1,3,-744.8567707920707,-508.69121073800244,0.7037037037037037,50
110,13,105.029135,293.977904,0.981481,2,4,45.41851668876892,-298.78464742098424,0.7777777777777778,9
111,13,80.029135,293.977904,0.981481,3,4,92.63066782140112,-298.78464742098424,0.7777777777777778,9
112,13,87.887152,293.977904,0.981481,4,4,149.5578015871663,-298.78464742098424,0.7777777777777778,9
113,13,96.507268,293.977904,0.981481,5,4,197.41631192530687,-298.78464742098424,0.7777777777777778,9
114,13,104.759304,293.977904,0.981481,6,4,243.9280057240296,-298.78464742098424,0.7777777777777778,9
115,13,115.297971,293.977904,0.981481,7,4,250.9346328608008,-298.78464742098424,0.7777777777777778,9
116,13,131.429223,293.977904,0.981481,8,4,257.94125999757205,-298.78464742098424,0.7777777777777778,9
117,13,184.782206,293.977904,0.981481,9,4,274.1641716750352,-298.78464742098424,0.7777777777777778,9
118,14,46.923247,285.578235,0.974359,1,4,330.9350425300703,-298.78464742098424,0.7777777777777778,9
119,14,61.328217,285.578235,0.974359,2,5,55.658758473685495,-409.17422196117434,0.7333333333333334,50
120,14,108.964393,285.578235,0.974359,3,5,102.9555312601109,-409.17422196117434,0.7333333333333334,50
121,14,124.48107,285.578235,0.974359,4,5,152.86492537237,-409.17422196117434,0.7333333333333334,50
122,14,176.433448,285.578235,0.974359,5,5,202.68708916323925,-409.17422196117434,0.7333333333333334,50
123,14,181.189084,285.578235,0.974359,6,5,249.2674798780653,-409.17422196117434,0.7333333333333334,50
124,14,190.474146,285.578235,0.974359,7,5,224.2674798780653,-409.17422196117434,0.7333333333333334,50
125,14,165.474146,285.578235,0.974359,8,5,199.2674798780653,-409.17422196117434,0.7333333333333334,50
126,14,140.474146,285.578235,0.974359,9,5,174.2674798780653,-409.17422196117434,0.7333333333333334,50
127,14,148.597561,285.578235,0.974359,10,5,149.2674798780653,-409.17422196117434,0.7333333333333334,50
128,14,123.597561,285.578235,0.974359,11,5,124.2674798780653,-409.17422196117434,0.7333333333333334,50
129,14,98.597561,285.578235,0.974359,12,5,99.2674798780653,-409.17422196117434,0.7333333333333334,50
130,14,73.597561,285.578235,0.974359,13,5,74.2674798780653,-409.17422196117434,0.7333333333333334,50
131,14,48.597561,285.578235,0.974359,14,5,49.2674798780653,-409.17422196117434,0.7333333333333334,50
132,14,23.597561,285.578235,0.974359,15,5,24.267479878065306,-409.17422196117434,0.7333333333333334,50
133,14,80.633696,285.578235,0.974359,16,5,-0.732520121934698,-409.17422196117434,0.7333333333333334,50
134,15,48.842596,270.939339,0.968254,1,5,-25.732520121934694,-409.17422196117434,0.7333333333333334,50
135,15,93.107898,270.939339,0.968254,2,5,-50.7325201219347,-409.17422196117434,0.7333333333333334,50
136,15,90.240893,270.939339,0.968254,3,5,-75.7325201219347,-409.17422196117434,0.7333333333333334,50
137,15,87.820709,270.939339,0.968254,4,5,-100.7325201219347,-409.17422196117434,0.7333333333333334,50
138,15,62.820709,270.939339,0.968254,5,5,-125.7325201219347,-409.17422196117434,0.7333333333333334,50
139,15,77.971727,270.939339,0.968254,6,5,-150.7325201219347,-409.17422196117434,0.7333333333333334,50
140,15,52.971727,270.939339,0.968254,7,5,-175.7325201219347,-409.17422196117434,0.7333333333333334,50
141,15,27.971727,270.939339,0.968254,8,5,-200.7325201219347,-409.17422196117434,0.7333333333333334,50
142,15,2.971727,270.939339,0.968254,9,5,-225.7325201219347,-409.17422196117434,0.7333333333333334,50
143,15,9.976386,270.939339,0.968254,10,5,-250.7325201219347,-409.17422196117434,0.7333333333333334,50
144,15,31.61054,270.939339,0.968254,11,5,-275.7325201219347,-409.17422196117434,0.7333333333333334,50
145,15,6.61054,270.939339,0.968254,12,5,-300.7325201219347,-409.17422196117434,0.7333333333333334,50
146,15,-18.38946,270.939339,0.968254,13,5,-325.7325201219347,-409.17422196117434,0.7333333333333334,50
147,15,-43.38946,270.939339,0.968254,14,5,-350.7325201219347,-409.17422196117434,0.7333333333333334,50
148,15,-68.38946,270.939339,0.968254,15,5,-375.7325201219347,-409.17422196117434,0.7333333333333334,50
149,15,-6.806054,270.939339,0.968254,16,5,-400.7325201219347,-409.17422196117434,0.7333333333333334,50
150,16,56.211732,252.42298,0.962963,1,5,-425.7325201219347,-409.17422196117434,0.7333333333333334,50
151,16,64.587367,252.42298,0.962963,2,5,-450.7325201219347,-409.17422196117434,0.7333333333333334,50
152,16,74.358635,252.42298,0.962963,3,5,-475.7325201219347,-409.17422196117434,0.7333333333333334,50
153,16,117.488172,252.42298,0.962963,4,5,-500.7325201219347,-409.17422196117434,0.7333333333333334,50
154,16,164.918338,252.42298,0.962963,5,5,-525.7325201219347,-409.17422196117434,0.7333333333333334,50
155,16,158.531924,252.42298,0.962963,6,5,-550.7325201219347,-409.17422196117434,0.7333333333333334,50
156,16,176.383908,252.42298,0.962963,7,5,-575.7325201219347,-409.17422196117434,0.7333333333333334,50
157,16,192.197572,252.42298,0.962963,8,5,-600.7325201219347,-409.17422196117434,0.7333333333333334,50
158,16,251.636614,252.42298,0.962963,9,5,-625.7325201219347,-409.17422196117434,0.7333333333333334,50
159,17,47.032288,252.373832,0.965278,1,5,-650.7325201219347,-409.17422196117434,0.7333333333333334,50
160,17,95.600511,252.373832,0.965278,2,5,-675.7325201219347,-409.17422196117434,0.7333333333333334,50
161,17,143.876152,252.373832,0.965278,3,5,-700.7325201219347,-409.17422196117434,0.7333333333333334,50
162,17,189.217726,252.373832,0.965278,4,5,-725.7325201219347,-409.17422196117434,0.7333333333333334,50
163,17,187.080533,252.373832,0.965278,5,5,-750.7325201219347,-409.17422196117434,0.7333333333333334,50
164,17,211.77256,252.373832,0.965278,6,5,-775.7325201219347,-409.17422196117434,0.7333333333333334,50
165,17,219.990467,252.373832,0.965278,7,5,-800.7325201219347,-409.17422196117434,0.7333333333333334,50
166,17,228.208374,252.373832,0.965278,8,5,-825.7325201219347,-409.17422196117434,0.7333333333333334,50
167,17,290.421305,252.373832,0.965278,9,5,-850.7325201219347,-409.17422196117434,0.7333333333333334,50
168,18,48.663911,254.611918,0.96732,1,5,-850.7325201219347,-409.17422196117434,0.7333333333333334,50
169,18,95.703341,254.611918,0.96732,2,6,55.38982214194175,-284.3988814059541,0.7777777777777778,9
170,18,145.121023,254.611918,0.96732,3,6,105.83669363365604,-284.3988814059541,0.7777777777777778,9
171,18,162.850224,254.611918,0.96732,4,6,154.08636129372806,-284.3988814059541,0.7777777777777778,9
172,18,209.42235,254.611918,0.96732,5,6,203.14795179209807,-284.3988814059541,0.7777777777777778,9
173,18,222.332009,254.611918,0.96732,6,6,249.7288667893796,-284.3988814059541,0.7777777777777778,9
174,18,229.487683,254.611918,0.96732,7,6,256.7354939261508,-284.3988814059541,0.7777777777777778,9
175,18,248.470816,254.611918,0.96732,8,6,264.8958118145723,-284.3988814059541,0.7777777777777778,9
176,18,306.786312,254.611918,0.96732,9,6,279.7310494276211,-284.3988814059541,0.7777777777777778,9
177,19,48.411062,257.510496,0.969136,1,6,339.477821370147,-284.3988814059541,0.7777777777777778,9
178,19,97.584428,257.510496,0.969136,2,7,54.61776133455495,-361.1700813376005,0.7619047619047619,50
179,19,148.706093,257.510496,0.969136,3,7,103.4105799942422,-361.1700813376005,0.7619047619047619,50
180,19,198.744504,257.510496,0.969136,4,7,150.20984987233348,-361.1700813376005,0.7619047619047619,50
181,19,205.298857,257.510496,0.969136,5,7,198.2554801925962,-361.1700813376005,0.7619047619047619,50
182,19,218.448736,257.510496,0.969136,6,7,246.1960919357502,-361.1700813376005,0.7619047619047619,50
183,19,225.821191,257.510496,0.969136,7,7,221.1960919357502,-361.1700813376005,0.7619047619047619,50
184,19,243.194025,257.510496,0.969136,8,7,196.1960919357502,-361.1700813376005,0.7619047619047619,50
185,19,303.965655,257.510496,0.969136,9,7,171.1960919357502,-361.1700813376005,0.7619047619047619,50
186,20,55.276597,259.955504,0.97076,1,7,146.1960919357502,-361.1700813376005,0.7619047619047619,50
187,20,114.089157,259.955504,0.97076,2,7,121.1960919357502,-361.1700813376005,0.7619047619047619,50
188,20,161.040387,259.955504,0.97076,3,7,96.1960919357502,-361.1700813376005,0.7619047619047619,50
189,20,208.582771,259.955504,0.97076,4,7,71.19609193575019,-361.1700813376005,0.7619047619047619,50
190,20,256.303442,259.955504,0.97076,5,7,46.19609193575019,-361.1700813376005,0.7619047619047619,50
191,20,272.724369,259.955504,0.97076,6,7,21.19609193575019,-361.1700813376005,0.7619047619047619,50
192,20,280.230578,259.955504,0.97076,7,7,-3.80390806424981,-361.1700813376005,0.7619047619047619,50
193,20,293.388217,259.955504,0.97076,8,7,-28.80390806424981,-361.1700813376005,0.7619047619047619,50
194,20,351.2959,259.955504,0.97076,9,7,-53.80390806424981,-361.1700813376005,0.7619047619047619,50
195,21,59.49897,264.522524,0.972222,1,7,-78.80390806424981,-361.1700813376005,0.7619047619047619,50
196,21,108.923752,264.522524,0.972222,2,7,-103.8039080642498,-361.1700813376005,0.7619047619047619,50
197,21,111.331599,264.522524,0.972222,3,7,-128.8039080642498,-361.1700813376005,0.7619047619047619,50
198,21,167.951279,264.522524,0.972222,4,7,-153.8039080642498,-361.1700813376005,0.7619047619047619,50
199,21,178.000821,264.522524,0.972222,5,7,-178.8039080642498,-361.1700813376005,0.7619047619047619,50
200,21,185.966827,264.522524,0.972222,6,7,-203.8039080642498,-361.1700813376005,0.7619047619047619,50
201,21,209.579156,264.522524,0.972222,7,7,-228.8039080642498,-361.1700813376005,0.7619047619047619,50
202,21,228.966032,264.522524,0.972222,8,7,-253.8039080642498,-361.1700813376005,0.7619047619047619,50
203,21,285.279696,264.522524,0.972222,9,7,-278.8039080642498,-361.1700813376005,0.7619047619047619,50
204,22,56.958828,265.510961,0.973545,1,7,-303.8039080642498,-361.1700813376005,0.7619047619047619,50
205,22,107.692818,265.510961,0.973545,2,7,-328.8039080642498,-361.1700813376005,0.7619047619047619,50
206,22,116.077774,265.510961,0.973545,3,7,-353.8039080642498,-361.1700813376005,0.7619047619047619,50
207,22,118.233448,265.510961,0.973545,4,7,-378.8039080642498,-361.1700813376005,0.7619047619047619,50
208,22,121.502161,265.510961,0.973545,5,7,-403.8039080642498,-361.1700813376005,0.7619047619047619,50
209,22,136.855263,265.510961,0.973545,6,7,-396.79728092747854,-361.1700813376005,0.7619047619047619,50
210,22,161.534742,265.510961,0.973545,7,7,-421.79728092747854,-361.1700813376005,0.7619047619047619,50
211,22,168.541369,265.510961,0.973545,8,7,-446.79728092747854,-361.1700813376005,0.7619047619047619,50
212,22,229.098125,265.510961,0.973545,9,7,-471.79728092747854,-361.1700813376005,0.7619047619047619,50
213,23,52.448314,263.855832,0.974747,1,7,-496.79728092747854,-361.1700813376005,0.7619047619047619,50
214,23,17.448314,263.855832,0.974747,2,7,-521.7972809274786,-361.1700813376005,0.7619047619047619,50
215,23,35.578363,263.855832,0.974747,3,7,-546.7972809274786,-361.1700813376005,0.7619047619047619,50
216,23,54.06633,263.855832,0.974747,4,7,-571.7972809274786,-361.1700813376005,0.7619047619047619,50
217,23,110.196201,263.855832,0.974747,5,7,-596.7972809274786,-361.1700813376005,0.7619047619047619,50
218,23,158.164835,263.855832,0.974747,6,7,-621.7972809274786,-361.1700813376005,0.7619047619047619,50
219,23,133.164835,263.855832,0.974747,7,7,-646.7972809274786,-361.1700813376005,0.7619047619047619,50
220,23,108.164835,263.855832,0.974747,8,7,-671.7972809274786,-361.1700813376005,0.7619047619047619,50
221,23,83.164835,263.855832,0.974747,9,7,-696.7972809274786,-361.1700813376005,0.7619047619047619,50
222,23,101.586128,263.855832,0.974747,10,7,-721.7972809274786,-361.1700813376005,0.7619047619047619,50
223,23,76.586128,263.855832,0.974747,11,7,-746.7972809274786,-361.1700813376005,0.7619047619047619,50
224,23,84.212294,263.855832,0.974747,12,7,-771.7972809274786,-361.1700813376005,0.7619047619047619,50
225,23,59.212294,263.855832,0.974747,13,7,-796.7972809274786,-361.1700813376005,0.7619047619047619,50
226,23,34.212294,263.855832,0.974747,14,7,-821.7972809274786,-361.1700813376005,0.7619047619047619,50
227,23,9.212294,263.855832,0.974747,15,7,-821.7972809274786,-361.1700813376005,0.7619047619047619,50
228,23,-15.787706,263.855832,0.974747,16,8,47.21563470185089,-419.7503618071224,0.75,50
229,23,-40.787706,263.855832,0.974747,17,8,97.57930872289948,-419.7503618071224,0.75,50
230,23,-65.787706,263.855832,0.974747,18,8,142.35629684120562,-419.7503618071224,0.75,50
231,23,-90.787706,263.855832,0.974747,19,8,191.66485024377133,-419.7503618071224,0.75,50
232,23,-115.787706,263.855832,0.974747,20,8,238.18104776945327,-419.7503618071224,0.75,50
233,23,-140.787706,263.855832,0.974747,21,8,213.18104776945327,-419.7503618071224,0.75,50
234,23,-94.704176,263.855832,0.974747,22,8,188.18104776945327,-419.7503618071224,0.75,50
235,24,53.867112,248.266266,0.966184,1,8,163.18104776945327,-419.7503618071224,0.75,50
236,24,103.588125,248.266266,0.966184,2,8,138.18104776945327,-419.7503618071224,0.75,50
237,24,151.387891,248.266266,0.966184,3,8,113.18104776945329,-419.7503618071224,0.75,50
238,24,159.763321,248.266266,0.966184,4,8,88.18104776945327,-419.7503618071224,0.75,50
239,24,164.206573,248.266266,0.966184,5,8,63.18104776945327,-419.7503618071224,0.75,50
240,24,171.481795,248.266266,0.966184,6,8,38.18104776945327,-419.7503618071224,0.75,50
241,24,187.624711,248.266266,0.966184,7,8,13.181047769453272,-419.7503618071224,0.75,50
242,24,196.138677,248.266266,0.966184,8,8,-11.818952230546728,-419.7503618071224,0.75,50
243,24,265.22689,248.266266,0.966184,9,8,-36.81895223054673,-419.7503618071224,0.75,50
244,25,48.063193,248.972959,0.967593,1,8,-61.81895223054673,-419.7503618071224,0.75,50
245,25,92.675324,248.972959,0.967593,2,8,-86.81895223054673,-419.7503618071224,0.75,50
246,25,96.637378,248.972959,0.967593,3,8,-111.81895223054671,-419.7503618071224,0.75,50
247,25,103.317473,248.972959,0.967593,4,8,-136.81895223054673,-419.7503618071224,0.75,50
248,25,156.268649,248.972959,0.967593,5,8,-161.81895223054673,-419.7503618071224,0.75,50
249,25,181.17309,248.972959,0.967593,6,8,-186.81895223054676,-419.7503618071224,0.75,50
250,25,188.147371,248.972959,0.967593,7,8,-179.81232509377548,-419.7503618071224,0.75,50
251,25,205.506924,248.972959,0.967593,8,8,-204.81232509377548,-419.7503618071224,0.75,50
252,25,264.960544,248.972959,0.967593,9,8,-229.81232509377548,-419.7503618071224,0.75,50
253,26,42.958727,249.612462,0.968889,1,8,-254.81232509377548,-419.7503618071224,0.75,50
254,26,51.049647,249.612462,0.968889,2,8,-279.8123250937755,-419.7503618071224,0.75,50
255,26,99.232063,249.612462,0.968889,3,8,-304.8123250937755,-419.7503618071224,0.75,50
256,26,96.738272,249.612462,0.968889,4,8,-329.8123250937755,-419.7503618071224,0.75,50
257,26,113.560399,249.612462,0.968889,5,8,-354.8123250937755,-419.7503618071224,0.75,50
258,26,164.635131,249.612462,0.968889,6,8,-379.8123250937755,-419.7503618071224,0.75,50
259,26,170.503388,249.612462,0.968889,7,8,-404.8123250937755,-419.7503618071224,0.75,50
260,26,189.802657,249.612462,0.968889,8,8,-429.8123250937755,-419.7503618071224,0.75,50
261,26,246.046037,249.612462,0.968889,9,8,-454.8123250937755,-419.7503618071224,0.75,50
262,27,-5.224358,249.475292,0.970085,1,8,-479.8123250937755,-419.7503618071224,0.75,50
263,27,49.653511,249.475292,0.970085,2,8,-504.8123250937755,-419.7503618071224,0.75,50
264,27,54.366253,249.475292,0.970085,3,8,-529.8123250937755,-419.7503618071224,0.75,50
265,27,51.858885,249.475292,0.970085,4,8,-554.8123250937755,-419.7503618071224,0.75,50
266,27,99.585193,249.475292,0.970085,5,8,-579.8123250937755,-419.7503618071224,0.75,50
267,27,160.126274,249.475292,0.970085,6,8,-604.8123250937755,-419.7503618071224,0.75,50
268,27,168.242677,249.475292,0.970085,7,8,-629.8123250937755,-419.7503618071224,0.75,50
269,27,178.213019,249.475292,0.970085,8,8,-654.8123250937755,-419.7503618071224,0.75,50
270,27,153.213019,249.475292,0.970085,9,8,-679.8123250937755,-419.7503618071224,0.75,50
271,27,211.88648,249.475292,0.970085,10,8,-704.8123250937755,-419.7503618071224,0.75,50
