episode,total_reward,length,success,avg_reward_100,success_rate_100
0,125.428194,9,1,125.428194,1.000000
1,120.314111,8,0,122.871152,0.500000
2,151.812038,9,1,132.518114,0.666667
3,135.637214,8,0,133.297889,0.500000
4,113.067926,8,0,129.251897,0.400000
5,156.383380,9,1,133.773811,0.500000
6,149.503791,9,1,136.020951,0.571429
7,153.927774,9,1,138.259303,0.625000
8,140.776847,8,0,138.539031,0.555556
9,154.099285,9,1,140.095056,0.600000
10,156.601562,9,1,141.595648,0.636364
11,137.458121,8,0,141.250854,0.583333
12,152.172957,9,1,142.091015,0.615385
13,129.030285,9,1,141.158106,0.642857
14,152.748084,9,1,141.930771,0.666667
15,122.200448,8,0,140.697626,0.625000
16,129.039559,8,0,140.011857,0.588235
17,134.271126,9,1,139.692928,0.611111
18,133.438099,9,1,139.363726,0.631579
19,151.328088,9,1,139.961945,0.650000
20,150.072961,9,1,140.443422,0.666667
21,117.076752,8,0,139.381300,0.636364
22,136.034634,9,1,139.235793,0.652174
23,115.595898,8,0,138.250797,0.625000
24,143.606692,9,1,138.465033,0.640000
25,146.820486,9,1,138.786397,0.653846
26,131.960914,9,1,138.533601,0.666667
27,108.500274,8,0,137.460982,0.642857
28,137.003479,8,0,137.445206,0.620690
29,127.620640,8,0,137.117721,0.600000
30,155.506614,9,1,137.710911,0.612903
31,149.805012,9,1,138.088851,0.625000
32,142.500065,9,1,138.222525,0.636364
33,150.159362,8,0,138.573608,0.617647
34,120.279814,8,0,138.050928,0.600000
35,118.817154,8,0,137.516657,0.583333
36,140.550608,9,1,137.598655,0.594595
37,143.525318,9,1,137.754620,0.605263
38,142.571214,8,0,137.878123,0.589744
39,145.075291,9,1,138.058052,0.600000
40,154.217814,9,1,138.452192,0.609756
41,137.314071,8,0,138.425094,0.595238
42,139.308301,8,0,138.445634,0.581395
43,114.432959,8,0,137.899891,0.568182
44,106.530899,8,0,137.202803,0.555556
45,139.595447,8,0,137.254817,0.543478
46,133.478572,8,0,137.174471,0.531915
47,139.777505,8,0,137.228701,0.520833
48,138.437131,9,1,137.253363,0.530612
49,128.085919,8,0,137.070014,0.520000
