step,episode,loss,reward,epsilon
451,50,1.883720,16.518050,0.143006
452,50,0.850789,26.084681,0.142291
453,50,1.277391,9.219690,0.141580
454,50,1.405711,7.278575,0.140872
455,50,1.294690,9.387373,0.140168
456,50,0.776587,15.587023,0.139467
457,50,1.175471,8.566782,0.138769
458,50,1.604375,17.619118,0.138076
459,50,1.579864,55.199253,0.137385
460,51,1.346062,16.518050,0.136698
461,51,1.216871,26.084681,0.136015
462,51,1.075844,7.278575,0.135335
463,51,2.359717,9.219690,0.134658
464,51,2.039208,9.278665,0.133985
465,51,1.191769,19.572389,0.133315
466,51,0.549017,8.566782,0.132648
467,51,0.913113,17.619118,0.131985
468,51,1.229249,55.199253,0.131325
469,52,1.239393,16.518050,0.130668
470,52,1.168831,26.084681,0.130015
471,52,0.913498,9.219690,0.129365
472,52,0.801013,9.278665,0.128718
473,52,1.379308,7.887479,0.128075
474,52,0.814269,8.749881,0.127434
475,52,1.002341,18.963484,0.126797
476,52,1.034497,8.566782,0.126163
477,52,1.237218,55.199253,0.125532
478,53,1.665669,16.518050,0.124905
479,53,1.371076,26.084681,0.124280
480,53,0.840762,9.219690,0.123659
481,53,1.294614,9.278665,0.123040
482,53,1.747158,7.278575,0.122425
483,53,1.598443,19.572389,0.121813
484,53,1.231381,8.566782,0.121204
485,53,1.192063,17.619118,0.120598
486,53,0.679208,55.199253,0.119995
487,54,0.819359,16.518050,0.119395
488,54,1.012273,26.084681,0.118798
489,54,1.365994,9.219690,0.118204
490,54,0.793627,8.749881,0.117613
491,54,1.043493,9.278665,0.117025
492,54,1.018261,7.887479,0.116440
493,54,1.142288,18.963484,0.115858
494,54,1.188823,8.566782,0.115278
495,54,0.824537,55.199253,0.114702
496,55,0.842538,15.376483,0.114128
497,55,0.863788,23.798399,0.113558
498,55,0.898480,9.219690,0.112990
499,55,0.721968,7.278575,0.112425
500,55,0.878887,9.278665,0.111863
501,55,0.786196,19.572389,0.111304
502,55,0.789897,8.566782,0.110747
503,55,0.844783,17.619118,0.110193
504,55,1.073024,55.199253,0.109642
505,56,1.124129,15.376483,0.109094
506,56,0.808946,23.798399,0.108549
507,56,1.332058,9.219690,0.108006
508,56,0.987458,7.278575,0.107466
509,56,1.063388,9.278665,0.106929
510,56,0.908042,19.572389,0.106394
511,56,0.807247,8.566782,0.105862
512,56,1.085563,17.619118,0.105333
513,56,0.829388,55.199253,0.104806
514,57,0.826161,16.518050,0.104282
515,57,1.097042,26.084681,0.103761
516,57,1.248731,9.219690,0.103242
517,57,1.042095,8.749881,0.102726
518,57,1.243535,9.278665,0.102212
519,57,1.043813,7.887479,0.101701
520,57,1.032558,18.963484,0.101192
521,57,0.837309,8.566782,0.100686
522,57,0.896948,55.199253,0.100183
523,58,1.017234,16.518050,0.099682
524,58,0.663427,26.084681,0.099184
525,58,1.008127,9.219690,0.098688
526,58,0.565352,9.278665,0.098194
527,58,0.661959,7.887479,0.097703
528,58,0.833390,18.963484,0.097215
529,58,0.330514,8.566782,0.096729
530,58,1.262823,17.619118,0.096245
531,58,0.782115,55.199253,0.095764
532,59,1.038519,16.518050,0.095285
533,59,1.364353,26.084681,0.094809
534,59,1.746140,9.219690,0.094335
535,59,1.637627,9.278665,0.093863
536,59,1.361141,7.278575,0.093394
537,59,0.963548,19.572389,0.092927
538,59,0.812448,8.749881,0.092462
539,59,1.025433,8.566782,0.092000
540,59,1.934955,55.199253,0.091540
541,60,1.601923,15.376483,0.091082
542,60,1.104145,23.798399,0.090627
543,60,1.030727,9.219690,0.090173
544,60,1.458670,8.749881,0.089723
545,60,1.179271,9.278665,0.089274
546,60,0.882706,7.887479,0.088828
547,60,1.400887,18.963484,0.088383
548,60,2.119158,8.566782,0.087942
549,60,1.722141,55.199253,0.087502
550,61,0.932995,16.518050,0.087064
551,61,1.551150,26.084681,0.086629
552,61,1.347953,9.219690,0.086196
553,61,1.187884,9.278665,0.085765
554,61,0.861661,7.887479,0.085336
555,61,1.068613,18.963484,0.084909
556,61,0.842501,8.566782,0.084485
557,61,1.141852,17.619118,0.084062
558,61,0.659934,55.199253,0.083642
559,62,0.798441,16.518050,0.083224
560,62,0.757970,26.084681,0.082808
561,62,1.038104,9.219690,0.082394
562,62,0.647478,9.278665,0.081982
563,62,0.898262,8.749881,0.081572
564,62,0.741614,7.278575,0.081164
565,62,0.883631,19.572389,0.080758
566,62,0.756071,8.566782,0.080354
567,62,0.447449,55.199253,0.079953
568,63,0.876786,16.518050,0.079553
569,63,0.728186,26.084681,0.079155
570,63,1.177510,9.219690,0.078759
571,63,0.748150,7.278575,0.078366
572,63,0.525184,9.387373,0.077974
573,63,0.830143,15.587023,0.077584
574,63,0.497401,8.566782,0.077196
575,63,0.552166,17.619118,0.076810
576,63,0.655020,55.199253,0.076426
577,64,0.814994,16.518050,0.076044
578,64,0.842573,26.084681,0.075664
579,64,0.471680,8.509076,0.075285
580,64,0.884420,7.767219,0.074909
581,64,1.061268,7.887479,0.074534
582,64,0.858737,18.281787,0.074162
583,64,0.624019,9.219690,0.073791
584,64,1.224653,8.566782,0.073422
585,64,1.004434,55.199253,0.073055
586,65,0.981927,16.518050,0.072689
587,65,0.944513,26.084681,0.072326
588,65,1.184104,9.219690,0.071964
589,65,1.307779,8.566782,0.071605
590,65,1.276134,17.309083,0.071247
591,65,1.212579,9.278665,0.070890
592,65,0.922793,7.278575,0.070536
593,65,0.896852,19.572389,0.070183
594,65,0.579966,55.199253,0.069832
595,66,0.690287,15.376483,0.069483
596,66,0.986076,23.798399,0.069136
597,66,0.734946,8.509076,0.068790
598,66,0.485228,7.887479,0.068446
599,66,0.604762,18.281787,0.068104
600,66,0.717408,9.219690,0.067763
601,66,0.853418,8.749881,0.067424
602,66,0.869125,8.566782,0.067087
603,66,0.558116,55.199253,0.066752
604,67,0.570582,16.518050,0.066418
605,67,0.483237,26.084681,0.066086
606,67,0.797375,9.219690,0.065756
607,67,0.565211,9.278665,0.065427
608,67,0.579876,7.278575,0.065100
609,67,1.115467,19.572389,0.064774
610,67,0.824048,8.566782,0.064450
611,67,0.520754,17.619118,0.064128
612,67,0.764262,55.199253,0.063807
613,68,0.754354,16.518050,0.063488
614,68,0.648867,26.084681,0.063171
615,68,0.834817,7.767219,0.062855
616,68,0.521854,8.509076,0.062541
617,68,0.551484,9.219690,0.062228
618,68,0.474806,4.043559,0.061917
619,68,0.688869,7.278575,0.061607
620,68,0.735264,19.222476,0.061299
621,68,1.064657,60.072389,0.060993
622,69,0.597897,16.518050,0.060688
623,69,0.793583,26.084681,0.060384
624,69,0.365990,9.219690,0.060083
625,69,0.564133,9.278665,0.059782
626,69,0.676553,8.749881,0.059483
627,69,0.517080,7.278575,0.059186
628,69,0.990207,19.572389,0.058890
629,69,1.067845,8.566782,0.058595
630,69,0.707319,55.199253,0.058302
631,70,1.091078,16.518050,0.058011
632,70,1.607946,26.084681,0.057721
633,70,1.252311,7.767219,0.057432
634,70,0.647821,9.219690,0.057145
635,70,1.002432,7.887479,0.056859
636,70,0.802736,14.891157,0.056575
637,70,0.713380,15.587023,0.056292
638,70,0.831432,8.566782,0.056011
639,70,0.967869,55.199253,0.055731
640,71,1.052423,16.518050,0.055452
641,71,0.960605,26.084681,0.055175
642,71,0.783105,7.887479,0.054899
643,71,0.921123,14.891157,0.054624
644,71,0.946051,8.509076,0.054351
645,71,1.327188,9.219690,0.054080
646,71,1.181298,8.749881,0.053809
647,71,1.117169,8.566782,0.053540
648,71,1.050076,55.199253,0.053272
649,72,1.258953,16.518050,0.053006
650,72,0.761141,26.084681,0.052741
651,72,1.004528,4.043559,0.052477
652,72,0.363730,9.219690,0.052215
653,72,0.987264,8.749881,0.051954
654,72,0.680339,9.278665,0.051694
655,72,0.726209,7.278575,0.051436
656,72,1.018283,19.222476,0.051178
657,72,0.910422,60.072389,0.050923
658,73,0.712401,16.518050,0.050668
659,73,0.791266,26.084681,0.050415
660,73,1.148208,7.887479,0.050163
661,73,0.739047,14.891157,0.049912
662,73,0.776596,8.509076,0.049662
663,73,0.786733,9.219690,0.049414
664,73,0.741821,8.749881,0.049167
665,73,0.685077,8.566782,0.048921
666,73,0.723777,55.199253,0.048676
667,74,0.414539,16.518050,0.048433
668,74,0.490339,26.084681,0.048191
669,74,0.586611,9.219690,0.047950
670,74,0.558400,8.749881,0.047710
671,74,0.384132,9.278665,0.047472
672,74,0.540767,7.887479,0.047234
673,74,0.298536,18.963484,0.046998
674,74,0.166147,8.566782,0.046763
675,74,0.498643,55.199253,0.046529
676,75,0.425302,16.518050,0.046297
677,75,0.834126,26.084681,0.046065
678,75,0.813338,8.509076,0.045835
679,75,0.473602,7.887479,0.045606
680,75,0.413542,18.281787,0.045378
681,75,0.480035,9.219690,0.045151
682,75,0.318423,8.749881,0.044925
683,75,0.650676,8.566782,0.044700
684,75,0.550750,55.199253,0.044477
685,76,0.549625,16.518050,0.044254
686,76,0.470681,26.084681,0.044033
687,76,0.346646,9.219690,0.043813
688,76,0.406409,8.749881,0.043594
689,76,0.540125,9.278665,0.043376
690,76,0.336762,7.887479,0.043159
691,76,0.549825,18.963484,0.042943
692,76,0.597926,8.566782,0.042729
693,76,0.719310,55.199253,0.042515
694,77,0.525122,16.518050,0.042302
695,77,0.613987,26.084681,0.042091
696,77,0.446211,8.509076,0.041880
697,77,0.606929,9.219690,0.041671
698,77,0.402683,8.566782,0.041463
699,77,0.497771,17.619118,0.041255
700,77,0.573294,14.699253,0.041049
701,77,0.582998,7.278575,0.040844
702,77,0.800907,60.072389,0.040640
703,78,0.967907,16.518050,0.040436
704,78,0.907438,26.084681,0.040234
705,78,0.840781,9.219690,0.040033
706,78,0.487890,9.278665,0.039833
707,78,0.558874,7.887479,0.039634
708,78,0.781660,18.963484,0.039435
709,78,0.498548,8.749881,0.039238
710,78,0.695182,8.566782,0.039042
711,78,0.485529,55.199253,0.038847
712,79,0.542028,16.518050,0.038653
713,79,0.371070,26.084681,0.038459
714,79,0.442289,7.767219,0.038267
715,79,0.536454,9.219690,0.038076
716,79,0.695021,7.887479,0.037885
717,79,0.721143,14.891157,0.037696
718,79,0.643508,15.587023,0.037507
719,79,0.381209,8.566782,0.037320
720,79,0.593489,55.199253,0.037133
721,80,0.502460,16.518050,0.036948
722,80,0.561355,26.084681,0.036763
723,80,0.446070,9.219690,0.036579
724,80,0.618589,8.749881,0.036396
725,80,0.567530,9.278665,0.036214
726,80,0.507724,7.887479,0.036033
727,80,0.600872,18.963484,0.035853
728,80,0.701613,8.566782,0.035674
729,80,0.643320,55.199253,0.035495
730,81,0.787832,16.518050,0.035318
731,81,0.609289,26.084681,0.035141
732,81,0.660084,9.219690,0.034966
733,81,0.582278,8.749881,0.034791
734,81,0.631049,9.278665,0.034617
735,81,0.585867,8.566782,0.034444
736,81,0.312815,14.699253,0.034272
737,81,0.384426,7.278575,0.034100
738,81,0.680350,60.072389,0.033930
739,82,0.288731,16.518050,0.033760
740,82,0.589156,26.084681,0.033591
741,82,0.614746,9.219690,0.033423
742,82,0.659307,8.749881,0.033256
743,82,0.516727,9.278665,0.033090
744,82,0.475557,7.887479,0.032924
745,82,0.503376,18.963484,0.032760
746,82,0.495765,8.566782,0.032596
747,82,0.483236,55.199253,0.032433
748,83,0.456725,16.518050,0.032271
